wareh,capacity,buffer,CHIM,CHI,GS,BS,RND
2.0,10000.0,0.0,1.276688e6,1.276568e6,1.277322e6,1.277322e6,1.550277e6
2.0,10000.0,0.0,1.215539e6,1.215422e6,1.343094e6,1.343094e6,1.54573e6
2.0,10000.0,0.0,1.162168e6,1.162095e6,1.409042e6,1.409042e6,1.53206e6
3.0,10000.0,0.0,1.549306e6,1.548551e6,1.551692e6,1.551692e6,1.864432e6
3.0,10000.0,0.0,1.494437e6,1.49382e6,1.509286e6,1.509286e6,1.861073e6
3.0,10000.0,0.0,1.439499e6,1.438885e6,1.461902e6,1.461902e6,1.851236e6
4.0,10000.0,0.0,1.75711e6,1.743894e6,1.750095e6,1.750095e6,2.063089e6
4.0,10000.0,0.0,1.702882e6,1.69934e6,1.71085e6,1.71085e6,2.060407e6
4.0,10000.0,0.0,1.648655e6,1.646101e6,1.666597e6,1.666597e6,2.052494e6
2.0,12000.0,2000.0,1.131466e6,1.131316e6,1.131908e6,1.131673e6,1.445199e6
2.0,12000.0,2000.0,1.090462e6,1.09039e6,1.179633e6,1.090637e6,1.436127e6
2.0,12000.0,2000.0,1.058641e6,1.058585e6,1.229292e6,1.058723e6,1.409525e6
3.0,12000.0,2000.0,1.415809e6,1.415809e6,1.417439e6,1.400227e6,1.739601e6
3.0,12000.0,2000.0,1.349193e6,1.324817e6,1.361579e6,1.34464e6,1.737073e6
3.0,12000.0,2000.0,1.29803e6,1.273639e6,1.305926e6,1.289977e6,1.726876e6
4.0,12000.0,2000.0,1.615697e6,1.573521e6,1.618626e6,1.609795e6,1.932408e6
4.0,12000.0,2000.0,1.561969e6,1.561969e6,1.566877e6,1.555619e6,1.930264e6
4.0,12000.0,2000.0,1.508631e6,1.508631e6,1.525122e6,1.500768e6,1.924545e6
2.0,20000.0,0.0,1.277595e6,1.277315e6,1.278727e6,1.278727e6,1.550597e6
2.0,20000.0,0.0,1.216059e6,1.215871e6,1.216063e6,1.216063e6,1.546066e6
2.0,20000.0,0.0,1.162217e6,1.162102e6,1.162225e6,1.162225e6,1.53246e6
3.0,20000.0,0.0,1.598194e6,1.547793e6,1.563134e6,1.563134e6,1.865176e6
3.0,20000.0,0.0,1.537906e6,1.503862e6,1.499046e6,1.499046e6,1.861793e6
3.0,20000.0,0.0,1.438844e6,1.438344e6,1.443305e6,1.443305e6,1.852037e6
4.0,20000.0,0.0,1.807421e6,1.741332e6,1.754308e6,1.754308e6,2.064222e6
4.0,20000.0,0.0,1.764369e6,1.702438e6,1.706786e6,1.706786e6,2.061448e6
4.0,20000.0,0.0,1.716945e6,1.659725e6,1.649646e6,1.649646e6,2.053376e6
2.0,24000.0,4000.0,1.131033e6,1.130742e6,1.132432e6,1.131198e6,1.445369e6
2.0,24000.0,4000.0,1.090289e6,1.090178e6,1.090306e6,1.090295e6,1.436545e6
2.0,24000.0,4000.0,1.058482e6,1.058293e6,1.058498e6,1.058487e6,1.410392e6
3.0,24000.0,4000.0,1.421798e6,1.374074e6,1.420598e6,1.399731e6,1.740626e6
3.0,24000.0,4000.0,1.359346e6,1.359346e6,1.363883e6,1.344011e6,1.737313e6
3.0,24000.0,4000.0,1.304382e6,1.295667e6,1.308227e6,1.290387e6,1.728225e6
4.0,24000.0,4000.0,1.648232e6,1.591424e6,1.606607e6,1.609199e6,1.933579e6
4.0,24000.0,4000.0,1.589529e6,1.531897e6,1.567296e6,1.55499e6,1.931286e6
4.0,24000.0,4000.0,1.556765e6,1.517134e6,1.506962e6,1.500194e6,1.925491e6
2.0,30000.0,0.0,1.276512e6,1.276117e6,1.280284e6,1.280284e6,1.550816e6
2.0,30000.0,0.0,1.215638e6,1.215302e6,1.21526e6,1.21526e6,1.546395e6
2.0,30000.0,0.0,1.162407e6,1.162239e6,1.162008e6,1.162008e6,1.532924e6
3.0,30000.0,0.0,1.547697e6,1.54632e6,1.553268e6,1.553268e6,1.865543e6
3.0,30000.0,0.0,1.493348e6,1.492059e6,1.494576e6,1.494576e6,1.862325e6
3.0,30000.0,0.0,1.438197e6,1.437238e6,1.439404e6,1.439404e6,1.852316e6
4.0,30000.0,0.0,1.800017e6,1.737409e6,1.75414e6,1.75414e6,2.064777e6
4.0,30000.0,0.0,1.720818e6,1.69908e6,1.697145e6,1.697145e6,2.061969e6
4.0,30000.0,0.0,1.640941e6,1.637955e6,1.646023e6,1.646023e6,2.054034e6
2.0,36000.0,6000.0,1.130801e6,1.130275e6,1.135156e6,1.130826e6,1.445626e6
2.0,36000.0,6000.0,1.08976e6,1.089502e6,1.089737e6,1.089784e6,1.436798e6
2.0,36000.0,6000.0,1.057755e6,1.057578e6,1.057741e6,1.057786e6,1.410162e6
3.0,36000.0,6000.0,1.414131e6,1.413735e6,1.418434e6,1.398738e6,1.740898e6
3.0,36000.0,6000.0,1.358137e6,1.337596e6,1.36e6,1.343388e6,1.737692e6
3.0,36000.0,6000.0,1.302737e6,1.293934e6,1.304365e6,1.289017e6,1.728354e6
4.0,36000.0,6000.0,1.618285e6,1.565162e6,1.605325e6,1.607788e6,1.933824e6
4.0,36000.0,6000.0,1.553534e6,1.532009e6,1.551288e6,1.553475e6,1.931964e6
4.0,36000.0,6000.0,1.49592e6,1.49592e6,1.500145e6,1.499287e6,1.925735e6
2.0,40000.0,0.0,1.531135e6,1.275404e6,1.282424e6,1.282424e6,1.55041e6
2.0,40000.0,0.0,1.537394e6,1.214382e6,1.214766e6,1.214766e6,1.545987e6
2.0,40000.0,0.0,1.160969e6,1.160722e6,1.160963e6,1.160963e6,1.532401e6
3.0,40000.0,0.0,1.751065e6,1.543592e6,1.555597e6,1.555597e6,1.864872e6
3.0,40000.0,0.0,1.74021e6,1.489631e6,1.493282e6,1.493282e6,1.86151e6
3.0,40000.0,0.0,1.733783e6,1.435115e6,1.438165e6,1.438165e6,1.851467e6
4.0,40000.0,0.0,1.892154e6,1.732388e6,1.755484e6,1.755484e6,2.063856e6
4.0,40000.0,0.0,1.865087e6,1.694497e6,1.696389e6,1.696389e6,2.061056e6
4.0,40000.0,0.0,1.64102e6,1.634101e6,1.645014e6,1.645014e6,2.053016e6
2.0,48000.0,8000.0,1.338886e6,1.139867e6,1.137235e6,1.129612e6,1.445163e6
2.0,48000.0,8000.0,1.33361e6,1.095102e6,1.088958e6,1.088746e6,1.436591e6
2.0,48000.0,8000.0,1.056682e6,1.056497e6,1.057287e6,1.056904e6,1.41001e6
3.0,48000.0,8000.0,1.488221e6,1.396971e6,1.419043e6,1.397399e6,1.740308e6
3.0,48000.0,8000.0,1.468496e6,1.345854e6,1.358795e6,1.341785e6,1.737238e6
3.0,48000.0,8000.0,1.51324e6,1.292089e6,1.303554e6,1.287879e6,1.727782e6
4.0,48000.0,8000.0,1.723176e6,1.566092e6,1.604203e6,1.605654e6,1.933028e6
4.0,48000.0,8000.0,1.718078e6,1.52608e6,1.549583e6,1.551402e6,1.931081e6
4.0,48000.0,8000.0,1.699246e6,1.511021e6,1.498708e6,1.497238e6,1.925136e6
2.0,50000.0,0.0,1.302684e6,1.274747e6,1.281719e6,1.281719e6,1.550252e6
2.0,50000.0,0.0,1.214341e6,1.213913e6,1.214338e6,1.214338e6,1.54571e6
2.0,50000.0,0.0,1.161057e6,1.160716e6,1.160825e6,1.160825e6,1.532164e6
3.0,50000.0,0.0,1.569966e6,1.541796e6,1.561276e6,1.561276e6,1.864657e6
3.0,50000.0,0.0,1.490074e6,1.487902e6,1.492636e6,1.492636e6,1.86125e6
3.0,50000.0,0.0,1.435068e6,1.433322e6,1.437187e6,1.437187e6,1.851327e6
4.0,50000.0,0.0,1.818454e6,1.728195e6,1.760987e6,1.760987e6,2.063561e6
4.0,50000.0,0.0,1.6875e6,1.680407e6,1.69675e6,1.69675e6,2.060885e6
4.0,50000.0,0.0,1.636502e6,1.631376e6,1.644823e6,1.644823e6,2.05296e6
2.0,60000.0,10000.0,1.160583e6,1.128748e6,1.136935e6,1.129445e6,1.444935e6
2.0,60000.0,10000.0,1.088424e6,1.087877e6,1.088842e6,1.088589e6,1.436327e6
2.0,60000.0,10000.0,1.056457e6,1.056189e6,1.056817e6,1.056439e6,1.409844e6
3.0,60000.0,10000.0,1.403266e6,1.393789e6,1.419835e6,1.396548e6,1.740251e6
3.0,60000.0,10000.0,1.355178e6,1.333476e6,1.358031e6,1.340844e6,1.737375e6
3.0,60000.0,10000.0,1.300237e6,1.290684e6,1.302885e6,1.286803e6,1.727909e6
4.0,60000.0,10000.0,1.639421e6,1.568013e6,1.603874e6,1.604343e6,1.93296e6
4.0,60000.0,10000.0,1.540793e6,1.540793e6,1.548385e6,1.550563e6,1.931011e6
4.0,60000.0,10000.0,1.492309e6,1.492309e6,1.497433e6,1.49658e6,1.924691e6
2.0,60000.0,0.0,1.275372e6,1.274252e6,1.283962e6,1.283962e6,1.55116e6
2.0,60000.0,0.0,1.213876e6,1.21337e6,1.213555e6,1.213555e6,1.546681e6
2.0,60000.0,0.0,1.160424e6,1.159934e6,1.160076e6,1.160076e6,1.533084e6
3.0,60000.0,0.0,1.544253e6,1.540796e6,1.565576e6,1.565576e6,1.866225e6
3.0,60000.0,0.0,1.489594e6,1.486649e6,1.492024e6,1.492024e6,1.86286e6
3.0,60000.0,0.0,1.434354e6,1.432307e6,1.436831e6,1.436831e6,1.852869e6
4.0,60000.0,0.0,1.735886e6,1.724792e6,1.764596e6,1.764596e6,2.065741e6
4.0,60000.0,0.0,1.686191e6,1.67816e6,1.697666e6,1.697666e6,2.062957e6
4.0,60000.0,0.0,1.635646e6,1.630029e6,1.645616e6,1.645616e6,2.054708e6
2.0,72000.0,12000.0,1.128588e6,1.127604e6,1.138898e6,1.128886e6,1.446011e6
2.0,72000.0,12000.0,1.087999e6,1.087399e6,1.088441e6,1.088117e6,1.437201e6
2.0,72000.0,12000.0,1.056194e6,1.055919e6,1.056755e6,1.056301e6,1.410669e6
3.0,72000.0,12000.0,1.41029e6,1.363197e6,1.424089e6,1.395438e6,1.741589e6
3.0,72000.0,12000.0,1.354559e6,1.33173e6,1.357554e6,1.339977e6,1.738535e6
3.0,72000.0,12000.0,1.300136e6,1.289439e6,1.302824e6,1.28587e6,1.729099e6
4.0,72000.0,12000.0,1.595836e6,1.559773e6,1.607135e6,1.60412e6,1.934899e6
4.0,72000.0,12000.0,1.539638e6,1.539638e6,1.548145e6,1.549959e6,1.932869e6
4.0,72000.0,12000.0,1.491682e6,1.491682e6,1.497191e6,1.495631e6,1.926828e6
2.0,70000.0,0.0,1.274373e6,1.273449e6,1.284512e6,1.284512e6,1.550072e6
2.0,70000.0,0.0,1.213775e6,1.213101e6,1.212867e6,1.212867e6,1.545651e6
2.0,70000.0,0.0,1.160087e6,1.159663e6,1.159318e6,1.159318e6,1.531912e6
3.0,70000.0,0.0,1.542161e6,1.53805e6,1.559785e6,1.559785e6,1.864165e6
3.0,70000.0,0.0,1.487814e6,1.484249e6,1.49083e6,1.49083e6,1.860917e6
3.0,70000.0,0.0,1.432688e6,1.429983e6,1.435838e6,1.435838e6,1.850898e6
4.0,70000.0,0.0,1.731601e6,1.71989e6,1.768834e6,1.768834e6,2.062941e6
4.0,70000.0,0.0,1.682224e6,1.673681e6,1.698161e6,1.698161e6,2.060313e6
4.0,70000.0,0.0,1.632547e6,1.625921e6,1.645627e6,1.645627e6,2.052144e6
2.0,84000.0,14000.0,1.127878e6,1.126654e6,1.140209e6,1.128385e6,1.444804e6
2.0,84000.0,14000.0,1.08699e6,1.08638e6,1.087268e6,1.08736e6,1.436131e6
2.0,84000.0,14000.0,1.055307e6,1.054968e6,1.055525e6,1.055414e6,1.409557e6
3.0,84000.0,14000.0,1.408288e6,1.360504e6,1.42531e6,1.393643e6,1.739787e6
3.0,84000.0,14000.0,1.35298e6,1.33007e6,1.357054e6,1.338508e6,1.736761e6
3.0,84000.0,14000.0,1.298686e6,1.288095e6,1.302694e6,1.285226e6,1.727208e6
4.0,84000.0,14000.0,1.58816e6,1.58816e6,1.606262e6,1.601644e6,1.932296e6
4.0,84000.0,14000.0,1.536815e6,1.536815e6,1.546372e6,1.548101e6,1.930476e6
4.0,84000.0,14000.0,1.489424e6,1.489424e6,1.496127e6,1.494233e6,1.924371e6
