wareh,capacity,buffer,QMK,CHIM,CHI,KL,KLQ,GO,GP,GS,BS,RND
2.0,100.0,0.0,13071.0,13075.0,13075.0,14080.0,13071.0,14658.0,13515.0,13421.0,13421.0,15464.0
2.0,100.0,0.0,12493.0,12500.0,12500.0,14175.0,12493.0,14089.0,12934.0,12906.0,12906.0,15428.0
2.0,100.0,0.0,11950.0,11966.0,11950.0,13416.0,11950.0,13843.0,12612.0,12414.0,12414.0,15312.0
3.0,100.0,0.0,15719.0,15750.0,15750.0,17436.0,15719.0,17434.0,16421.0,16337.0,16337.0,18598.0
3.0,100.0,0.0,16273.0,15242.0,15230.0,16790.0,16273.0,16919.0,15903.0,15856.0,15856.0,18544.0
3.0,100.0,0.0,15532.0,14772.0,14772.0,16659.0,15532.0,16662.0,15447.0,15423.0,15423.0,18472.0
4.0,100.0,0.0,17788.0,17846.0,17787.0,19040.0,17788.0,19434.0,18393.0,18511.0,18511.0,20546.0
4.0,100.0,0.0,17175.0,17240.0,17186.0,18841.0,17175.0,19062.0,17927.0,18236.0,18236.0,20504.0
4.0,100.0,0.0,16735.0,16837.0,16751.0,18874.0,16735.0,18727.0,17486.0,18132.0,18132.0,20393.0
2.0,120.0,20.0,11551.0,11571.0,11551.0,13445.0,11551.0,12781.0,12071.0,11571.0,11650.0,14415.0
2.0,120.0,20.0,12020.0,11135.0,11135.0,13324.0,12020.0,12262.0,11589.0,11135.0,11191.0,14350.0
2.0,120.0,20.0,12488.0,10807.0,10807.0,13578.0,12488.0,11566.0,11081.0,10813.0,10847.0,14034.0
3.0,120.0,20.0,14099.0,14377.0,14377.0,16053.0,14099.0,15333.0,14924.0,14632.0,14526.0,17340.0
3.0,120.0,20.0,13619.0,13846.0,13846.0,16338.0,13619.0,15107.0,14394.0,14124.0,13969.0,17258.0
3.0,120.0,20.0,13343.0,13356.0,13356.0,16054.0,13343.0,14721.0,13825.0,13646.0,13410.0,17190.0
4.0,120.0,20.0,16060.0,16326.0,16326.0,18451.0,16060.0,17480.0,16961.0,16490.0,16648.0,19229.0
4.0,120.0,20.0,15954.0,15872.0,15872.0,18446.0,15954.0,17137.0,16513.0,16356.0,16134.0,19212.0
4.0,120.0,20.0,16161.0,15338.0,15338.0,18034.0,16161.0,16751.0,16174.0,16005.0,15679.0,19155.0
2.0,200.0,0.0,12993.0,13032.0,13010.0,15110.0,12993.0,14519.0,13911.0,13205.0,13205.0,15475.0
2.0,200.0,0.0,12421.0,12449.0,12449.0,14692.0,12421.0,14033.0,13290.0,12614.0,12614.0,15435.0
2.0,200.0,0.0,11879.0,11879.0,11879.0,13991.0,11879.0,13452.0,12754.0,12093.0,12093.0,15314.0
3.0,200.0,0.0,15611.0,15683.0,15624.0,17939.0,15611.0,17194.0,16364.0,15999.0,15999.0,18570.0
3.0,200.0,0.0,15901.0,15262.0,15220.0,17940.0,15901.0,16733.0,15950.0,15952.0,15952.0,18549.0
3.0,200.0,0.0,16224.0,14711.0,14638.0,17413.0,16224.0,16187.0,15430.0,15775.0,15775.0,18420.0
4.0,200.0,0.0,17544.0,17787.0,17595.0,20023.0,17544.0,19065.0,18441.0,18109.0,18109.0,20515.0
4.0,200.0,0.0,17057.0,17209.0,17036.0,19899.0,17057.0,18742.0,18045.0,17819.0,17819.0,20480.0
4.0,200.0,0.0,16532.0,16757.0,16569.0,19695.0,16532.0,18524.0,17640.0,18206.0,18206.0,20427.0
2.0,240.0,40.0,11468.0,11478.0,11468.0,14685.0,11468.0,12542.0,12132.0,11476.0,11516.0,14436.0
2.0,240.0,40.0,11925.0,11128.0,11128.0,14808.0,11925.0,12025.0,11545.0,11118.0,11131.0,14349.0
2.0,240.0,40.0,12404.0,10789.0,10775.0,14728.0,12404.0,11235.0,11055.0,10775.0,10789.0,14048.0
3.0,240.0,40.0,13940.0,14352.0,13982.0,17631.0,13940.0,15163.0,14939.0,14395.0,14311.0,17324.0
3.0,240.0,40.0,13628.0,13774.0,13687.0,17069.0,13628.0,14799.0,14607.0,14486.0,13762.0,17270.0
3.0,240.0,40.0,13221.0,13296.0,13236.0,17303.0,13221.0,14497.0,14214.0,14477.0,13251.0,17168.0
4.0,240.0,40.0,15854.0,16164.0,16164.0,19352.0,15854.0,17229.0,16895.0,16401.0,16389.0,19214.0
4.0,240.0,40.0,15738.0,15689.0,15689.0,18997.0,15738.0,16957.0,16545.0,16124.0,15850.0,19192.0
4.0,240.0,40.0,15947.0,15245.0,15245.0,19358.0,15947.0,16499.0,16082.0,15924.0,15321.0,19127.0
2.0,300.0,0.0,13069.0,13111.0,13069.0,15209.0,13069.0,14697.0,13865.0,13250.0,13250.0,15532.0
2.0,300.0,0.0,12505.0,12545.0,12507.0,15121.0,12505.0,14078.0,13280.0,13766.0,13766.0,15486.0
2.0,300.0,0.0,14295.0,11994.0,11982.0,14742.0,14295.0,13234.0,12702.0,14420.0,14420.0,15357.0
3.0,300.0,0.0,15807.0,15916.0,15809.0,18362.0,15807.0,17358.0,16699.0,16053.0,16053.0,18699.0
3.0,300.0,0.0,15280.0,15367.0,15291.0,18218.0,15280.0,16977.0,16326.0,15932.0,15932.0,18670.0
3.0,300.0,0.0,14731.0,14827.0,14732.0,17945.0,14731.0,16468.0,15818.0,15789.0,15789.0,18560.0
4.0,300.0,0.0,17605.0,17973.0,17688.0,20272.0,17605.0,19337.0,18441.0,18180.0,18180.0,20688.0
4.0,300.0,0.0,17235.0,17525.0,17227.0,20135.0,17235.0,19070.0,18289.0,18094.0,18094.0,20667.0
4.0,300.0,0.0,17078.0,16978.0,16758.0,19892.0,17078.0,18619.0,17829.0,18097.0,18097.0,20578.0
2.0,360.0,60.0,11633.0,11659.0,11631.0,15118.0,11633.0,12452.0,12152.0,11645.0,11654.0,14478.0
2.0,360.0,60.0,11218.0,11210.0,11210.0,14912.0,11218.0,11990.0,11527.0,12099.0,11238.0,14371.0
2.0,360.0,60.0,10835.0,10845.0,10832.0,15191.0,10835.0,11306.0,11060.0,12538.0,10868.0,14128.0
3.0,360.0,60.0,14016.0,14465.0,14077.0,18084.0,14016.0,15276.0,15086.0,14500.0,14482.0,17448.0
3.0,360.0,60.0,14235.0,13875.0,13760.0,18002.0,14235.0,14994.0,14780.0,14544.0,13859.0,17408.0
3.0,360.0,60.0,13109.0,13365.0,13365.0,17999.0,13109.0,14662.0,14239.0,14588.0,13315.0,17292.0
4.0,360.0,60.0,15911.0,16368.0,16368.0,19886.0,15911.0,17154.0,16880.0,16545.0,16532.0,19363.0
4.0,360.0,60.0,15765.0,15864.0,15864.0,19923.0,15765.0,16950.0,16451.0,16603.0,16035.0,19344.0
4.0,360.0,60.0,15193.0,15378.0,15378.0,19943.0,15193.0,16590.0,16151.0,15919.0,15462.0,19264.0
2.0,400.0,0.0,13036.0,13046.0,13036.0,15260.0,13036.0,14346.0,13915.0,13148.0,13148.0,15460.0
2.0,400.0,0.0,12467.0,12479.0,12479.0,15172.0,12467.0,13726.0,13201.0,13773.0,13773.0,15413.0
2.0,400.0,0.0,11950.0,11956.0,11950.0,14785.0,11950.0,12930.0,12557.0,14387.0,14387.0,15282.0
3.0,400.0,0.0,15743.0,15790.0,15708.0,18310.0,15743.0,17168.0,16699.0,16029.0,16029.0,18573.0
3.0,400.0,0.0,16103.0,15299.0,15224.0,18160.0,16103.0,16766.0,16327.0,15972.0,15972.0,18535.0
3.0,400.0,0.0,14925.0,14817.0,14739.0,18115.0,14925.0,16252.0,15768.0,15719.0,15719.0,18448.0
4.0,400.0,0.0,17513.0,17793.0,17560.0,20287.0,17513.0,19106.0,18444.0,18042.0,18042.0,20554.0
4.0,400.0,0.0,17101.0,17322.0,17104.0,20075.0,17101.0,18769.0,18169.0,18273.0,18273.0,20513.0
4.0,400.0,0.0,16650.0,16844.0,16648.0,20023.0,16650.0,18236.0,17652.0,18892.0,18892.0,20437.0
2.0,480.0,80.0,11578.0,11586.0,11577.0,14999.0,11578.0,12147.0,12003.0,11609.0,11621.0,14396.0
2.0,480.0,80.0,12006.0,11182.0,11171.0,15158.0,12006.0,11712.0,11498.0,12027.0,11196.0,14337.0
2.0,480.0,80.0,12439.0,10799.0,10790.0,15210.0,12439.0,11235.0,11050.0,12473.0,10803.0,14053.0
3.0,480.0,80.0,13974.0,14452.0,14005.0,18086.0,13974.0,14999.0,15061.0,14482.0,14365.0,17338.0
3.0,480.0,80.0,13666.0,13879.0,13702.0,18106.0,13666.0,14763.0,14771.0,14449.0,13766.0,17308.0
3.0,480.0,80.0,13249.0,13300.0,13261.0,18088.0,13249.0,14362.0,14166.0,14421.0,13223.0,17209.0
4.0,480.0,80.0,15881.0,16268.0,16268.0,20096.0,15881.0,16872.0,16685.0,16475.0,16414.0,19223.0
