wareh,capacity,buffer,QMK,CHIM,CHI,KLQ,GO,GP,GS,BS
3.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10000.0,0.0,1.0916665587672057e-15,0.0,0.0,1.0916665587672057e-15,0.0,0.0,0.0,0.0
3.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14400.0,2400.0,6.984341937349268e-15,0.0,0.0,6.984341937349268e-15,0.0,0.0,0.0,0.0
4.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,16800.0,2800.0,1.2334150815294135e-15,0.0,0.0,1.2334150815294135e-15,0.0,0.0,0.0,0.0
2.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,18000.0,3000.0,4.3077469124135046e-15,0.0,0.0,4.3077469124135046e-15,0.0,0.0,0.0,0.0
4.0,18000.0,3000.0,1.2750891631897657e-15,0.0,0.0,1.2750891631897657e-15,0.0,0.0,0.0,0.0
4.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
