wareh,capacity,buffer,QMK,CHIM,CHI,KL,KLQ,GO,GP,GS,BS,RND
2.0,100.0,0.0,15251.0,15497.0,15366.0,15425.0,15251.0,15475.0,15393.0,15508.0,15508.0,15495.0
2.0,100.0,0.0,15212.0,15418.0,15301.0,15326.0,15212.0,15453.0,15360.0,15421.0,15421.0,15447.0
2.0,100.0,0.0,15085.0,15259.0,15149.0,15246.0,15085.0,15308.0,15209.0,15236.0,15236.0,15313.0
3.0,100.0,0.0,18225.0,18591.0,18429.0,18476.0,18225.0,18637.0,18505.0,18669.0,18669.0,18630.0
3.0,100.0,0.0,18119.0,18521.0,18444.0,18454.0,18119.0,18528.0,18427.0,18606.0,18606.0,18582.0
3.0,100.0,0.0,18070.0,18414.0,18266.0,18343.0,18070.0,18434.0,18342.0,18541.0,18541.0,18508.0
4.0,100.0,0.0,20110.0,20607.0,20467.0,20397.0,20110.0,20580.0,20397.0,20620.0,20620.0,20619.0
4.0,100.0,0.0,20066.0,20512.0,20373.0,20385.0,20066.0,20542.0,20359.0,20666.0,20666.0,20586.0
4.0,100.0,0.0,19978.0,20371.0,20251.0,20290.0,19978.0,20486.0,20255.0,20595.0,20595.0,20488.0
2.0,120.0,20.0,14121.0,14352.0,14229.0,15282.0,14121.0,14361.0,14281.0,14354.0,14360.0,14447.0
2.0,120.0,20.0,14107.0,14226.0,14226.0,14976.0,14107.0,14293.0,14194.0,14273.0,14274.0,14359.0
2.0,120.0,20.0,13826.0,13933.0,13846.0,14991.0,13826.0,14030.0,13930.0,13954.0,13972.0,14089.0
3.0,120.0,20.0,17105.0,17072.0,17072.0,18070.0,17105.0,17152.0,17014.0,17206.0,17657.0,17372.0
3.0,120.0,20.0,17032.0,16949.0,16949.0,18055.0,17032.0,16997.0,16920.0,17143.0,17575.0,17349.0
3.0,120.0,20.0,16966.0,16746.0,16746.0,17876.0,16966.0,16750.0,16708.0,16998.0,17350.0,17241.0
4.0,120.0,20.0,18965.0,19049.0,19049.0,19903.0,18965.0,19069.0,18886.0,19159.0,19695.0,19295.0
4.0,120.0,20.0,18927.0,18944.0,18944.0,19969.0,18927.0,18966.0,18884.0,19033.0,19629.0,19268.0
4.0,120.0,20.0,18843.0,18739.0,18739.0,19887.0,18843.0,18717.0,18632.0,19069.0,19464.0,19207.0
2.0,200.0,0.0,15150.0,15557.0,15265.0,15481.0,15150.0,15539.0,15474.0,15492.0,15492.0,15509.0
2.0,200.0,0.0,15163.0,15483.0,15141.0,15423.0,15163.0,15476.0,15426.0,15495.0,15495.0,15463.0
2.0,200.0,0.0,14946.0,15297.0,14998.0,15227.0,14946.0,15330.0,15273.0,15382.0,15382.0,15317.0
3.0,200.0,0.0,18084.0,18672.0,18122.0,18470.0,18084.0,18673.0,18565.0,18544.0,18544.0,18644.0
3.0,200.0,0.0,18050.0,18567.0,18145.0,18476.0,18050.0,18667.0,18564.0,18467.0,18467.0,18627.0
3.0,200.0,0.0,17889.0,18470.0,17937.0,18338.0,17889.0,18500.0,18400.0,18388.0,18388.0,18510.0
4.0,200.0,0.0,19838.0,20692.0,19902.0,20395.0,19838.0,20601.0,20602.0,20510.0,20510.0,20639.0
4.0,200.0,0.0,19790.0,20552.0,19858.0,20359.0,19790.0,20588.0,20524.0,20525.0,20525.0,20614.0
4.0,200.0,0.0,19728.0,20454.0,19810.0,20342.0,19728.0,20501.0,20416.0,20453.0,20453.0,20540.0
2.0,240.0,40.0,14066.0,14349.0,14147.0,15277.0,14066.0,14350.0,14297.0,14326.0,14307.0,14452.0
2.0,240.0,40.0,13973.0,14172.0,14024.0,15327.0,13973.0,14278.0,14224.0,14283.0,14134.0,14362.0
2.0,240.0,40.0,13702.0,13903.0,13726.0,15178.0,13702.0,14030.0,13976.0,14077.0,13798.0,14095.0
3.0,240.0,40.0,16875.0,17079.0,16717.0,18223.0,16875.0,17159.0,17090.0,17061.0,17542.0,17387.0
3.0,240.0,40.0,16863.0,16966.0,16752.0,18213.0,16863.0,17049.0,16949.0,16916.0,17472.0,17366.0
3.0,240.0,40.0,16654.0,16709.0,16709.0,18348.0,16654.0,16820.0,16651.0,16744.0,17204.0,17265.0
4.0,240.0,40.0,18684.0,19108.0,18527.0,20290.0,18684.0,19039.0,18930.0,19037.0,19627.0,19318.0
4.0,240.0,40.0,18556.0,18891.0,18605.0,20186.0,18556.0,18932.0,18821.0,18991.0,19517.0,19313.0
4.0,240.0,40.0,18590.0,18752.0,18752.0,20111.0,18590.0,18721.0,18582.0,18815.0,19360.0,19230.0
2.0,300.0,0.0,15179.0,15507.0,15166.0,15430.0,15179.0,15499.0,15538.0,15521.0,15521.0,15536.0
