wareh,capacity,buffer,CHIM,CHI,GS,BS,RND
2.0,10000.0,0.0,4.0649388,8.9721594,5.0470536,4.1637209,17.6380641
2.0,10000.0,0.0,3.4315889,5.1953272,6.1159276,6.2864952,31.2253684
2.0,10000.0,0.0,8.3508835,12.7028519,4.9978792,4.7805233,23.3879217
3.0,10000.0,0.0,5.1363513,9.0650222,9.2509738,8.8201713,59.8441928
3.0,10000.0,0.0,4.9160132,6.6218719,7.7973472,7.4676213,25.1798202
3.0,10000.0,0.0,3.4447555,5.0398161,5.488117,5.5389668,20.2820234
4.0,10000.0,0.0,3.8535643,4.877165,8.4381998,7.9596218,20.1127938
4.0,10000.0,0.0,4.3891892,5.8641176,7.7657612,7.6961322,20.2441118
4.0,10000.0,0.0,4.7062898,6.4340284,8.5477136,8.1073532,27.3100648
2.0,12000.0,2000.0,6.9432907,12.0684403,6.4509157,5.3265676,52.7422828
2.0,12000.0,2000.0,5.2188283,7.5026535,4.7486605,3.3747729,40.0509605
2.0,12000.0,2000.0,5.8032015,8.2530269,6.1582908,3.6795782,42.2420916
3.0,12000.0,2000.0,7.3526555,10.6033952,6.3711739,5.5828239,74.1073724
3.0,12000.0,2000.0,5.3580511,11.6743355,6.5536771,4.6246684,68.22093
3.0,12000.0,2000.0,6.6048038,13.6760266,6.097317,4.9891855,70.5962962
4.0,12000.0,2000.0,6.4432169,11.5140484,7.8698261,5.2914139,113.4399041
4.0,12000.0,2000.0,9.3763258,20.070457,9.6857922,6.8103696,183.6663428
4.0,12000.0,2000.0,6.9385922,15.8339696,8.3416974,5.8924237,164.913784
2.0,20000.0,0.0,12.0986355,19.0660567,57.3276957,44.2719327,161.7433635
2.0,20000.0,0.0,10.3412725,26.0280488,74.4482426,61.107176,181.2321589
2.0,20000.0,0.0,9.3348015,14.1284147,45.5513286,41.8076226,198.2724055
3.0,20000.0,0.0,9.9990707,26.9552983,78.1606334,82.8657313,188.8034285
3.0,20000.0,0.0,11.7101847,45.0303262,84.2731849,68.8534423,186.5972014
3.0,20000.0,0.0,11.8449746,30.4682644,64.8577103,60.9144129,74.0032789
4.0,20000.0,0.0,10.4725555,26.4435247,79.6561981,107.2868085,52.0917676
4.0,20000.0,0.0,15.343165,25.9766579,112.7878003,87.7176664,61.1509753
4.0,20000.0,0.0,11.3681411,25.3054538,94.9281886,90.2504351,57.6097041
2.0,24000.0,4000.0,16.7181837,22.8597435,48.7656559,37.6623942,94.0745012
2.0,24000.0,4000.0,16.617061,69.2495179,108.6604506,39.8526319,118.2039692
2.0,24000.0,4000.0,26.5366867,35.3500132,46.6472387,31.3859817,94.9310023
3.0,24000.0,4000.0,45.4824785,58.0794423,70.7352705,48.2885636,117.1828163
3.0,24000.0,4000.0,20.7994243,34.6344454,78.7511088,64.4005467,150.4156936
3.0,24000.0,4000.0,20.8498408,52.1890495,73.0889428,51.1161014,146.0765313
4.0,24000.0,4000.0,27.128922,96.0643143,107.2902736,62.708989,169.0530514
4.0,24000.0,4000.0,19.1323228,56.0569896,101.4552974,64.1911952,258.5656469
4.0,24000.0,4000.0,16.5547376,51.7691066,96.9306613,114.3416402,168.8041986
2.0,30000.0,0.0,30.0919877,125.3095713,80.7144379,72.7766189,101.0120127
2.0,30000.0,0.0,18.4100074,79.5173483,122.2052223,111.0832386,124.0107946
2.0,30000.0,0.0,27.7735315,77.9434595,85.2152156,85.3370503,126.4090598
