wareh,capacity,buffer,QMK,CHIM,CHI,KL,KLQ,GO,GP,GS,BS,RND
2.0,100.0,0.0,8.5648086,0.2518581,0.3467755,2.1007952,0.1460443,0.0210074,0.0612398,0.4366322,0.0008224,0.0925499
2.0,100.0,0.0,0.1427933,0.2434513,0.2551894,2.0370562,0.1438019,0.0210539,0.0016991,0.0008154,0.0008563,0.0185295
2.0,100.0,0.0,0.1417338,0.2483317,0.2496419,1.9993213,0.1398871,0.0212618,0.001621,0.00084,0.000807,0.018682
3.0,100.0,0.0,0.2302775,0.2605285,0.2803583,2.0522169,0.2227726,0.0212849,0.0017107,0.0009455,0.0008956,0.0204377
3.0,100.0,0.0,0.3386353,0.2611347,0.2430513,2.0525028,0.3400371,0.0210528,0.0015927,0.0009171,0.0008828,0.0273677
3.0,100.0,0.0,0.6726491,0.2483996,0.2446812,1.9800383,0.6498578,0.0209313,0.0016328,0.0009018,0.000835,0.0227243
4.0,100.0,0.0,1.148003,0.2383957,0.2577045,1.9469567,1.11272,0.0210238,0.0018641,0.0009566,0.0008704,0.0281193
4.0,100.0,0.0,0.5232376,0.2590568,0.2490804,1.9558156,0.5195343,0.0211684,0.001955,0.0008991,0.0009472,0.0272207
4.0,100.0,0.0,0.5615874,0.2539765,0.2621487,2.0154909,0.577847,0.0214667,0.0018586,0.0009193,0.0009079,0.0315463
2.0,120.0,20.0,0.1978427,0.2629332,0.2478388,1.9719536,0.1976861,0.0219153,0.0015475,0.0008408,0.0007833,0.1485935
2.0,120.0,20.0,0.2058868,0.2575551,0.2563705,1.9731799,0.2115616,0.0215829,0.0016556,0.0008776,0.0008055,0.1354971
2.0,120.0,20.0,0.215767,0.2673062,0.2712012,1.9873098,0.2157611,0.0217276,0.0016856,0.0008321,0.0008093,0.1305091
3.0,120.0,20.0,0.3789364,0.2627613,0.2671949,1.9701287,0.3994538,0.0217477,0.0018067,0.0009335,0.0007998,0.2602547
3.0,120.0,20.0,0.2908562,0.2594013,0.2595161,2.0181565,0.2961785,0.0217058,0.0019644,0.0009459,0.0008897,0.2612443
3.0,120.0,20.0,0.4034445,0.2528957,0.2608013,1.968181,0.4123818,0.0217771,0.0020117,0.0009212,0.0008509,0.2545163
4.0,120.0,20.0,1.284669,0.2612645,0.260867,2.0177395,1.2476401,0.0216501,0.0019615,0.0010295,0.0008777,0.5075181
4.0,120.0,20.0,2.6738753,0.3207725,0.2990744,1.970419,2.6580254,0.0217558,0.0020156,0.0010337,0.0009663,0.4924643
4.0,120.0,20.0,0.7019975,0.2642954,0.26168,2.0138369,0.685569,0.0226865,0.001998,0.0011553,0.0008882,0.4813371
2.0,200.0,0.0,0.2426979,0.2611166,0.2632915,8.9836042,0.2360792,0.0339336,0.0035959,0.0014547,0.0014914,0.0339315
2.0,200.0,0.0,0.2940017,0.2659519,0.2845618,8.7824506,0.2876965,0.0334127,0.0042333,0.0015967,0.0014775,0.0225397
2.0,200.0,0.0,0.2306242,0.2759787,0.2762747,8.8493479,0.2378744,0.033579,0.0038813,0.0015744,0.0014557,0.0236854
3.0,200.0,0.0,0.3817347,0.2615689,0.2643903,8.6518422,0.3852515,0.0335109,0.0040137,0.0018028,0.0017011,0.0273441
3.0,200.0,0.0,0.5059616,0.2602511,0.2653322,8.5946623,0.4799479,0.0337192,0.0043338,0.0017823,0.001857,0.0349623
