wareh,capacity,buffer,CHIM,CHI,GS,BS,RND
2.0,10000.0,0.0,1.550475e6,1.551066e6,1.55088e6,1.55088e6,1.55087e6
2.0,10000.0,0.0,1.545959e6,1.546507e6,1.546055e6,1.546055e6,1.546344e6
2.0,10000.0,0.0,1.532429e6,1.532773e6,1.532387e6,1.532387e6,1.532726e6
3.0,10000.0,0.0,1.864942e6,1.865837e6,1.865696e6,1.865696e6,1.865554e6
3.0,10000.0,0.0,1.861839e6,1.862151e6,1.862215e6,1.862215e6,1.862151e6
3.0,10000.0,0.0,1.852434e6,1.852516e6,1.852364e6,1.852364e6,1.852163e6
4.0,10000.0,0.0,2.064957e6,2.06551e6,2.064901e6,2.064901e6,2.064698e6
4.0,10000.0,0.0,2.062246e6,2.061693e6,2.062799e6,2.062799e6,2.061981e6
4.0,10000.0,0.0,2.053307e6,2.053752e6,2.054808e6,2.054808e6,2.053903e6
2.0,12000.0,2000.0,1.445499e6,1.445622e6,1.445372e6,1.445421e6,1.445471e6
2.0,12000.0,2000.0,1.436748e6,1.436868e6,1.436582e6,1.436494e6,1.436811e6
2.0,12000.0,2000.0,1.409645e6,1.409962e6,1.409813e6,1.409923e6,1.410175e6
3.0,12000.0,2000.0,1.722968e6,1.722968e6,1.728609e6,1.77564e6,1.741014e6
3.0,12000.0,2000.0,1.715283e6,1.715283e6,1.717151e6,1.770785e6,1.737968e6
3.0,12000.0,2000.0,1.692625e6,1.692625e6,1.692512e6,1.754738e6,1.728477e6
4.0,12000.0,2000.0,1.919717e6,1.927191e6,1.920257e6,1.987305e6,1.933805e6
4.0,12000.0,2000.0,1.909889e6,1.909889e6,1.909212e6,1.983546e6,1.931886e6
4.0,12000.0,2000.0,1.890566e6,1.890566e6,1.886999e6,1.970886e6,1.92569e6
2.0,20000.0,0.0,1.550617e6,1.550964e6,1.550973e6,1.550973e6,1.551117e6
2.0,20000.0,0.0,1.546776e6,1.546776e6,1.546432e6,1.546432e6,1.546687e6
2.0,20000.0,0.0,1.53372e6,1.53372e6,1.532569e6,1.532569e6,1.533096e6
3.0,20000.0,0.0,1.865895e6,1.866975e6,1.866627e6,1.866627e6,1.866209e6
3.0,20000.0,0.0,1.863027e6,1.863566e6,1.863302e6,1.863302e6,1.86293e6
3.0,20000.0,0.0,1.853079e6,1.853251e6,1.853507e6,1.853507e6,1.853e6
4.0,20000.0,0.0,2.065209e6,2.065218e6,2.065139e6,2.065139e6,2.065761e6
4.0,20000.0,0.0,2.063391e6,2.063078e6,2.06239e6,2.06239e6,2.063054e6
4.0,20000.0,0.0,2.054531e6,2.054752e6,2.054825e6,2.054825e6,2.054827e6
2.0,24000.0,4000.0,1.445601e6,1.445547e6,1.445646e6,1.445989e6,1.445948e6
2.0,24000.0,4000.0,1.437187e6,1.437274e6,1.437192e6,1.437727e6,1.437209e6
2.0,24000.0,4000.0,1.410898e6,1.410898e6,1.41084e6,1.411114e6,1.410588e6
3.0,24000.0,4000.0,1.729699e6,1.73363e6,1.729084e6,1.777225e6,1.741631e6
3.0,24000.0,4000.0,1.717502e6,1.717502e6,1.718126e6,1.771845e6,1.738734e6
3.0,24000.0,4000.0,1.730225e6,1.729905e6,1.693411e6,1.755634e6,1.729186e6
4.0,24000.0,4000.0,1.925247e6,1.928863e6,1.92032e6,1.987365e6,1.934757e6
4.0,24000.0,4000.0,1.928565e6,1.930295e6,1.909591e6,1.983854e6,1.932869e6
4.0,24000.0,4000.0,1.885305e6,1.885305e6,1.888219e6,1.971681e6,1.926779e6
2.0,30000.0,0.0,1.550342e6,1.550531e6,1.550172e6,1.550172e6,1.550393e6
2.0,30000.0,0.0,1.545788e6,1.545738e6,1.546043e6,1.546043e6,1.545869e6
2.0,30000.0,0.0,1.531946e6,1.532369e6,1.532685e6,1.532685e6,1.532319e6
3.0,30000.0,0.0,1.864728e6,1.864323e6,1.864984e6,1.864984e6,1.864698e6
3.0,30000.0,0.0,1.861164e6,1.860803e6,1.861274e6,1.861274e6,1.861411e6
