wareh,capacity,buffer,CHIM,CHI,GS,BS,RND
2.0,10000.0,0.0,1.31437e6,1.297966e6,1.442423e6,1.442423e6,1.550618e6
2.0,10000.0,0.0,1.290084e6,1.279957e6,1.391849e6,1.391849e6,1.54601e6
2.0,10000.0,0.0,1.267985e6,1.255297e6,1.339857e6,1.339857e6,1.532433e6
3.0,10000.0,0.0,1.462275e6,1.441786e6,1.725982e6,1.725982e6,1.864898e6
3.0,10000.0,0.0,1.449432e6,1.425315e6,1.680379e6,1.680379e6,1.861646e6
3.0,10000.0,0.0,1.431526e6,1.410834e6,1.631596e6,1.631596e6,1.85166e6
4.0,10000.0,0.0,1.542187e6,1.518105e6,1.924386e6,1.924386e6,2.063844e6
4.0,10000.0,0.0,1.530278e6,1.508262e6,1.882066e6,1.882066e6,2.061218e6
4.0,10000.0,0.0,1.515884e6,1.493962e6,1.84018e6,1.84018e6,2.05291e6
2.0,12000.0,2000.0,1.18073e6,1.175245e6,1.26177e6,1.273516e6,1.445396e6
2.0,12000.0,2000.0,1.170039e6,1.163515e6,1.214409e6,1.226293e6,1.436415e6
2.0,12000.0,2000.0,1.140619e6,1.131465e6,1.161983e6,1.172372e6,1.410301e6
3.0,12000.0,2000.0,1.332555e6,1.327104e6,1.510784e6,1.572045e6,1.740349e6
3.0,12000.0,2000.0,1.355385e6,1.326575e6,1.469816e6,1.525806e6,1.737552e6
3.0,12000.0,2000.0,1.332311e6,1.317552e6,1.430581e6,1.475234e6,1.728133e6
4.0,12000.0,2000.0,1.437289e6,1.42588e6,1.702624e6,1.785105e6,1.933426e6
4.0,12000.0,2000.0,1.431876e6,1.419491e6,1.666605e6,1.742972e6,1.931137e6
4.0,12000.0,2000.0,1.418377e6,1.404291e6,1.625937e6,1.696218e6,1.92539e6
2.0,20000.0,0.0,1.260631e6,1.247818e6,1.462217e6,1.462217e6,1.550797e6
2.0,20000.0,0.0,1.244894e6,1.233977e6,1.40851e6,1.40851e6,1.546282e6
2.0,20000.0,0.0,1.236504e6,1.216305e6,1.357181e6,1.357181e6,1.532876e6
3.0,20000.0,0.0,1.36198e6,1.341603e6,1.751542e6,1.751542e6,1.865348e6
3.0,20000.0,0.0,1.359213e6,1.341819e6,1.699165e6,1.699165e6,1.862052e6
3.0,20000.0,0.0,1.337108e6,1.323723e6,1.649253e6,1.649253e6,1.852032e6
