wareh,capacity,buffer,CHIM,CHI,GS,BS,RND
2.0,10000.0,0.0,4.7269787,7.5464408,5.7056774,6.1320736,25.149954
2.0,10000.0,0.0,4.038546,6.429665,4.4883746,4.0863414,17.5865438
2.0,10000.0,0.0,4.6671726,8.6550879,4.9660717,6.2683228,33.2466088
3.0,10000.0,0.0,5.8288489,15.0420177,8.2795318,8.2257913,35.3725173
3.0,10000.0,0.0,8.2585359,17.3520974,13.6860022,7.3298503,24.37715
3.0,10000.0,0.0,5.9500031,7.6201585,5.5497185,5.8289074,19.3291472
4.0,10000.0,0.0,3.6185848,9.3490125,6.9763789,6.8311843,18.8885922
4.0,10000.0,0.0,4.5992419,8.822853,7.3064447,6.7103624,20.340637
4.0,10000.0,0.0,4.6593552,13.424603,7.8660411,8.0911225,32.888731
2.0,12000.0,2000.0,5.8962352,13.2251282,4.9635443,3.8077418,64.656034
2.0,12000.0,2000.0,5.1241392,10.3793329,3.7209084,3.0894595,37.4247937
2.0,12000.0,2000.0,5.838008,11.2176469,4.5592649,3.4457125,38.60555
3.0,12000.0,2000.0,5.5775383,6.5137963,5.1015516,5.7956378,79.0152597
3.0,12000.0,2000.0,6.8489466,8.487165,6.9943403,5.5665539,98.7471912
3.0,12000.0,2000.0,5.6684037,6.6096692,5.696004,4.8042511,73.3961074
4.0,12000.0,2000.0,5.4294309,32.9527764,11.8854401,7.7459665,173.9914309
4.0,12000.0,2000.0,9.0007606,9.9676356,8.3245393,6.4536658,178.2436434
4.0,12000.0,2000.0,7.5128382,13.3308177,8.2643492,6.5063942,121.3712797
2.0,20000.0,0.0,12.3708643,32.9792994,62.018334,61.1096336,157.3598386
2.0,20000.0,0.0,14.4414198,17.2150567,39.7261645,21.9734713,160.6246431
2.0,20000.0,0.0,14.7047143,13.3767466,51.7188444,49.933529,170.7263102
3.0,20000.0,0.0,12.5647305,48.1105673,59.7315858,79.2752465,197.4988881
3.0,20000.0,0.0,12.4216467,50.950419,78.0045148,25.0453466,190.5697019
3.0,20000.0,0.0,11.0843551,39.4534129,68.8194702,74.9529009,64.1917131
4.0,20000.0,0.0,18.4056725,54.560678,107.2573323,24.6291563,56.5076381
4.0,20000.0,0.0,11.464901,52.2677141,23.4455735,25.3049949,90.7535226
4.0,20000.0,0.0,12.7366403,41.5939819,106.0742281,99.538819,62.8083428
2.0,24000.0,4000.0,19.8846947,51.1939434,73.7582333,40.9310847,89.611008
2.0,24000.0,4000.0,15.7322888,37.0055083,13.655879,10.222791,90.9462376
2.0,24000.0,4000.0,19.9946782,18.0512762,16.1316081,12.3376098,98.8067142
3.0,24000.0,4000.0,20.6599066,77.0956983,75.4781093,50.5314859,112.5989096
3.0,24000.0,4000.0,20.7741621,22.8447777,52.5552481,56.7551745,120.5472414
3.0,24000.0,4000.0,16.6678338,78.4844649,26.1544196,16.779004,143.0010801
4.0,24000.0,4000.0,17.772355,67.4309045,62.9777352,17.4885157,205.8361583
4.0,24000.0,4000.0,16.751198,166.6160854,135.772758,28.1510852,163.1862281
4.0,24000.0,4000.0,22.6646838,22.5167085,30.552383,17.7982295,172.6529496
2.0,30000.0,0.0,16.8631272,68.9995702,29.4660914,31.7913925,113.3218358
2.0,30000.0,0.0,17.758871,81.9744666,34.3590953,36.8588824,108.6280865
2.0,30000.0,0.0,17.8395116,52.8992829,39.5823002,39.3739652,119.5815615
3.0,30000.0,0.0,26.9590874,121.7370446,42.2478371,40.0215708,117.3325979
3.0,30000.0,0.0,20.9188567,87.8529113,48.3358257,58.6574114,110.2741296
3.0,30000.0,0.0,26.032556,113.809057,49.6760555,55.6731919,124.7395204
4.0,30000.0,0.0,22.811606,184.9236539,59.8010776,52.4276757,107.6486913
4.0,30000.0,0.0,19.7990333,170.660542,57.169601,54.6479534,116.5704223
4.0,30000.0,0.0,21.2913253,91.8493111,52.2297447,105.9541174,142.6034427
2.0,36000.0,6000.0,32.2115249,88.664871,31.7932694,22.8106023,205.7594371
2.0,36000.0,6000.0,29.9194531,83.2793911,31.5788723,23.0210795,171.1165398
2.0,36000.0,6000.0,37.1066354,64.6330222,38.8201226,31.9891489,181.8940766
