wareh,capacity,buffer,QMKOPT,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,OPT,RND
2.0,20.0,0.0,1370.0,1370.0,1370.0,1370.0,1370.0,1370.0,1370.0,1456.0,1456.0,1370.0,1525.0
2.0,20.0,0.0,1323.0,1323.0,1323.0,1317.0,1323.0,1323.0,1340.0,1428.0,1428.0,1317.0,1523.0
2.0,20.0,0.0,1259.0,1259.0,1259.0,1259.0,1259.0,1259.0,1290.0,1386.0,1386.0,1259.0,1502.0
3.0,20.0,0.0,1624.0,1624.0,1632.0,1639.0,1624.0,1624.0,1637.0,1750.0,1750.0,1619.0,1813.0
3.0,20.0,0.0,1624.0,1624.0,1632.0,1639.0,1624.0,1624.0,1637.0,1750.0,1750.0,1619.0,1801.0
3.0,20.0,0.0,1561.0,1561.0,1568.0,1628.0,1573.0,1568.0,1573.0,1730.0,1730.0,1559.0,1810.0
2.0,24.0,4.0,1206.0,1206.0,1206.0,1206.0,0.0,0.0,1237.0,1206.0,1247.0,1206.0,1426.0
2.0,24.0,4.0,1181.0,1181.0,1181.0,1181.0,0.0,0.0,1190.0,1181.0,1200.0,1177.0,1442.0
2.0,24.0,4.0,1151.0,1151.0,1151.0,1159.0,0.0,0.0,1159.0,1151.0,1172.0,1147.0,1369.0
3.0,24.0,4.0,1472.0,1472.0,1512.0,1496.0,0.0,0.0,1530.0,1521.0,1568.0,1462.0,1689.0
3.0,24.0,4.0,1429.0,1442.0,1452.0,1491.0,0.0,0.0,1465.0,1503.0,1508.0,1415.0,1682.0
3.0,24.0,4.0,1372.0,1380.0,1383.0,1380.0,0.0,0.0,1383.0,1467.0,1444.0,1361.0,1688.0
