wareh,capacity,buffer,CHI,CHILOC,GS,BS,RND
2.0,1000.0,0.0,137715.0,137734.0,137967.0,137967.0,154911.0
2.0,1000.0,0.0,131884.0,131915.0,132216.0,132216.0,154377.0
2.0,1000.0,0.0,126272.0,126280.0,126617.0,126617.0,153218.0
3.0,1000.0,0.0,165466.0,165644.0,166019.0,166019.0,186258.0
3.0,1000.0,0.0,160685.0,160794.0,167727.0,167727.0,185958.0
3.0,1000.0,0.0,155739.0,155746.0,169416.0,169416.0,184918.0
4.0,1000.0,0.0,185262.0,186193.0,185771.0,185771.0,206168.0
4.0,1000.0,0.0,180924.0,181342.0,183615.0,183615.0,205852.0
4.0,1000.0,0.0,176313.0,176577.0,178893.0,178893.0,204763.0
2.0,1050.0,50.0,133637.0,133639.0,133637.0,133739.0,152610.0
2.0,1050.0,50.0,127876.0,127922.0,127876.0,127951.0,152030.0
2.0,1050.0,50.0,122408.0,122431.0,122421.0,122508.0,150325.0
3.0,1050.0,50.0,161459.0,162814.0,161760.0,162186.0,183109.0
3.0,1050.0,50.0,156690.0,157422.0,160143.0,157327.0,182875.0
3.0,1050.0,50.0,151575.0,153061.0,158578.0,152091.0,182009.0
4.0,1050.0,50.0,181265.0,182351.0,181417.0,182164.0,202790.0
4.0,1050.0,50.0,176989.0,178597.0,179396.0,177726.0,202568.0
4.0,1050.0,50.0,172429.0,174213.0,174527.0,173133.0,201811.0
2.0,1100.0,100.0,129473.0,129530.0,129486.0,129621.0,149822.0
2.0,1100.0,100.0,124051.0,124050.0,124042.0,124125.0,149160.0
2.0,1100.0,100.0,118743.0,118786.0,118732.0,118800.0,147467.0
3.0,1100.0,100.0,157555.0,158407.0,157611.0,158613.0,179954.0
3.0,1100.0,100.0,152889.0,154840.0,156719.0,153670.0,179721.0
3.0,1100.0,100.0,147852.0,150570.0,160273.0,148272.0,178932.0
4.0,1100.0,100.0,177763.0,178238.0,177921.0,179170.0,199465.0
4.0,1100.0,100.0,173479.0,176212.0,174628.0,174521.0,199086.0
4.0,1100.0,100.0,168742.0,172671.0,169248.0,169811.0,198815.0
2.0,1150.0,150.0,125532.0,125546.0,125532.0,125577.0,146936.0
2.0,1150.0,150.0,120409.0,120412.0,120409.0,120445.0,146493.0
2.0,1150.0,150.0,115375.0,115352.0,115379.0,115407.0,144221.0
3.0,1150.0,150.0,153973.0,154408.0,154089.0,155033.0,177045.0
3.0,1150.0,150.0,149278.0,150819.0,153255.0,149743.0,176619.0
3.0,1150.0,150.0,144247.0,146401.0,156199.0,144431.0,175901.0
4.0,1150.0,150.0,174515.0,174015.0,174513.0,175778.0,196251.0
4.0,1150.0,150.0,170110.0,171877.0,170301.0,171220.0,196031.0
4.0,1150.0,150.0,165304.0,168048.0,165635.0,166303.0,195531.0
2.0,1200.0,200.0,121720.0,121719.0,121740.0,121788.0,144194.0
2.0,1200.0,200.0,116855.0,116886.0,116856.0,116904.0,143674.0
2.0,1200.0,200.0,112288.0,112307.0,112308.0,112345.0,140792.0
3.0,1200.0,200.0,150847.0,150050.0,151026.0,151497.0,173676.0
3.0,1200.0,200.0,146114.0,146821.0,150371.0,146210.0,173692.0
3.0,1200.0,200.0,140984.0,142488.0,149806.0,140740.0,172264.0
4.0,1200.0,200.0,171644.0,169502.0,171576.0,172581.0,192968.0
4.0,1200.0,200.0,167138.0,167569.0,167323.0,167892.0,192831.0
4.0,1200.0,200.0,162240.0,163585.0,162283.0,162820.0,191911.0
