wareh,capacity,buffer,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,RND
2.0,100.0,0.0,13743.0,13743.0,13743.0,13945.0,13743.0,13743.0,13959.0,13959.0,15496.0
2.0,100.0,0.0,13154.0,13125.0,13154.0,13862.0,13154.0,13154.0,13385.0,13385.0,15465.0
2.0,100.0,0.0,12591.0,12568.0,12568.0,13025.0,12591.0,12591.0,12865.0,12865.0,15350.0
3.0,100.0,0.0,16439.0,16439.0,16540.0,17436.0,16457.0,16490.0,16836.0,16836.0,18660.0
3.0,100.0,0.0,16926.0,15941.0,16362.0,16922.0,16926.0,15960.0,16584.0,16584.0,18552.0
3.0,100.0,0.0,15798.0,15560.0,15558.0,16516.0,15798.0,15541.0,16248.0,16248.0,18485.0
4.0,100.0,0.0,18576.0,18596.0,18586.0,19097.0,18560.0,18588.0,19038.0,19038.0,20633.0
4.0,100.0,0.0,18032.0,18037.0,18352.0,19074.0,18053.0,18041.0,18617.0,18617.0,20595.0
4.0,100.0,0.0,17626.0,17613.0,17939.0,18556.0,17632.0,17620.0,18318.0,18318.0,20526.0
2.0,120.0,20.0,12135.0,12135.0,12135.0,0.0,0.0,12163.0,12135.0,12213.0,14554.0
2.0,120.0,20.0,12620.0,11662.0,11662.0,0.0,0.0,11676.0,11662.0,11715.0,14354.0
2.0,120.0,20.0,13035.0,11176.0,11176.0,0.0,0.0,11220.0,11176.0,11232.0,14080.0
3.0,120.0,20.0,14983.0,15059.0,15096.0,0.0,0.0,15055.0,15259.0,15238.0,17444.0
3.0,120.0,20.0,14484.0,14603.0,14718.0,0.0,0.0,14603.0,14663.0,14686.0,17390.0
3.0,120.0,20.0,14208.0,14090.0,14314.0,0.0,0.0,14090.0,14383.0,14136.0,17206.0
4.0,120.0,20.0,16992.0,17152.0,17008.0,0.0,0.0,17163.0,17104.0,17453.0,19359.0
4.0,120.0,20.0,17037.0,16666.0,17026.0,0.0,0.0,16706.0,17008.0,16940.0,19117.0
4.0,120.0,20.0,17066.0,16185.0,16569.0,0.0,0.0,16190.0,16365.0,16384.0,19220.0
2.0,200.0,0.0,13766.0,13776.0,13742.0,15012.0,13767.0,13778.0,13898.0,13898.0,15464.0
2.0,200.0,0.0,13214.0,13187.0,13218.0,14757.0,13187.0,13202.0,13323.0,13323.0,15412.0
2.0,200.0,0.0,12630.0,12607.0,12618.0,14242.0,12633.0,12611.0,12782.0,12782.0,15256.0
3.0,200.0,0.0,16466.0,16474.0,16470.0,17918.0,16466.0,16483.0,16678.0,16678.0,18533.0
3.0,200.0,0.0,16721.0,16043.0,16357.0,17781.0,16729.0,16040.0,16398.0,16398.0,18519.0
3.0,200.0,0.0,15803.0,15523.0,15542.0,17421.0,15805.0,15520.0,15782.0,15782.0,18371.0
4.0,200.0,0.0,18485.0,18496.0,18617.0,19814.0,18537.0,18485.0,18734.0,18734.0,20494.0
4.0,200.0,0.0,18114.0,18068.0,18211.0,19631.0,18100.0,18043.0,18798.0,18798.0,20500.0
4.0,200.0,0.0,17642.0,17644.0,17804.0,19337.0,17660.0,17656.0,18877.0,18877.0,20434.0
2.0,240.0,40.0,12160.0,12134.0,12174.0,0.0,0.0,12149.0,12167.0,12164.0,14428.0
2.0,240.0,40.0,12643.0,11659.0,11666.0,0.0,0.0,11664.0,11662.0,11679.0,14372.0
