wareh,capacity,buffer,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,1000.0,0.0,0.29672969621822687,0.2935394709650754,0.2979373320934078,0.15847153337466424,0.02387502583178347,0.02387502583178347,0.0
2.0,1000.0,0.0,0.29991535663287394,0.30215743666285444,0.3024546576466559,0.14170979601594658,0.043090581325476385,0.043090581325476385,0.0
2.0,1000.0,0.0,0.2958573696485852,0.29774543173904233,0.2978107626072243,0.11969268359607232,0.05998027007780904,0.05998027007780904,0.0
3.0,1000.0,0.0,0.3989143287111684,0.395866924647963,0.39607653445125224,0.2207674943566591,0.030850263355906682,0.030850263355906682,0.0
3.0,1000.0,0.0,0.3986622361303782,0.39659214332569814,0.40008172833930167,0.23697454592379907,0.022249465001989432,0.022249465001989432,0.0
3.0,1000.0,0.0,0.3991313707143205,0.3959132236098416,0.3958158678991178,0.23188507699214123,0.0028070896592009564,0.0028070896592009564,0.0
2.0,1200.0,200.0,0.26488920865300136,0.28257154914182536,0.28257154914182536,0.25265823135087273,0.12742907347579746,0.055682769403186394,0.0
2.0,1200.0,200.0,0.26367500522611664,0.2800641070308689,0.2800641070308689,0.22986551459828586,0.14104243606717304,0.07639885722249318,0.0
2.0,1200.0,200.0,0.2512945087259477,0.2686043455716792,0.26854752214337974,0.20477032680574203,0.15215893512895362,0.09608131432589662,0.0
3.0,1200.0,200.0,0.36485520200214516,0.38295639337077747,0.38483628772763445,0.295229912233153,0.11472545469223938,0.024680821617631743,0.0
3.0,1200.0,200.0,0.36538683469510225,0.3851786456169506,0.38508055209343117,0.2740733047131053,0.11734870516548956,0.0458846881779994,0.0
3.0,1200.0,200.0,0.3643131284479615,0.3816216779452031,0.3853265179713685,0.26537074449918086,0.11732765257862654,0.06694182822277661,0.0
2.0,2000.0,0.0,0.2840818907392233,0.29002432462077465,0.28842419041597034,0.1720337834786143,0.02284062534277065,0.02284062534277065,0.0
2.0,2000.0,0.0,0.2864859963209576,0.29023628779438815,0.29050832966292717,0.16963105940876233,0.04094877840246647,0.04094877840246647,0.0
2.0,2000.0,0.0,0.2850416019018013,0.28812419179978843,0.2881437845321908,0.15545526979192514,0.06105748507686881,0.06105748507686881,0.0
3.0,2000.0,0.0,0.38640182525835454,0.3886082405046303,0.3873037176217957,0.21817742584887934,0.031780968997449976,0.031780968997449976,0.0
3.0,2000.0,0.0,0.38660483511287125,0.3883781038920563,0.388818734315975,0.2139851797718394,0.027818825666184877,0.027818825666184877,0.0
3.0,2000.0,0.0,0.3802905192166357,0.3881803640136613,0.3880020319052354,0.21430115429510177,0.020691928580692576,0.020691928580692576,0.0
2.0,2400.0,400.0,0.25723759812812386,0.28214518116493836,0.28214518116493836,0.24677752087169613,0.12290417710828361,0.06253201711271406,0.0
