wareh,capacity,buffer,QMKOPT,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,OPT,RND
2.0,20.0,0.0,0.10376134889753563,0.10376134889753563,0.10376134889753563,0.10376134889753563,0.10376134889753563,0.10376134889753563,0.10376134889753563,0.0479896238651103,0.0479896238651103,0.10376134889753563,0.0
2.0,20.0,0.0,0.13181818181818183,0.13181818181818183,0.13181818181818183,0.12727272727272732,0.13181818181818183,0.13181818181818183,0.13181818181818183,0.06688311688311688,0.06688311688311688,0.13181818181818183,0.0
2.0,20.0,0.0,0.1509558338826632,0.1509558338826632,0.1509558338826632,0.1509558338826632,0.1509558338826632,0.1509558338826632,0.1509558338826632,0.06921555702043503,0.06921555702043503,0.1509558338826632,0.0
3.0,20.0,0.0,0.09497515184980676,0.09497515184980676,0.0927664273881833,0.05742683600220877,0.09497515184980676,0.09497515184980676,0.0933186085035892,0.02374378796245169,0.02374378796245169,0.0971838763114301,0.0
3.0,20.0,0.0,0.10583742498636117,0.10583742498636117,0.10365521003818878,0.06873977086743044,0.10583742498636117,0.10583742498636117,0.10420076377523191,0.03546099290780147,0.03546099290780147,0.10801963993453356,0.0
3.0,20.0,0.0,0.13907284768211925,0.10485651214128033,0.13907284768211925,0.05905077262693159,0.13907284768211925,0.10154525386313462,0.13631346578366443,0.03918322295805743,0.03918322295805743,0.13907284768211925,0.0
2.0,24.0,4.0,0.13703443429374562,0.13703443429374562,0.13703443429374562,0.13281799016163032,0.0,0.0,0.13703443429374562,0.13703443429374562,0.12157413914265636,0.13703443429374562,0.0
2.0,24.0,4.0,0.17258176757132915,0.17258176757132915,0.17258176757132915,0.17258176757132915,0.0,0.0,0.17258176757132915,0.17258176757132915,0.1544885177453027,0.17258176757132915,0.0
2.0,24.0,4.0,0.17450142450142447,0.17450142450142447,0.17450142450142447,0.17450142450142447,0.0,0.0,0.1766381766381766,0.17450142450142447,0.16096866096866091,0.1766381766381766,0.0
3.0,24.0,4.0,0.12105263157894741,0.12105263157894741,0.11871345029239766,0.10877192982456141,0.0,0.0,0.11871345029239766,0.1058479532163743,0.07192982456140351,0.13391812865497077,0.0
3.0,24.0,4.0,0.1536197763390229,0.10182460270747495,0.140670982931136,0.0918187168922896,0.0,0.0,0.140670982931136,0.10947616244849911,0.10947616244849911,0.15950559152442612,0.0
3.0,24.0,4.0,0.17706476530005943,0.16399286987522277,0.172311348781937,0.12299465240641716,0.0,0.0,0.16815210932857994,0.12537136066547827,0.14141414141414144,0.1871657754010695,0.0
