wareh,capacity,buffer,QMK,CHIM,CHI,KLQ,GP,GS,BS,RND
2.0,5000.0,0.0,90.54936697,1.105869008,1.265107268,86.720800133,26.591832648,0.826994409,0.823512547,0.613878297
2.0,5000.0,0.0,96.329202449,1.202718856,1.421539294,93.449422219,27.126075101,0.731206952,0.749592205,0.895513569
2.0,5000.0,0.0,98.779627669,1.052190457,1.183888474,96.739641973,25.601965555,0.759296884,0.751148412,0.630919082
3.0,5000.0,0.0,136.152406134,1.220439024,1.43356685,143.06219203,26.981040858,0.881116566,1.374406797,0.700516818
3.0,5000.0,0.0,163.246374289,1.412097667,1.928341087,162.027020404,26.164027277,0.787068068,1.188108891,0.608884852
3.0,5000.0,0.0,151.176451322,1.108002497,1.329028529,151.298878948,26.570393426,0.785416738,1.157655843,0.65911771
4.0,5000.0,0.0,307.070239226,1.277301795,1.643538978,308.402520549,26.095097061,1.024765644,0.989192187,1.157933707
4.0,5000.0,0.0,317.30286313,1.26510592,1.572376573,321.443734736,25.663927313,1.064483361,1.067171004,1.201924287
4.0,5000.0,0.0,239.427379396,1.067570858,1.652752611,237.955970719,26.35934041,0.97883488,0.952385514,1.243202338
2.0,5500.0,500.0,97.53531937,1.303947333,2.346908263,0.0,25.666361454,0.697364882,0.65769279,0.968997816
2.0,5500.0,500.0,112.876890646,1.112516512,1.428857197,0.0,25.722184079,0.675369897,0.649965493,1.210301367
2.0,5500.0,500.0,90.076801864,1.159969715,1.499428436,0.0,25.893365751,0.708979449,0.708476675,1.452313764
3.0,5500.0,500.0,178.832091847,1.216067434,1.67505448,0.0,26.062919579,0.812061761,1.143005379,1.359690022
3.0,5500.0,500.0,138.378339807,1.203380384,1.703150473,0.0,26.291211598,0.783680823,1.095256694,1.29376079
3.0,5500.0,500.0,142.127808834,1.332541917,1.813473788,0.0,25.754701258,0.928494406,1.285288903,1.323343638
4.0,5500.0,500.0,270.847801246,1.165227206,2.437147356,0.0,25.954918104,0.908540793,0.759784482,2.573658027
4.0,5500.0,500.0,236.604218694,1.213598142,2.340067416,0.0,26.924758269,0.975896561,0.823234879,2.543782668
4.0,5500.0,500.0,240.852237159,1.213639162,2.157859966,0.0,25.935625343,1.069944948,0.864012951,2.677078284
2.0,6000.0,1000.0,87.492712276,1.140554925,2.415759882,0.0,25.886637639,0.718933081,0.679814915,1.073692106
2.0,6000.0,1000.0,87.670068754,1.301844952,1.839978189,0.0,25.775367589,0.697535598,0.647621714,1.462165784
2.0,6000.0,1000.0,93.551302281,1.266637631,1.768489729,0.0,25.995870273,0.6461205,0.611744149,1.472383898
3.0,6000.0,1000.0,148.680718262,1.282551201,1.93710084,0.0,25.820190803,1.343955551,1.17239458,1.370589517
3.0,6000.0,1000.0,153.326311857,1.18470718,1.689600047,0.0,26.565024307,0.827804287,1.148929543,1.307339286
3.0,6000.0,1000.0,143.943136935,1.345763981,1.840975742,0.0,25.788568642,0.785975456,1.067740994,1.362813137
4.0,6000.0,1000.0,284.628148066,1.293391174,2.781093659,0.0,26.812306553,1.13050462,0.946127671,2.830034031
4.0,6000.0,1000.0,331.639261779,1.215295308,2.352602471,0.0,26.347842755,0.934138476,0.752469404,2.789275075
4.0,6000.0,1000.0,290.438276654,1.491250825,2.809809414,0.0,26.235459943,0.999235949,0.911596423,2.743467781
2.0,6000.0,0.0,106.535939515,1.07260738,1.255814234,106.800179642,75.872255619,0.730944583,0.710345289,1.101796585
2.0,6000.0,0.0,105.460829658,1.160436833,1.471182597,112.021959171,74.907308694,0.753238908,1.142626557,0.770446747
2.0,6000.0,0.0,108.2700204,1.224927903,1.626109494,109.861834313,74.948105302,0.74063108,1.104083016,0.821129991
3.0,6000.0,0.0,209.885877641,1.218751004,1.667886892,208.921624181,75.708401522,0.81802539,1.038546434,0.881746534
3.0,6000.0,0.0,196.296647902,1.167994654,1.57827898,202.196909551,76.593134553,0.819087035,1.057731461,0.964387307
3.0,6000.0,0.0,191.773109183,1.390213283,1.715171732,187.225106828,76.192205703,0.839600067,0.891729902,1.257142029
4.0,6000.0,0.0,366.764103883,1.322404632,2.302145911,374.424832571,75.697048455,1.156391768,1.366330676,0.763859875
4.0,6000.0,0.0,283.235034187,1.298762571,3.023653543,285.689301009,76.939641245,1.074920516,1.369571761,0.812424741
4.0,6000.0,0.0,240.557182928,1.327650621,2.403129324,246.19398241,75.513233937,1.031140932,1.011388213,1.219227823
2.0,6600.0,600.0,123.238758143,1.189727378,1.834865022,0.0,77.098273406,0.833617603,1.217566278,1.177374321
2.0,6600.0,600.0,134.018659157,1.437288142,2.68811294,0.0,76.170993398,0.730113451,1.076398931,1.160441935
2.0,6600.0,600.0,111.304152153,1.332550315,2.105746969,0.0,75.57779096,0.73361087,1.045010404,1.20498328
3.0,6600.0,600.0,186.726393272,1.312054699,1.913123483,0.0,76.186863759,0.885263616,1.159374082,1.48331733
3.0,6600.0,600.0,201.947723521,1.296401906,1.856773727,0.0,76.467514918,0.98218569,0.910853066,1.904246081
3.0,6600.0,600.0,298.747081566,1.418706698,2.120287219,0.0,78.691710051,0.892787318,0.82496991,1.854453876
4.0,6600.0,600.0,425.433203824,1.488971906,2.526272008,0.0,77.169579056,1.397064397,1.017346849,2.785719405
4.0,6600.0,600.0,360.620014839,1.430265899,2.417200889,0.0,78.472078767,1.351424883,1.120202988,2.723865081
4.0,6600.0,600.0,299.543073519,1.518689898,2.548252304,0.0,76.689247042,1.351833425,1.040230402,2.256920986
2.0,7200.0,1200.0,123.814903925,1.331747929,1.989030574,0.0,76.785928202,0.844839631,0.730685468,1.592323973
2.0,7200.0,1200.0,108.490993611,1.380393855,2.170057312,0.0,76.26333783,0.858547466,0.764961065,1.734751413
2.0,7200.0,1200.0,123.153202539,1.44556027,2.115126723,0.0,78.199061931,0.807016027,0.742840436,1.723944006
3.0,7200.0,1200.0,381.262057546,1.319749482,1.935356953,0.0,75.238872344,0.993873419,1.316442767,1.543115606
3.0,7200.0,1200.0,190.49092346,1.428729216,2.048697322,0.0,77.213659708,0.92272036,0.813753517,1.936608448
3.0,7200.0,1200.0,192.967278875,1.377418657,1.911756842,0.0,76.21097763,1.015562436,0.91868136,2.061076803
4.0,7200.0,1200.0,814.206050674,1.608890933,2.624646598,0.0,77.030389239,1.473042431,1.400286396,2.671576593
4.0,7200.0,1200.0,286.156450106,1.530720724,3.054225212,0.0,77.9983889,1.481354247,1.12551332,2.579983121
4.0,7200.0,1200.0,336.511970829,1.397347227,2.338818892,0.0,77.68113358,1.496085407,1.198277362,2.571658593
2.0,7000.0,0.0,135.314862052,1.358080856,1.742579105,137.250627185,43.682560911,1.063366117,1.099362855,1.213343895
2.0,7000.0,0.0,135.517663698,1.538285153,1.902114711,139.792103324,42.484559116,0.951458101,0.955005466,1.453048812
2.0,7000.0,0.0,137.491239103,1.412302064,1.737026699,139.707245316,43.503487738,0.923337113,0.923644734,1.416214611
3.0,7000.0,0.0,221.220866936,1.449707578,2.025133774,239.523353671,42.011630395,1.280949129,1.257204259,1.081240551
3.0,7000.0,0.0,214.157499634,1.401304154,1.966796417,210.421073854,42.581590355,1.656708328,1.614495752,0.975786642
3.0,7000.0,0.0,222.702158561,1.493692569,2.121939988,224.921746272,42.559658852,1.49424463,1.47696685,1.033215055
4.0,7000.0,0.0,333.40050061,1.437360097,2.732543038,327.336982998,41.817747717,1.613207109,1.636236885,0.934894193
4.0,7000.0,0.0,352.600886533,1.513082793,2.454992619,361.549455925,42.365472972,1.719137434,1.730586305,1.004171027
4.0,7000.0,0.0,354.136349854,1.508223724,2.383991012,343.514911176,41.709339498,1.583048904,1.608543818,1.048891373
2.0,7700.0,700.0,136.124628019,1.657867426,2.215261033,0.0,42.331498759,1.107771075,0.990239533,1.915049638
2.0,7700.0,700.0,146.616169289,1.507381278,2.491952624,0.0,41.802037069,1.013776621,0.950408414,1.767605933
2.0,7700.0,700.0,138.711895569,1.588896024,2.202338177,0.0,42.101696895,0.96759493,0.868603682,1.892516091
3.0,7700.0,700.0,235.444057663,1.480856044,2.13153566,0.0,42.263400908,1.454361857,1.160396427,1.944039735
3.0,7700.0,700.0,218.860698293,1.692108867,2.330489882,0.0,41.760948972,1.522177251,1.275005027,1.947444918
3.0,7700.0,700.0,275.169666896,1.545926699,2.306994714,0.0,42.261723296,1.474151763,1.207407722,2.000275339
4.0,7700.0,700.0,367.377650817,1.688599697,2.998847963,0.0,43.170459592,1.712460087,1.515055956,2.799032381
4.0,7700.0,700.0,1734.549632305,1.786262722,2.940585554,0.0,42.698787469,1.747399594,1.56170814,2.789245982
4.0,7700.0,700.0,1474.031061879,1.895899427,3.336634794,0.0,42.132479542,1.686560212,1.493523411,2.533493485
2.0,8400.0,1400.0,137.24243304,1.497272373,3.02824753,0.0,42.962581379,1.297738855,0.977817952,2.048014848
2.0,8400.0,1400.0,144.393925265,1.608534182,2.63592184,0.0,42.422183594,1.31894017,0.966616715,2.077335145
2.0,8400.0,1400.0,151.344098067,1.685864318,2.67339955,0.0,41.879122148,1.364747846,1.021802619,2.096173714
3.0,8400.0,1400.0,248.42929628,1.547395502,2.369794548,0.0,42.611499342,1.603505998,1.254086369,1.976774313
3.0,8400.0,1400.0,304.95667803,1.652211254,2.496828467,0.0,42.385941628,1.569176256,1.269758173,1.957305266
3.0,8400.0,1400.0,285.948942671,1.613335446,2.420084126,0.0,42.428932613,1.540717897,1.222282373,2.126432394
4.0,8400.0,1400.0,362.449916949,1.808586517,9.584128168,0.0,41.85002085,1.646190988,1.382298583,2.786171099
4.0,8400.0,1400.0,337.976375947,1.73541338,2.843211352,0.0,42.417275653,1.742366149,1.510659572,2.782221508
4.0,8400.0,1400.0,313.421734542,1.762562841,2.875689475,0.0,42.144233985,1.717443804,1.445669184,2.704383713
2.0,8000.0,0.0,156.601833115,1.679987364,2.358133226,166.169508145,124.210096865,1.378986207,1.371400409,1.34690841
2.0,8000.0,0.0,169.414794472,1.457471318,2.015306851,165.27139603,118.220755607,1.37259544,1.378313754,1.370374236
2.0,8000.0,0.0,173.527816018,1.742545902,2.370203393,176.483114183,124.0499394,1.350407982,1.311843311,1.478621637
3.0,8000.0,0.0,249.24021913,1.78029336,3.003378464,273.405506041,119.224943577,1.757328968,1.759910761,1.18724799
3.0,8000.0,0.0,259.385157824,1.545100968,2.478901435,260.917489776,125.33065305,2.010883893,1.911989811,1.306643208
3.0,8000.0,0.0,297.944411573,1.642763215,2.56409478,296.257510151,126.847387947,1.814728378,1.817253827,1.309338127
4.0,8000.0,0.0,373.822940573,1.744780172,3.372675243,380.61519204,120.050219847,2.132580044,1.943420604,1.119485328
4.0,8000.0,0.0,373.667791604,1.656601465,2.900436133,359.897923153,123.372701641,2.15631287,2.155774495,1.298248796
4.0,8000.0,0.0,378.51387145,1.788986112,3.551516888,379.214380831,120.489770148,1.908479134,1.992290378,1.304047469
2.0,8800.0,800.0,174.767556809,1.932732602,3.761946534,0.0,119.732750844,1.382793953,1.29850078,1.722526147
2.0,8800.0,800.0,164.562700726,1.72625742,2.547289728,0.0,120.474084321,1.474876961,1.309757486,1.906130912
2.0,8800.0,800.0,175.511139483,1.953544856,2.980057457,0.0,119.573322173,1.408511074,1.330693353,1.910543229
3.0,8800.0,800.0,263.405332153,1.840454398,2.672895979,0.0,123.061934549,1.711348261,1.387017204,2.133031997
3.0,8800.0,800.0,274.002733908,2.098183129,3.019169062,0.0,119.330404275,1.759245234,1.608221087,1.992331605
3.0,8800.0,800.0,267.365688857,1.896475507,2.753857226,0.0,134.418912533,1.933522954,1.753408498,2.113018992
4.0,8800.0,800.0,449.093227222,2.303036801,3.312823974,0.0,124.102033725,2.036597437,1.69936358,3.170379611
4.0,8800.0,800.0,1205.835418391,2.117344918,3.497468612,0.0,122.720419098,1.942990033,1.654737616,3.064727994
4.0,8800.0,800.0,402.839660139,2.002683936,3.306931752,0.0,123.252514698,1.950149707,1.655835328,3.07230741
2.0,9600.0,1600.0,164.569467078,1.723584414,2.763687851,0.0,123.67429518,1.418979795,1.047786458,2.333587585
2.0,9600.0,1600.0,161.182396011,1.766139429,2.829465476,0.0,122.613346488,1.437221356,1.069589258,2.291510446
2.0,9600.0,1600.0,168.814154153,1.921737007,3.800472642,0.0,119.929921635,1.496491708,1.182819902,2.119381895
3.0,9600.0,1600.0,277.244946253,2.075606819,2.594479599,0.0,124.301056031,1.85001419,1.433415031,2.470074886
3.0,9600.0,1600.0,272.556867193,2.227826501,2.847981013,0.0,119.643581067,1.706109302,1.329024453,2.457386226
3.0,9600.0,1600.0,288.322545479,2.269906048,2.847523592,0.0,123.575726341,2.058474261,1.767033384,2.255647583
4.0,9600.0,1600.0,381.512608154,2.206037444,12.345058075,0.0,126.825325637,2.207454921,1.775245777,3.3068024
4.0,9600.0,1600.0,428.015317359,2.165610519,7.25388106,0.0,123.612443133,2.203445372,1.784994487,3.274267539
4.0,9600.0,1600.0,388.684155338,2.131354541,3.453474342,0.0,124.491243458,2.021348004,1.64788357,3.045535326
2.0,9000.0,0.0,194.208191293,2.104434029,2.537056886,197.57161227,176.103353587,1.558599307,1.582069256,1.562605999
2.0,9000.0,0.0,196.076060556,1.816724417,2.406057934,190.851515769,179.662055526,1.61281576,1.591226259,1.689448633
2.0,9000.0,0.0,197.577423449,1.905103904,2.288543355,190.958649744,175.17841301,1.435283947,1.471390499,1.801254678
3.0,9000.0,0.0,298.680873892,1.843680898,2.861047438,298.844402932,176.595070191,1.963366954,1.988234953,1.410088854
3.0,9000.0,0.0,309.859564548,1.736522487,2.753136766,322.746123536,178.54234939,2.034277247,2.071125889,1.501298902
3.0,9000.0,0.0,329.359164069,1.903816081,3.021120695,320.314085473,176.065641422,2.13089777,2.145250339,1.635197705
4.0,9000.0,0.0,500.636968988,1.984484567,3.832728371,502.958162877,175.337856962,2.24608522,2.249079632,1.428290447
4.0,9000.0,0.0,427.604364675,1.902101329,3.422347202,417.559605837,175.940631366,2.339911522,2.361380536,1.542073589
4.0,9000.0,0.0,412.464183552,2.147095109,3.858802066,406.18660535,176.992737336,2.343751196,2.354290451,1.617884855
2.0,9900.0,900.0,195.256239149,2.415169717,3.37430528,0.0,177.449256699,1.519700571,1.379541095,2.074114364
2.0,9900.0,900.0,202.553687019,2.110457226,3.094490122,0.0,175.050593197,1.49519047,1.425293094,2.238523357
2.0,9900.0,900.0,190.860461213,2.284353702,3.447928213,0.0,194.060529619,1.935462127,2.056137351,2.99100606
3.0,9900.0,900.0,392.042554975,2.285123879,3.282927832,0.0,192.580999395,2.212523222,2.088845001,2.467060464
3.0,9900.0,900.0,345.733918276,2.333924041,4.12188135,0.0,180.675072159,2.571840858,2.281649807,2.576421013
3.0,9900.0,900.0,334.85953254,2.592059886,5.155067238,0.0,184.197611073,2.046526988,2.072159614,2.629857469
4.0,9900.0,900.0,469.216560536,2.63100566,4.018954983,0.0,180.387086396,2.699435922,2.268401921,3.846191484
