wareh,capacity,buffer,CHIM,CHI,GS,BS,RND
2.0,10000.0,0.0,10.5575908,13.7374431,11.3012379,10.9513268,25.7403485
2.0,10000.0,0.0,10.7595025,29.9121713,9.4145933,9.348564,16.5234062
2.0,10000.0,0.0,10.4120869,41.696028,9.3731953,9.886178,1.8442282
3.0,10000.0,0.0,12.3183769,17.1547143,10.0694432,10.4271997,1.9496319
3.0,10000.0,0.0,10.0517674,53.0711453,10.2475094,10.4940038,2.0360977
3.0,10000.0,0.0,11.4503879,18.311145,10.085758,11.5609785,2.0531529
4.0,10000.0,0.0,10.3685157,19.1283725,11.1346807,11.2162768,2.1162626
4.0,10000.0,0.0,10.6317638,30.6257495,12.8064339,11.3460129,2.2124196
4.0,10000.0,0.0,10.0974636,19.4016463,11.2952326,11.2108312,2.675198
2.0,11000.0,1000.0,11.5100453,65.984126,9.5042051,9.3589467,5.8666014
2.0,11000.0,1000.0,10.9978082,20.9334632,9.5959347,9.3051387,4.813634
2.0,11000.0,1000.0,11.8880719,21.9908847,9.5527742,9.679853,5.2537933
3.0,11000.0,1000.0,12.1505186,62.5958972,11.0219824,9.9164873,24.6480454
3.0,11000.0,1000.0,11.1532736,41.7471848,10.1590666,9.8550423,9.084428
3.0,11000.0,1000.0,12.062244,24.6849123,10.292504,9.7714126,9.5299367
4.0,11000.0,1000.0,11.6316407,113.5431428,11.2810936,10.1746624,41.6738031
4.0,11000.0,1000.0,11.4179809,35.2320451,11.5893428,12.0191926,49.6702159
4.0,11000.0,1000.0,11.8183069,52.0897544,11.951438,10.4081532,40.3186467
2.0,12000.0,2000.0,11.3122884,17.9087806,9.8038168,9.0822781,28.295311
2.0,12000.0,2000.0,10.9197363,15.9136652,9.7138754,9.1605401,4.9950587
2.0,12000.0,2000.0,11.5444647,21.3530538,9.7569505,10.6951299,4.9417807
3.0,12000.0,2000.0,11.467873,27.2598537,10.2906369,9.7370004,9.1876558
3.0,12000.0,2000.0,12.4894618,25.702196,10.6355951,10.0241147,9.1430326
3.0,12000.0,2000.0,11.1630943,29.8215963,11.6060606,10.4577759,9.6601
4.0,12000.0,2000.0,11.2309713,55.3075459,12.8304303,10.2581312,40.9313703
4.0,12000.0,2000.0,11.321915,35.1969284,11.6018563,10.3719656,36.7044572
4.0,12000.0,2000.0,12.4625345,71.8047553,12.6887126,11.3080719,36.982188
2.0,15000.0,0.0,16.9095297,66.9005424,13.1711154,13.3902653,4.2874186
2.0,15000.0,0.0,14.6470358,55.9438414,13.9018037,13.8652639,2.5496394
2.0,15000.0,0.0,15.4417669,59.2363376,15.3106055,15.3493946,4.3423285
3.0,15000.0,0.0,15.3331789,100.2018681,15.1044161,15.7789265,4.6206086
