wareh,capacity,buffer,CHIM,CHI,GS,BS,RND
2.0,10000.0,0.0,1.231669e6,1.222476e6,1.483604e6,1.483604e6,1.550979e6
2.0,10000.0,0.0,1.2217e6,1.211794e6,1.442737e6,1.442737e6,1.546505e6
2.0,10000.0,0.0,1.2083e6,1.193453e6,1.394255e6,1.394255e6,1.532912e6
3.0,10000.0,0.0,1.325577e6,1.319984e6,1.770703e6,1.770703e6,1.865716e6
3.0,10000.0,0.0,1.319403e6,1.312488e6,1.731577e6,1.731577e6,1.862468e6
3.0,10000.0,0.0,1.308332e6,1.300681e6,1.689007e6,1.689007e6,1.852399e6
4.0,10000.0,0.0,1.381504e6,1.375178e6,1.963468e6,1.963468e6,2.064901e6
4.0,10000.0,0.0,1.370579e6,1.365927e6,1.948003e6,1.948003e6,2.062414e6
4.0,10000.0,0.0,1.365267e6,1.358445e6,1.896e6,1.896e6,2.05435e6
2.0,11000.0,1000.0,1.161259e6,1.151678e6,1.373752e6,1.404065e6,1.500765e6
2.0,11000.0,1000.0,1.154421e6,1.149251e6,1.33425e6,1.359806e6,1.494027e6
2.0,11000.0,1000.0,1.140152e6,1.136373e6,1.28467e6,1.306806e6,1.474993e6
3.0,11000.0,1000.0,1.262465e6,1.258461e6,1.638923e6,1.697652e6,1.803282e6
3.0,11000.0,1000.0,1.257632e6,1.257144e6,1.599503e6,1.658015e6,1.800427e6
3.0,11000.0,1000.0,1.250945e6,1.24685e6,1.55317e6,1.613386e6,1.791552e6
4.0,11000.0,1000.0,1.325306e6,1.320441e6,1.818691e6,1.8988e6,1.998697e6
4.0,11000.0,1000.0,1.320193e6,1.312664e6,1.802868e6,1.860246e6,1.997085e6
4.0,11000.0,1000.0,1.316312e6,1.307741e6,1.784277e6,1.816535e6,1.990441e6
2.0,12000.0,2000.0,1.122573e6,1.122573e6,1.280601e6,1.321204e6,1.445372e6
2.0,12000.0,2000.0,1.121613e6,1.121613e6,1.238018e6,1.275887e6,1.437091e6
2.0,12000.0,2000.0,1.1131e6,1.111059e6,1.190641e6,1.21765e6,1.410421e6
3.0,12000.0,2000.0,1.220901e6,1.218646e6,1.518791e6,1.626879e6,1.741315e6
3.0,12000.0,2000.0,1.218988e6,1.217416e6,1.502314e6,1.587261e6,1.738311e6
