wareh,capacity,buffer,QMK,CHIM,CHI,KLQ,GP,GS,BS,RND
3.0,4800.0,800.0,69.056077921,1.064814125,1.780021069,0.0,17.295731838,0.903178073,0.580964051,1.131247741
4.0,4800.0,800.0,94.872653832,0.90871822,3.504644163,0.0,17.250293371,1.003747864,0.629196686,1.934499445
4.0,4800.0,800.0,86.183038074,0.931144308,2.871721328,0.0,17.063259446,0.709327703,0.612360687,1.856728308
4.0,4800.0,800.0,131.211966949,1.021271752,2.784487815,0.0,17.188178343,0.627897197,0.548932494,1.738061242
2.0,5000.0,0.0,60.178316445,0.983052706,1.152691182,59.952055568,73.622422941,0.596290297,0.589290248,0.58984274
2.0,5000.0,0.0,58.064515068,1.152358976,1.70377887,61.124964991,74.617225948,0.96214485,0.684452626,0.635616398
2.0,5000.0,0.0,64.155078872,0.953259329,1.290974788,62.608603682,73.731150177,0.963322508,0.691667135,0.624265375
3.0,5000.0,0.0,419.648193711,0.970210408,1.495542209,424.252843546,73.849445203,0.915937777,0.69962087,0.993189152
3.0,5000.0,0.0,161.528683675,1.074702655,1.518341998,165.406899029,74.106378555,0.945410645,0.704844054,1.065922933
3.0,5000.0,0.0,96.449307429,1.02409704,1.324007314,97.299079057,74.111737663,0.942339916,0.692793153,1.055658939
4.0,5000.0,0.0,145.332750504,0.975535612,1.255268197,150.045794687,74.362661717,1.077511688,0.877816713,1.067318211
4.0,5000.0,0.0,122.288789989,1.109388997,1.39203737,121.962406747,74.499598416,1.311904079,1.065207587,1.26039569
4.0,5000.0,0.0,117.705484306,1.175002186,1.415919563,118.937588612,74.685588408,1.060055014,0.870658678,1.098092652
2.0,5500.0,500.0,55.900965595,1.393332662,2.72161221,0.0,74.630403818,0.65782265,0.583283822,0.925277637
2.0,5500.0,500.0,59.471982807,1.199945542,1.716050919,0.0,74.648045343,0.767174233,0.750317189,1.212320149
2.0,5500.0,500.0,63.189560135,1.23563722,1.862929363,0.0,73.562835149,0.74056082,0.712765894,1.404264294
3.0,5500.0,500.0,90.869274719,1.116795692,3.231471201,0.0,75.75169009,0.822404027,1.21699766,1.300944416
3.0,5500.0,500.0,113.234163343,1.244792328,3.05986138,0.0,73.263774618,0.727435149,1.102845604,1.30111053
3.0,5500.0,500.0,110.987002222,1.365555511,2.877926609,0.0,73.655016786,0.722058353,1.039497983,1.345456918
4.0,5500.0,500.0,145.393878688,1.247927311,4.175877779,0.0,73.817714074,0.937082956,0.766569476,2.597941277
4.0,5500.0,500.0,164.283627645,1.185018055,2.608727332,0.0,74.266782297,0.99150952,0.882703173,2.618738162
4.0,5500.0,500.0,199.431154536,1.253383572,3.485369189,0.0,75.626805288,0.869421739,0.733038287,2.537847284
2.0,6000.0,1000.0,60.721752937,1.213600672,1.488642381,0.0,74.102814042,0.642167113,0.582146809,1.426727797
2.0,6000.0,1000.0,60.463368125,1.171624452,1.646863765,0.0,75.286065336,0.740559571,0.572756246,1.256015257
2.0,6000.0,1000.0,75.084076253,1.23229388,1.52876991,0.0,75.585422314,0.84721248,0.817279911,1.634585591
3.0,6000.0,1000.0,90.009886518,1.245997911,2.429452309,0.0,73.918937227,0.751819991,1.057658353,1.607634956
3.0,6000.0,1000.0,95.893482264,1.624630406,2.854956286,0.0,75.473481542,0.889663153,1.395547731,1.514433262
3.0,6000.0,1000.0,106.647652971,1.609434567,3.185189595,0.0,76.093154979,0.848708519,1.300748417,1.402316465
4.0,6000.0,1000.0,132.559752267,1.456007818,5.611874917,0.0,75.170071526,1.003178126,0.818611368,2.893463298
4.0,6000.0,1000.0,138.374391178,1.569498605,4.046788082,0.0,74.855493191,1.148244166,0.715555537,2.607804134
4.0,6000.0,1000.0,125.719932168,1.178110032,3.047641453,0.0,74.990695683,1.29039739,0.865690099,2.741606062
2.0,6000.0,0.0,81.591916117,1.733991641,1.598939285,83.880028381,59.074812449,0.876671938,0.828207982,1.037018835
2.0,6000.0,0.0,86.587152895,1.273424503,1.457560192,88.917052085,59.578174078,0.823684581,0.792173627,1.477753581
2.0,6000.0,0.0,128.03371805,1.151572708,3.093152305,128.836254936,58.894134135,0.725974979,0.724546845,1.280659822
3.0,6000.0,0.0,123.864763915,1.344887173,1.585318445,125.327531986,60.288135616,0.910765594,1.172523381,1.025608415
3.0,6000.0,0.0,127.406534922,1.230851612,1.477060844,130.830232984,60.190171363,1.02636142,0.964492966,1.225586003
3.0,6000.0,0.0,129.384969083,1.421143196,3.117517718,130.191647474,60.610123641,1.218011803,1.163666209,1.519673546
4.0,6000.0,0.0,191.22859934,1.125516936,1.427599321,184.078755364,59.174222991,1.429118521,1.339423635,1.006068328
4.0,6000.0,0.0,182.190107521,1.116327894,1.512259371,176.385397232,58.99444581,1.552386171,1.739908967,0.881418686
4.0,6000.0,0.0,178.95372314,1.766061683,2.342236655,181.359045103,59.411917097,1.118929611,1.161532812,1.075607087
2.0,6600.0,600.0,94.463337067,1.6675294,2.26576448,0.0,58.60216477,0.730474808,0.685360305,1.573009736
2.0,6600.0,600.0,80.764170334,1.61673688,2.047640745,0.0,59.270119841,0.750613577,1.088515446,1.160223689
2.0,6600.0,600.0,88.58711109,1.452627845,1.816676339,0.0,58.994070312,0.874943736,1.246674387,1.250514034
3.0,6600.0,600.0,139.668336716,1.535509114,4.102998359,0.0,59.761705848,0.955074008,0.79436705,1.97576383
3.0,6600.0,600.0,137.331362571,1.364627094,2.620151731,0.0,58.863157973,1.043919279,1.361602901,1.610561391
3.0,6600.0,600.0,142.940284405,1.630747184,3.206710455,0.0,59.087723026,1.363374912,0.914162057,2.026979119
4.0,6600.0,600.0,183.580904121,1.437995866,6.278221432,0.0,59.928826954,1.553477304,1.097309871,2.882998638
4.0,6600.0,600.0,189.437629158,1.50222577,3.876006829,0.0,59.323114426,1.344742956,1.135186347,2.572023543
4.0,6600.0,600.0,180.063892672,1.381000768,3.388846898,0.0,59.978438588,1.464612052,1.147572007,2.506929087
2.0,7200.0,1200.0,81.549432222,1.459762875,2.048445743,0.0,59.470781018,0.804672105,0.91380599,1.194735484
2.0,7200.0,1200.0,95.797886236,1.332363861,1.725484898,0.0,59.473476176,0.816828349,1.092833345,1.22874028
2.0,7200.0,1200.0,115.88967534,1.465933807,1.855730529,0.0,59.858663778,0.77753485,1.080770631,1.27154707
3.0,7200.0,1200.0,256.701129809,1.471187838,3.564727366,0.0,59.48813197,0.907988362,0.84289257,2.108586848
3.0,7200.0,1200.0,127.410453891,1.514154134,2.426983637,0.0,59.310307871,0.966674805,1.321926692,1.666396483
3.0,7200.0,1200.0,137.803612005,1.534393075,2.590437002,0.0,58.986919188,0.927659737,0.793475326,1.996294566
4.0,7200.0,1200.0,188.744821323,1.54272841,5.575254909,0.0,59.832945165,1.535009591,1.155300395,2.673449348
4.0,7200.0,1200.0,178.901269751,1.552673651,3.703102923,0.0,59.41045649,1.449557699,1.066260401,2.774250465
4.0,7200.0,1200.0,187.51224412,1.587380463,3.583283249,0.0,58.919592922,1.409173568,1.05980587,2.506562295
2.0,7000.0,0.0,110.468569303,1.474873799,2.021332612,115.499293035,89.519728722,0.964893126,0.952226506,1.266644082
2.0,7000.0,0.0,106.169868596,1.474717551,2.825227855,108.571633183,87.815519178,0.951461817,0.948156384,1.465839934
2.0,7000.0,0.0,104.588564963,1.609832359,3.134734028,109.648304642,89.658736837,0.979785667,0.953519925,1.468002601
3.0,7000.0,0.0,165.395669933,1.448211355,4.671070532,170.510227283,90.042959953,1.501388129,1.471844017,1.138334869
3.0,7000.0,0.0,191.903982089,1.491168574,1.712661416,183.221417398,89.979540055,1.422872979,1.425607614,1.000201784
3.0,7000.0,0.0,163.765055813,2.140213979,3.282213295,170.614475218,88.223184426,1.514527308,1.546455286,1.049217045
4.0,7000.0,0.0,226.459670021,1.428282011,4.779469105,229.51101023,88.52551028,1.671919588,1.698974764,0.984317339
4.0,7000.0,0.0,220.488711634,1.418306011,3.159909523,216.447066875,87.490362016,1.56580133,1.545236871,0.975409754
4.0,7000.0,0.0,218.73959151,1.249155596,4.334464594,219.082288307,87.544303597,1.563571015,1.580063181,1.033116638
2.0,7700.0,700.0,117.269386148,1.689691186,2.549192706,0.0,88.23706802,0.905204245,0.787089867,1.771242115
2.0,7700.0,700.0,105.15475352,1.505790038,2.101395854,0.0,86.939365204,0.912021505,0.843850144,1.701892097
2.0,7700.0,700.0,100.841384873,1.487471356,1.873865102,0.0,89.117022908,0.947073394,0.8902332,1.830908786
3.0,7700.0,700.0,166.91997149,1.706492732,3.896326439,0.0,87.616469502,1.590357342,1.306303996,1.887528292
3.0,7700.0,700.0,171.838482503,1.63148311,3.433407749,0.0,89.144384781,1.595179722,1.205184521,1.977167835
3.0,7700.0,700.0,172.218778197,1.596979707,2.69799604,0.0,87.820889058,1.45354579,1.172692412,1.915956026
4.0,7700.0,700.0,215.65162859,1.694194441,9.673952282,0.0,87.862715213,1.687517496,1.469659829,2.710952127
4.0,7700.0,700.0,217.384743355,1.571726833,5.121627265,0.0,87.682237024,1.752046844,1.419273456,2.699260816
4.0,7700.0,700.0,216.258241093,1.856194359,8.571919784,0.0,88.170151831,1.590813057,1.370907869,2.63472006
2.0,8400.0,1400.0,102.157841786,1.594836535,2.60928547,0.0,88.129052183,1.260046187,0.906090405,1.94406714
2.0,8400.0,1400.0,101.75593732,1.48384498,2.367531714,0.0,89.948078089,1.285479803,0.943885788,2.0419731
2.0,8400.0,1400.0,101.889144198,1.688089534,2.288362412,0.0,88.989840839,1.214770714,0.898403458,2.069480711
3.0,8400.0,1400.0,163.034332299,1.691034145,3.016444059,0.0,87.851307736,1.453075418,1.094849939,2.079667514
3.0,8400.0,1400.0,226.741557148,1.782196597,3.339752877,0.0,87.33227453,1.405784752,1.094118229,1.972066056
3.0,8400.0,1400.0,158.444271306,1.819422276,3.485171981,0.0,87.080713945,1.458744346,1.08997314,2.00526431
4.0,8400.0,1400.0,313.113298391,1.900205921,4.099142574,0.0,87.890983143,1.709276508,1.348839159,2.734263524
4.0,8400.0,1400.0,222.598128624,1.69428881,3.58176099,0.0,87.557572889,1.684583037,1.358216393,2.812055648
4.0,8400.0,1400.0,225.913652294,1.592395779,2.83505009,0.0,88.629168414,1.677646973,1.407663285,2.767233311
2.0,8000.0,0.0,157.393444461,1.593595099,4.286635852,159.987070189,157.282562868,1.311120882,1.343121624,1.315270298
2.0,8000.0,0.0,139.245249578,1.46659992,4.397267912,138.5225387,155.594592528,1.258157981,1.247846385,1.449651279
2.0,8000.0,0.0,138.895130786,1.578782585,6.115611013,138.218016796,154.560005186,1.394211912,1.229781207,1.451907192
3.0,8000.0,0.0,208.92340995,1.46405812,6.757753388,214.57706301,156.589540072,1.696234041,1.697440811,1.187198318
3.0,8000.0,0.0,207.552228367,1.560822983,6.193648011,221.348269963,156.130544382,1.630532323,1.581647733,1.186434371
3.0,8000.0,0.0,223.342744955,1.509657153,5.456052477,224.638814829,159.57091879,1.696243981,1.686536624,1.263586297
4.0,8000.0,0.0,295.247157877,1.714408612,9.154373513,305.156452205,158.899630745,2.084182356,2.433093277,1.182729446
4.0,8000.0,0.0,302.198493309,1.652026985,8.187088393,303.806879591,157.021781534,2.056942249,2.119837465,1.245959328
4.0,8000.0,0.0,306.653731591,1.544650826,9.150832686,320.16347895,160.16713398,1.892317005,1.875100605,1.348512899
2.0,8800.0,800.0,168.385914327,1.743340866,2.834490183,0.0,155.699474193,1.245092138,1.140444599,1.823265239
2.0,8800.0,800.0,143.111102354,1.880396486,2.599076435,0.0,159.764404858,1.515291827,1.334076474,1.864183783
2.0,8800.0,800.0,140.547966953,1.815070838,2.667533403,0.0,156.437576863,1.366382425,1.267516794,1.91454356
3.0,8800.0,800.0,225.36612404,1.983260609,9.118607985,0.0,159.212729988,1.723768977,1.433593842,2.28748355
3.0,8800.0,800.0,341.198817493,1.921938879,3.276871456,0.0,155.33724711,1.746816752,1.499769399,1.993759929
3.0,8800.0,800.0,222.955761091,2.02171324,3.125332356,0.0,155.669615449,1.735768423,1.495597493,2.018305921
4.0,8800.0,800.0,307.98911712,2.017302641,4.835796091,0.0,155.440149104,1.990983475,1.673449305,3.040382656
4.0,8800.0,800.0,289.66410778,1.916324409,6.197632075,0.0,155.467350474,1.929931196,1.616865719,3.05842798
4.0,8800.0,800.0,341.927589128,2.002170262,3.715867541,0.0,156.532567326,1.989603939,1.733537774,3.13464178
2.0,9600.0,1600.0,136.870412771,1.916313596,2.708406954,0.0,155.67558328,1.33336427,0.9559459,2.152850033
2.0,9600.0,1600.0,147.612937132,1.883119575,2.574276795,0.0,156.303911569,1.675084185,0.909951519,2.298527161
2.0,9600.0,1600.0,138.718491728,1.926165577,3.061082983,0.0,154.959714009,1.828102151,1.320200654,2.164357181
3.0,9600.0,1600.0,238.288292385,1.867844146,4.961173543,0.0,156.639379149,1.936324261,1.467727863,2.400374272
3.0,9600.0,1600.0,231.916033423,1.859205074,3.309859081,0.0,155.973728872,1.648007161,1.359296377,2.325347412
3.0,9600.0,1600.0,268.034464509,1.970477279,3.273415884,0.0,160.445085484,1.790520375,1.313592591,2.215608806
4.0,9600.0,1600.0,302.546914817,2.087703807,4.302530584,0.0,156.443863385,2.026666328,1.758526518,3.154543686
4.0,9600.0,1600.0,327.100767785,2.088530006,7.740227823,0.0,156.658269884,1.889082312,1.544530905,3.22795788
4.0,9600.0,1600.0,306.820178135,2.081484519,3.621015984,0.0,155.808418112,1.995845732,1.683407949,3.216622505
2.0,9000.0,0.0,165.846643006,1.703617711,4.3826264,162.658785615,292.175359294,1.500285962,1.470128354,1.54339555
2.0,9000.0,0.0,161.018503582,1.816342782,4.683600524,166.088785723,291.062296551,1.479041138,1.455763426,1.679164036
2.0,9000.0,0.0,173.796421974,1.811228294,5.43743547,172.246143852,289.978617938,1.541192349,1.460071791,1.758316269
3.0,9000.0,0.0,243.612477533,1.827036522,6.697997958,256.903229413,296.819954086,2.014056139,1.974414872,1.313412373
3.0,9000.0,0.0,251.168064907,1.730190876,6.715969161,250.791718717,291.965934428,1.913457372,1.945934853,1.404330839
3.0,9000.0,0.0,244.014967494,1.665446344,5.672555863,257.346272375,296.310150353,2.130293036,2.093369523,1.614758748
4.0,9000.0,0.0,343.168317737,1.972282921,2.587089584,347.72724234,293.331343441,2.291352146,2.29096814,1.405971731
4.0,9000.0,0.0,365.108388872,1.691225397,7.646011613,360.308074435,292.524090938,2.379329635,2.374576993,1.445979245
4.0,9000.0,0.0,356.393447773,1.825554233,8.726894732,354.497953637,291.640409061,2.319757781,2.324190869,1.620857599
2.0,9900.0,900.0,163.646963872,2.36025468,7.523198114,0.0,295.838072523,1.453044151,1.302764678,2.097023663
2.0,9900.0,900.0,159.965585331,2.158195633,3.118077461,0.0,297.103443872,1.748239151,1.37639187,2.154404108
2.0,9900.0,900.0,161.504086474,2.133959618,3.134100163,0.0,290.017907614,1.691834917,1.418302848,2.24748065
3.0,9900.0,900.0,262.219732013,2.202266587,9.489675581,0.0,292.952801718,2.197482016,1.933179717,2.423618429
3.0,9900.0,900.0,263.197725186,2.191066208,3.623161336,0.0,292.401652111,2.056621362,1.829729525,2.262104943
3.0,9900.0,900.0,257.11577179,2.294223396,4.064964983,0.0,290.478132839,1.907718409,1.680580735,2.404060223
