wareh,capacity,buffer,QMK,CHIM,CHI,KLQ,GP,GS,BS,RND
4.0,9900.0,900.0,437.641067121,2.386088091,13.326368286,0.0,294.573530491,2.166197489,1.805573278,3.43868627
4.0,9900.0,900.0,346.554065352,2.584797284,6.999290029,0.0,300.316278628,2.248064652,1.918201575,3.427910579
4.0,9900.0,900.0,370.97115195,2.345687575,6.166420098,0.0,312.141210855,2.479247759,2.04055694,3.651939455
2.0,10800.0,1800.0,173.486955074,2.15882359,3.356181573,0.0,286.362844063,1.628334,1.35218049,2.308973687
2.0,10800.0,1800.0,167.470646823,2.046698232,2.856591706,0.0,286.784791087,1.62937775,1.338138167,2.353688967
2.0,10800.0,1800.0,162.417337915,2.206112476,2.804082365,0.0,291.974305583,1.684808696,1.317246755,2.460187134
3.0,10800.0,1800.0,261.950822325,2.345035502,8.784685672,0.0,288.966047801,2.193486094,1.827519291,2.531516368
3.0,10800.0,1800.0,259.557963719,2.346491012,3.624893626,0.0,295.31607924,2.068797785,1.928537444,2.643336276
3.0,10800.0,1800.0,262.028742341,2.182325839,3.551013637,0.0,292.717385829,2.371785094,2.043012587,2.641327486
4.0,10800.0,1800.0,353.107491783,2.236066526,7.133948887,0.0,286.564136073,2.270823379,1.832924926,3.577487798
4.0,10800.0,1800.0,351.924446286,2.283086826,4.15929007,0.0,290.218659394,2.340219373,1.870273882,3.544140365
4.0,10800.0,1800.0,355.868028635,2.263800221,4.067665187,0.0,289.374840165,2.752404693,2.187570189,3.83251409
2.0,10000.0,0.0,228.343679491,1.965408097,5.497063536,214.88498151,629.88282366,1.73160746,1.742191437,1.827848565
2.0,10000.0,0.0,197.393721451,2.082320601,5.602264824,198.306890176,597.120606631,1.823929816,1.82644782,1.662005995
2.0,10000.0,0.0,195.087356427,2.079283076,7.285432133,191.904131001,584.66083886,2.076347495,2.011483063,1.870253304
3.0,10000.0,0.0,297.759744241,2.328814928,6.782378187,300.855131374,585.842004291,2.11262011,2.051928026,1.650787571
3.0,10000.0,0.0,314.23491856,2.026937244,6.166707119,309.798924051,632.125721103,2.266365106,2.146432797,1.737980488
3.0,10000.0,0.0,308.750551943,2.125163352,6.75100979,321.477013091,597.653014561,2.21822076,2.215794879,1.91225269
4.0,10000.0,0.0,426.965136626,2.12511327,7.322648519,433.665089649,616.666311947,2.69488036,2.64276118,1.701444184
4.0,10000.0,0.0,498.667916586,2.014968466,6.894328705,529.256758782,699.5453103,2.702937868,2.746664137,1.821251931
4.0,10000.0,0.0,441.980630289,2.186056944,8.246701022,431.514603977,648.2484208,3.075475009,3.099721069,1.987177189
2.0,11000.0,1000.0,205.763004402,2.583646591,4.395039431,0.0,693.099724998,1.985933054,1.740510099,2.627210918
2.0,11000.0,1000.0,206.429625269,2.655055644,8.143298802,0.0,644.418194604,2.064294671,1.638751176,2.616924533
2.0,11000.0,1000.0,210.891267145,2.775852955,4.01376761,0.0,666.641308898,2.19093521,1.786600228,2.735087611
3.0,11000.0,1000.0,310.308612591,2.86388228,6.082448446,0.0,666.94101687,2.47152301,2.163920618,2.89943295
3.0,11000.0,1000.0,337.074352475,2.767389597,5.573669138,0.0,646.299038688,2.418920139,2.094321815,2.792713013
3.0,11000.0,1000.0,331.156332204,2.631824044,11.200844701,0.0,672.730820927,2.484825628,2.16779796,2.918516333
4.0,11000.0,1000.0,705.512474242,2.721689903,17.054663415,0.0,688.849953481,2.718340455,2.191669979,4.071462971
4.0,11000.0,1000.0,429.388508277,2.883245484,8.253625562,0.0,658.388629072,2.694834252,2.207287487,3.994060934
4.0,11000.0,1000.0,499.665507803,3.059021846,7.160809231,0.0,652.876474693,2.941072417,2.443289308,4.20418949
2.0,12000.0,2000.0,212.69841924,2.528391667,3.416124919,0.0,660.111229175,2.202123274,1.655028959,2.653741427
2.0,12000.0,2000.0,228.3104958,2.50084482,3.550894707,0.0,682.705525375,2.179029579,1.726257776,2.832188013
2.0,12000.0,2000.0,216.402097949,2.806691671,3.530412318,0.0,641.382311936,2.12457642,1.664018944,3.071627085
3.0,12000.0,2000.0,343.149023014,2.884099875,7.101221038,0.0,688.214841746,2.497829667,2.066647066,3.039329787
3.0,12000.0,2000.0,313.703434746,2.843639967,4.509724323,0.0,641.717696532,2.792125645,2.321208287,3.091838685
3.0,12000.0,2000.0,326.579749248,2.701619632,6.377056509,0.0,659.842456562,2.63588328,2.207621748,3.074577994
4.0,12000.0,2000.0,474.02478879,2.820273327,9.664388747,0.0,674.742343641,2.82635807,2.202831563,4.214280472
4.0,12000.0,2000.0,473.071892515,3.074340457,6.349704452,0.0,686.94832423,2.971717811,2.349591611,4.373144748
4.0,12000.0,2000.0,486.257955417,3.195254782,6.990591493,0.0,635.210867803,3.029338849,2.361224458,4.270290373
