wareh,capacity,buffer,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,RND
2.0,100.0,0.0,12424.0,12760.0,12515.0,12721.0,12503.0,13754.0,14503.0,14503.0,15531.0
2.0,100.0,0.0,12463.0,13215.0,12489.0,12688.0,12554.0,13507.0,14084.0,14084.0,15425.0
2.0,100.0,0.0,12243.0,13277.0,12288.0,12544.0,12507.0,13478.0,13848.0,13848.0,15337.0
3.0,100.0,0.0,13515.0,13761.0,13523.0,14838.0,13554.0,17009.0,18170.0,18170.0,18699.0
3.0,100.0,0.0,13638.0,13732.0,13487.0,15008.0,13593.0,16260.0,17579.0,17579.0,18555.0
3.0,100.0,0.0,13728.0,13963.0,13486.0,14869.0,13558.0,16129.0,17145.0,17145.0,18509.0
4.0,100.0,0.0,14251.0,14313.0,14176.0,16496.0,14127.0,17784.0,20071.0,20071.0,20677.0
4.0,100.0,0.0,14393.0,14141.0,14127.0,16836.0,14110.0,17405.0,19876.0,19876.0,20593.0
4.0,100.0,0.0,14007.0,14291.0,14082.0,16348.0,14077.0,17434.0,19972.0,19972.0,20546.0
2.0,120.0,20.0,11754.0,12731.0,11969.0,0.0,0.0,12267.0,12229.0,13032.0,14448.0
2.0,120.0,20.0,11825.0,12406.0,11779.0,0.0,0.0,12297.0,12296.0,12910.0,14363.0
2.0,120.0,20.0,11500.0,12159.0,11503.0,0.0,0.0,11827.0,11884.0,12421.0,14089.0
3.0,120.0,20.0,12870.0,13436.0,13108.0,0.0,0.0,14548.0,15168.0,16582.0,17409.0
3.0,120.0,20.0,12902.0,13468.0,12969.0,0.0,0.0,14368.0,14908.0,15926.0,17333.0
3.0,120.0,20.0,12668.0,13400.0,12904.0,0.0,0.0,13820.0,14628.0,15170.0,17154.0
4.0,120.0,20.0,13599.0,14053.0,13908.0,0.0,0.0,16408.0,17092.0,18579.0,19379.0
4.0,120.0,20.0,13774.0,13945.0,13741.0,0.0,0.0,16282.0,16851.0,18128.0,19305.0
4.0,120.0,20.0,13637.0,14054.0,13587.0,0.0,0.0,15900.0,16724.0,17605.0,19213.0
2.0,200.0,0.0,11621.0,11703.0,11681.0,13601.0,11653.0,14458.0,14875.0,14875.0,15606.0
2.0,200.0,0.0,11540.0,11788.0,11670.0,13365.0,11550.0,14347.0,15076.0,15076.0,15634.0
2.0,200.0,0.0,11571.0,11990.0,11630.0,13674.0,11571.0,14130.0,15148.0,15148.0,15339.0
3.0,200.0,0.0,12473.0,12425.0,12311.0,16311.0,12323.0,16686.0,18324.0,18324.0,18805.0
3.0,200.0,0.0,12510.0,12525.0,12362.0,16360.0,12429.0,16571.0,17930.0,17930.0,18872.0
3.0,200.0,0.0,12474.0,12425.0,12255.0,16076.0,12403.0,15970.0,17464.0,17464.0,18672.0
4.0,200.0,0.0,12762.0,12713.0,12645.0,18184.0,12794.0,18026.0,20118.0,20118.0,20907.0
4.0,200.0,0.0,12731.0,12707.0,12649.0,18286.0,12633.0,17691.0,19904.0,19904.0,20833.0
4.0,200.0,0.0,12720.0,12797.0,12663.0,17981.0,12717.0,17600.0,19762.0,19762.0,20784.0
2.0,240.0,40.0,11241.0,11218.0,11224.0,0.0,0.0,12045.0,12452.0,13515.0,14567.0
2.0,240.0,40.0,11239.0,11852.0,11234.0,0.0,0.0,12001.0,12379.0,13075.0,14408.0
2.0,240.0,40.0,11080.0,11924.0,11243.0,0.0,0.0,11821.0,12516.0,12523.0,14174.0
3.0,240.0,40.0,12023.0,12254.0,12003.0,0.0,0.0,13980.0,15362.0,16555.0,17455.0
