wareh,capacity,buffer,QMKOPT,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,OPT,RND
2.0,20.0,0.0,139.0,139.0,141.0,137.0,139.0,139.0,139.0,145.0,145.0,141.0,153.0
2.0,20.0,0.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,148.0,148.0,131.0,155.0
2.0,20.0,0.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,151.0,151.0,124.0,154.0
3.0,20.0,0.0,158.0,158.0,161.0,163.0,158.0,158.0,158.0,178.0,178.0,164.0,188.0
3.0,20.0,0.0,158.0,158.0,161.0,163.0,158.0,158.0,158.0,178.0,178.0,164.0,186.0
3.0,20.0,0.0,156.0,156.0,156.0,156.0,156.0,156.0,158.0,175.0,175.0,162.0,186.0
2.0,24.0,4.0,118.0,118.0,118.0,123.0,0.0,0.0,118.0,118.0,125.0,126.0,147.0
2.0,24.0,4.0,116.0,116.0,116.0,116.0,0.0,0.0,116.0,125.0,118.0,119.0,143.0
2.0,24.0,4.0,114.0,114.0,114.0,114.0,0.0,0.0,114.0,133.0,116.0,115.0,147.0
3.0,24.0,4.0,147.0,147.0,155.0,153.0,0.0,0.0,154.0,159.0,153.0,148.0,171.0
3.0,24.0,4.0,145.0,156.0,147.0,152.0,0.0,0.0,147.0,158.0,151.0,145.0,175.0
3.0,24.0,4.0,140.0,145.0,142.0,145.0,0.0,0.0,140.0,145.0,145.0,143.0,169.0
