wareh,capacity,buffer,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,400.0,0.0,0.11132180127188063,0.11135404976587593,0.11134115036827785,0.11038659494601599,0.10743263289604377,0.10743263289604377,0.0
2.0,400.0,0.0,0.12862556243423473,0.12889023736822736,0.12864492889281953,0.12841253138980158,0.12458442807620052,0.12458442807620052,0.0
2.0,400.0,0.0,0.14547655107245028,0.14543124538852858,0.14547655107245028,0.14513999456331794,0.14066767633619404,0.14066767633619404,0.0
2.0,400.0,0.0,0.16100764568703996,0.16154031037461913,0.16100764568703996,0.16037754233709878,0.15560954379218284,0.15560954379218284,0.0
2.0,400.0,0.0,0.17547501093292084,0.17550111940054958,0.17547501093292084,0.1748353534760161,0.16994654291253009,0.16994654291253009,0.0
2.0,400.0,0.0,0.18748520787861256,0.18748520787861256,0.18748520787861256,0.18711704841296972,0.18136455676230046,0.18136455676230046,0.0
3.0,400.0,0.0,0.11147832991748308,0.11135493009131592,0.11061453113431263,0.11116714774714842,0.10491667829128792,0.10491667829128792,0.0
3.0,400.0,0.0,0.10245928058790665,0.12203468133568263,0.12141153465984789,0.12219583995874339,0.11675942240749493,0.11675942240749493,0.0
3.0,400.0,0.0,0.09402320604776704,0.13627907476906864,0.13562848816577588,0.13604787457120426,0.1307732840106245,0.1307732840106245,0.0
3.0,400.0,0.0,0.08784753314848581,0.14544875875238705,0.14406779661016944,0.14473670014780615,0.1275232228203994,0.1275232228203994,0.0
3.0,400.0,0.0,0.08166257316901637,0.15696850351103075,0.1563950531794034,0.15629226491241355,0.13655691765036837,0.13655691765036837,0.0
3.0,400.0,0.0,0.1523241631657406,0.17043501829516194,0.16981704838053935,0.16992004336630984,0.1463558747797804,0.1463558747797804,0.0
4.0,400.0,0.0,0.0990299738092929,0.10010185275002426,0.09925792996410898,0.09911727616645649,0.09440294887961975,0.09440294887961975,0.0
4.0,400.0,0.0,0.1097396419834582,0.11008911583116532,0.10701180444996694,0.10924940783598025,0.10174057391371882,0.10174057391371882,0.0
4.0,400.0,0.0,0.11939124736037288,0.11966309861889857,0.11377460617976165,0.11859996601859268,0.10842010728415741,0.10842010728415741,0.0
4.0,400.0,0.0,0.12916066492778444,0.12912173472962973,0.12125783470237861,0.12839179351422902,0.11546210145209634,0.11546210145209634,0.0
4.0,400.0,0.0,0.1396650223253456,0.13982588180240607,0.13817829079493826,0.1392750599567142,0.13247996568331155,0.13247996568331155,0.0
4.0,400.0,0.0,0.1466197989846424,0.14685968579723196,0.13846854300583067,0.1462085644487744,0.11330980157933646,0.11330980157933646,0.0
2.0,480.0,80.0,0.1594929896224332,0.15957578935747407,0.15948608964451316,0.15895479134466772,0.1596033892691543,0.15835449326562157,0.0
2.0,480.0,80.0,0.17149322523322963,0.17188194135939583,0.1714099289204798,0.17134745668591733,0.17149322523322963,0.17052143491781435,0.0
2.0,480.0,80.0,0.11637609270460525,0.1843487724732623,0.1843906318675569,0.1840487801474846,0.1843487724732623,0.18313485003872,0.0
2.0,480.0,80.0,0.0962145774558929,0.19673109043187786,0.1959661459429871,0.19626791303493485,0.19664687635970635,0.19548191502800116,0.0
2.0,480.0,80.0,0.07207943012577855,0.20247437909703625,0.20219029424088975,0.2020766602984312,0.20244597061142167,0.2015155927075417,0.0
2.0,480.0,80.0,0.04885669853703489,0.2063990323695427,0.2063990323695427,0.20532628729409053,0.2063702338440272,0.2056862688630342,0.0
3.0,480.0,80.0,0.13748777259911382,0.1317624719489039,0.13782726278842283,0.13167040681282005,0.13187755336900853,0.12698659301455784,0.0
3.0,480.0,80.0,0.14499059063206776,0.1450538952481253,0.13267496532633527,0.1446798225168764,0.1418023399688081,0.14160091619044335,0.0
3.0,480.0,80.0,0.1527065757074234,0.15696236109589357,0.15157631292132567,0.1568758613928759,0.1531160076350404,0.15437313665223085,0.0
3.0,480.0,80.0,0.1617719366239957,0.16880021750070862,0.16060344877453392,0.16830852706900445,0.16381389806389657,0.1670012089800027,0.0
3.0,480.0,80.0,0.17205861018424484,0.1808327288553605,0.17160017408965622,0.17995067459741765,0.17747860147976213,0.1803800957493109,0.0
3.0,480.0,80.0,0.18285431119920714,0.191954760100274,0.18265026525972128,0.19083542237509477,0.18495889931790355,0.1921937853436717,0.0
4.0,480.0,80.0,0.11969418167681745,0.10926007515874048,0.11920694570428925,0.1084877543086692,0.10972139432421923,0.10228845406245946,0.0
4.0,480.0,80.0,0.12579173334576288,0.12186090352117418,0.12064902713256587,0.12132229179290377,0.11838064312311936,0.1155425736318485,0.0
4.0,480.0,80.0,0.13000424461399895,0.13375192819355441,0.12656714254656132,0.1340314515544605,0.1324992494280124,0.1289223856801217,0.0
4.0,480.0,80.0,0.14955500694977486,0.14461755492396744,0.1313611186025766,0.14466941891583507,0.1277669439661432,0.14026616600626518,0.0
4.0,480.0,80.0,0.08432452085389286,0.15666649353347528,0.14711473536591702,0.15621461590401498,0.1549005349815613,0.15264114683425956,0.0
4.0,480.0,80.0,0.10818115412710005,0.16611186476051343,0.15113743086716058,0.16524053010539497,0.16410831681101956,0.1623030366273609,0.0
2.0,800.0,0.0,0.11044893689831281,0.11028751848240859,0.10977743628815129,0.10909947894135341,0.10797600676665997,0.10797600676665997,0.0
2.0,800.0,0.0,0.1283364440110305,0.12846560709880328,0.12812332491620548,0.1268187777297004,0.12622462752594565,0.12622462752594565,0.0
2.0,800.0,0.0,0.143958585747329,0.1444509955100004,0.14385492053413496,0.14318109664837408,0.14193063501422154,0.14193063501422154,0.0
2.0,800.0,0.0,0.16008293038007593,0.16034290022357411,0.16008293038007593,0.1590430510060833,0.15770420631206783,0.15770420631206783,0.0
2.0,800.0,0.0,0.17455063039063978,0.17456368871564842,0.17455063039063978,0.17272899405193298,0.1718083821388231,0.1718083821388231,0.0
2.0,800.0,0.0,0.18579155863811647,0.18602187331376752,0.18579155863811647,0.18445573351933986,0.18289617414421644,0.18289617414421644,0.0
3.0,800.0,0.0,0.1089901577022826,0.1100747971670506,0.10826527489167026,0.10925326331502339,0.10730413397982141,0.10730413397982141,0.0
3.0,800.0,0.0,0.100575669376752,0.12258750496729642,0.1211537015755727,0.12147053453479251,0.11949435607728576,0.11949435607728576,0.0
3.0,800.0,0.0,0.09415086728519562,0.13355923087266375,0.13288691676751374,0.1321608175339518,0.12264084980502887,0.12264084980502887,0.0
3.0,800.0,0.0,0.08706494457789793,0.1471998104122456,0.14656426055389782,0.14599334288453458,0.1437419883015738,0.1437419883015738,0.0
3.0,800.0,0.0,0.1426008193088838,0.15773857777489542,0.1574467395181426,0.15668471740328804,0.1543446069371035,0.1543446069371035,0.0
3.0,800.0,0.0,0.1504025537597924,0.1671344578417907,0.16644498612913206,0.16638526810677579,0.1636653836340045,0.1636653836340045,0.0
4.0,800.0,0.0,0.09774009381108761,0.09889454256180907,0.09544574818465357,0.09790986568619364,0.09555246193472033,0.09555246193472033,0.0
4.0,800.0,0.0,0.10785379441538145,0.1086545087496239,0.10540797608533192,0.10771791561926758,0.103869634000757,0.103869634000757,0.0
4.0,800.0,0.0,0.11913829115461216,0.11882741535920727,0.11816194685966874,0.11810365764803032,0.11021032690532861,0.11021032690532861,0.0
4.0,800.0,0.0,0.1289381563593932,0.12952644885258657,0.12754764683002717,0.12856378840917926,0.118368339167639,0.118368339167639,0.0
4.0,800.0,0.0,0.13688005190319863,0.13801665390225226,0.13478733835129297,0.1367776113796787,0.13219217842212327,0.13219217842212327,0.0
