wareh,capacity,buffer,CHI,CHILOC,GS,BS,RND
2.0,10000.0,0.0,0.2872073605550075,0.2999219843065952,0.014719820499429437,0.014719820499429437,0.0
2.0,10000.0,0.0,0.29795670200448887,0.299496128794396,0.03404203023227237,0.03404203023227237,0.0
2.0,10000.0,0.0,0.2903446969944302,0.2952680069736009,0.04989258826371701,0.04989258826371701,0.0
3.0,10000.0,0.0,0.3914080122589598,0.40122375280621947,0.017407937247842065,0.017407937247842065,0.0
3.0,10000.0,0.0,0.3916443756915574,0.40095287204443153,0.0318358095115322,0.0318358095115322,0.0
3.0,10000.0,0.0,0.38625886620531813,0.39849611884223823,0.04562384617875992,0.04562384617875992,0.0
4.0,10000.0,0.0,0.44202842389777475,0.4511833602976081,0.0161349699194947,0.0161349699194947,0.0
4.0,10000.0,0.0,0.4420373145548103,0.4512519823660357,0.02878856217233372,0.02878856217233372,0.0
4.0,10000.0,0.0,0.44079507993163325,0.449472397656832,0.03935957304869908,0.03935957304869908,0.0
2.0,12000.0,2000.0,0.283860037341816,0.28412972823456195,0.09862388493188579,0.050024203028836145,0.0
2.0,12000.0,2000.0,0.26258332057722544,0.26258332057722544,0.11636353515815256,0.06889689817842781,0.0
2.0,12000.0,2000.0,0.23049914527489523,0.2465864194465921,0.12760584759648463,0.08595484497911066,0.0
3.0,12000.0,2000.0,0.39030045628031107,0.39028897753034697,0.10787155278790139,0.023795448675639208,0.0
3.0,12000.0,2000.0,0.387108842167059,0.3881793642480158,0.1280942980310451,0.04010428957046741,0.0
3.0,12000.0,2000.0,0.38328086662654504,0.3851962872089255,0.1471980463867414,0.058799361140687956,0.0
4.0,12000.0,2000.0,0.44262642555083387,0.4429934758108709,0.10398378775189465,0.010659966706990542,0.0
4.0,12000.0,2000.0,0.44206761624777446,0.44233158047285825,0.11744337708583497,0.02392758063848288,0.0
4.0,12000.0,2000.0,0.4357207804016314,0.44067233003403217,0.12595017275868337,0.03918634556932432,0.0
2.0,15000.0,0.0,0.2945041623409702,0.29997872079751875,0.012290351493735585,0.012290351493735585,0.0
2.0,15000.0,0.0,0.26990984465341283,0.29476400512216894,0.03096583927254859,0.03096583927254859,0.0
2.0,15000.0,0.0,0.24750686468259409,0.2884797255431415,0.0471037887830108,0.0471037887830108,0.0
3.0,15000.0,0.0,0.3870822453258125,0.4028031720669373,0.01618204532902956,0.01618204532902956,0.0
3.0,15000.0,0.0,0.38893750906035407,0.40226898110614173,0.031011914029991816,0.031011914029991816,0.0
3.0,15000.0,0.0,0.3775353792679109,0.39284210753570314,0.04308660499357719,0.04308660499357719,0.0
4.0,15000.0,0.0,0.44545780378177313,0.4523791072535648,0.014913011469311788,0.014913011469311788,0.0
4.0,15000.0,0.0,0.43858297103029775,0.4527697400627184,0.027641661698631692,0.027641661698631692,0.0
4.0,15000.0,0.0,0.44285908940494034,0.4513849687579079,0.03759757070834879,0.03759757070834879,0.0
2.0,18000.0,3000.0,0.2622425977402536,0.26251227371419883,0.09819662835884879,0.049074112489454924,0.0
2.0,18000.0,3000.0,0.25403596181145105,0.2540220447017564,0.11233890945528435,0.06724747404459042,0.0
2.0,18000.0,3000.0,0.2346466967350297,0.23476725385073616,0.12073440558250359,0.08317731824241914,0.0
3.0,18000.0,3000.0,0.37446583651151033,0.3748851261315076,0.10520723245876029,0.02059688462068654,0.0
3.0,18000.0,3000.0,0.37315099400260154,0.3756489507430558,0.12430500397140587,0.035713874595664885,0.0
