wareh,capacity,buffer,QMKOPT,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,OPT,RND
2.0,20.0,0.0,1371.0,1371.0,1371.0,1371.0,1371.0,1371.0,1371.0,1461.0,1461.0,1371.0,1528.0
2.0,20.0,0.0,1316.0,1316.0,1316.0,1329.0,1329.0,1329.0,1316.0,1422.0,1422.0,1316.0,1529.0
2.0,20.0,0.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1394.0,1394.0,1264.0,1492.0
3.0,20.0,0.0,1635.0,1635.0,1633.0,1699.0,1637.0,1637.0,1637.0,1771.0,1771.0,1628.0,1819.0
3.0,20.0,0.0,1635.0,1635.0,1633.0,1699.0,1637.0,1637.0,1637.0,1771.0,1771.0,1628.0,1814.0
3.0,20.0,0.0,1556.0,1610.0,1556.0,1610.0,1556.0,1610.0,1556.0,1708.0,1708.0,1556.0,1799.0
2.0,24.0,4.0,1209.0,1209.0,1209.0,1209.0,0.0,0.0,1209.0,1209.0,1247.0,1209.0,1410.0
2.0,24.0,4.0,1177.0,1177.0,1177.0,1184.0,0.0,0.0,1184.0,1177.0,1209.0,1176.0,1415.0
2.0,24.0,4.0,1145.0,1145.0,1144.0,1151.0,0.0,0.0,1145.0,1145.0,1174.0,1140.0,1399.0
3.0,24.0,4.0,1476.0,1476.0,1512.0,1497.0,0.0,0.0,1509.0,1554.0,1572.0,1474.0,1659.0
3.0,24.0,4.0,1426.0,1496.0,1454.0,1507.0,0.0,0.0,1450.0,1510.0,1502.0,1423.0,1686.0
3.0,24.0,4.0,1361.0,1389.0,1389.0,1469.0,0.0,0.0,1387.0,1465.0,1427.0,1361.0,1676.0
