wareh,capacity,buffer,CHI,CHILOC,GS,BS,RND
2.0,10000.0,0.0,110552.0,108580.0,152814.0,152814.0,155097.0
2.0,10000.0,0.0,108538.0,108300.0,149340.0,149340.0,154603.0
2.0,10000.0,0.0,108683.0,107929.0,145508.0,145508.0,153149.0
3.0,10000.0,0.0,113587.0,111755.0,183390.0,183390.0,186639.0
3.0,10000.0,0.0,113260.0,111527.0,180247.0,180247.0,186174.0
3.0,10000.0,0.0,113698.0,111431.0,176802.0,176802.0,185254.0
4.0,10000.0,0.0,115191.0,113301.0,203115.0,203115.0,206446.0
4.0,10000.0,0.0,115048.0,113148.0,200257.0,200257.0,206193.0
4.0,10000.0,0.0,114840.0,113058.0,197280.0,197280.0,205363.0
2.0,12000.0,2000.0,103561.0,103522.0,130348.0,137376.0,144610.0
2.0,12000.0,2000.0,105983.0,105983.0,126998.0,133820.0,143722.0
2.0,12000.0,2000.0,108485.0,106217.0,122991.0,128863.0,140981.0
3.0,12000.0,2000.0,106231.0,106233.0,155440.0,170089.0,174235.0
3.0,12000.0,2000.0,106488.0,106302.0,151491.0,166779.0,173747.0
3.0,12000.0,2000.0,106574.0,106243.0,147371.0,162647.0,172808.0
4.0,12000.0,2000.0,107815.0,107744.0,173320.0,191372.0,193434.0
4.0,12000.0,2000.0,107797.0,107746.0,170517.0,188585.0,193208.0
4.0,12000.0,2000.0,108604.0,107651.0,168224.0,184923.0,192465.0
2.0,15000.0,0.0,109409.0,108560.0,153175.0,153175.0,155081.0
2.0,15000.0,0.0,112888.0,109045.0,149834.0,149834.0,154622.0
2.0,15000.0,0.0,115373.0,109091.0,146099.0,146099.0,153321.0
3.0,15000.0,0.0,114311.0,111379.0,183485.0,183485.0,186503.0
3.0,15000.0,0.0,113811.0,111328.0,180475.0,180475.0,186251.0
3.0,15000.0,0.0,115329.0,112493.0,177295.0,177295.0,185278.0
4.0,15000.0,0.0,114493.0,113064.0,203385.0,203385.0,206464.0
4.0,15000.0,0.0,115831.0,112904.0,200616.0,200616.0,206319.0
4.0,15000.0,0.0,114488.0,112736.0,197766.0,197766.0,205492.0
2.0,18000.0,3000.0,106693.0,106654.0,130417.0,137521.0,144618.0
2.0,18000.0,3000.0,107201.0,107203.0,127564.0,134044.0,143708.0
2.0,18000.0,3000.0,107924.0,107907.0,123987.0,129283.0,141012.0
3.0,18000.0,3000.0,108908.0,108835.0,155787.0,170518.0,174104.0
3.0,18000.0,3000.0,108910.0,108476.0,152145.0,167537.0,173742.0
3.0,18000.0,3000.0,109142.0,108790.0,148071.0,163550.0,172868.0
4.0,18000.0,3000.0,112157.0,111441.0,173960.0,192150.0,193442.0
4.0,18000.0,3000.0,111730.0,109996.0,172255.0,189054.0,193278.0
4.0,18000.0,3000.0,110866.0,110131.0,167595.0,185499.0,192510.0
2.0,20000.0,0.0,116639.0,109506.0,152788.0,152788.0,155131.0
2.0,20000.0,0.0,123410.0,108951.0,149455.0,149455.0,154620.0
2.0,20000.0,0.0,124217.0,109128.0,145504.0,145504.0,153326.0
3.0,20000.0,0.0,120424.0,113785.0,183298.0,183298.0,186615.0
3.0,20000.0,0.0,121764.0,112745.0,180215.0,180215.0,186317.0
3.0,20000.0,0.0,118985.0,113021.0,176636.0,176636.0,185230.0
4.0,20000.0,0.0,120647.0,116439.0,202998.0,202998.0,206567.0
4.0,20000.0,0.0,121073.0,114587.0,200017.0,200017.0,206366.0
4.0,20000.0,0.0,124721.0,116190.0,196999.0,196999.0,205494.0
2.0,24000.0,4000.0,107454.0,107341.0,130631.0,137089.0,144570.0
2.0,24000.0,4000.0,108270.0,108133.0,127628.0,133535.0,143719.0
2.0,24000.0,4000.0,110580.0,107420.0,123284.0,128543.0,141073.0
3.0,24000.0,4000.0,110575.0,110402.0,155569.0,170077.0,174101.0
3.0,24000.0,4000.0,110935.0,110637.0,150922.0,166661.0,173842.0
3.0,24000.0,4000.0,117139.0,109922.0,147070.0,162256.0,172888.0
4.0,24000.0,4000.0,117015.0,112511.0,174860.0,191244.0,193520.0
4.0,24000.0,4000.0,113763.0,112610.0,171436.0,188179.0,193412.0
4.0,24000.0,4000.0,114053.0,112304.0,168974.0,184591.0,192660.0
2.0,25000.0,0.0,115312.0,109142.0,152401.0,152401.0,154781.0
2.0,25000.0,0.0,113952.0,109654.0,149072.0,149072.0,154391.0
2.0,25000.0,0.0,113937.0,111293.0,145132.0,145132.0,153084.0
3.0,25000.0,0.0,115868.0,112459.0,182598.0,182598.0,186102.0
3.0,25000.0,0.0,116938.0,114996.0,179618.0,179618.0,185784.0
3.0,25000.0,0.0,116874.0,113919.0,175965.0,175965.0,184706.0
4.0,25000.0,0.0,120095.0,119498.0,202072.0,202072.0,205718.0
4.0,25000.0,0.0,122088.0,117456.0,199397.0,199397.0,205632.0
