wareh,capacity,buffer,CHI,CHILOC,GS,BS,RND
2.0,10000.0,0.0,0.8084832205020237,0.8442746429025174,0.041436012850064485,0.041436012850064485,0.0
2.0,10000.0,0.0,0.843634965111807,0.8479936999798545,0.09638664542241271,0.09638664542241271,0.0
2.0,10000.0,0.0,0.8366290993245404,0.8508156315264633,0.14376563999322656,0.14376563999322656,0.0
3.0,10000.0,0.0,0.8431768603054052,0.8643220720460763,0.037500432830480546,0.037500432830480546,0.0
3.0,10000.0,0.0,0.8461252814073851,0.8662357555643233,0.06877944623668397,0.06877944623668397,0.0
3.0,10000.0,0.0,0.8393271869941586,0.865918314683182,0.0991390433293452,0.0991390433293452,0.0
4.0,10000.0,0.0,0.8572891419123312,0.8750446235650001,0.03129286210848692,0.03129286210848692,0.0
4.0,10000.0,0.0,0.8582957445406005,0.8761876959874945,0.05589822304671688,0.05589822304671688,0.0
4.0,10000.0,0.0,0.8591535928172129,0.8760665508764937,0.07671573512523366,0.07671573512523366,0.0
2.0,12000.0,2000.0,0.9201748486886349,0.921049092131809,0.3197041022192334,0.16216095045953827,0.0
2.0,12000.0,2000.0,0.8631581354924295,0.8631581354924295,0.38250766204656694,0.2264763734504368,0.0
2.0,12000.0,2000.0,0.7929528318001025,0.8482955515970816,0.43898391937727244,0.29569800639320665,0.0
3.0,12000.0,2000.0,0.9160638512830875,0.9160369098134303,0.25318246110325315,0.05584966659931301,0.0
3.0,12000.0,2000.0,0.9120235399406078,0.9145456764342956,0.3017885473307389,0.09448519939794164,0.0
3.0,12000.0,2000.0,0.9097077244258873,0.9142539281397648,0.3493709482474453,0.13955883968794636,0.0
4.0,12000.0,2000.0,0.9163580709377742,0.9171179656227926,0.21527495344307213,0.02206905409165827,0.0
4.0,12000.0,2000.0,0.9163483821131233,0.9168955454467428,0.24344476868938292,0.049598746888679046,0.0
4.0,12000.0,2000.0,0.9069485751365381,0.9172551776347807,0.26216406207754284,0.08156599794516839,0.0
2.0,15000.0,0.0,0.8291788456999691,0.8445925092137034,0.03460358381293005,0.03460358381293005,0.0
2.0,15000.0,0.0,0.764051114935374,0.834407381641097,0.08765698802680244,0.08765698802680244,0.0
2.0,15000.0,0.0,0.7116895782149621,0.8295043228746648,0.13544382138369493,0.13544382138369493,0.0
3.0,15000.0,0.0,0.8345606510756852,0.8684554292914697,0.03488896338855296,0.03488896338855296,0.0
3.0,15000.0,0.0,0.8398743202977357,0.868662392320089,0.06696733950910716,0.06696733950910716,0.0
3.0,15000.0,0.0,0.8202467224841108,0.8535026618823143,0.09361148244564832,0.09361148244564832,0.0
4.0,15000.0,0.0,0.863869477006312,0.8772918545235948,0.028920574090772422,0.028920574090772422,0.0
4.0,15000.0,0.0,0.8510990509692529,0.8786294077258063,0.05364045937226647,0.05364045937226647,0.0
4.0,15000.0,0.0,0.8626625715694081,0.879270466006901,0.07323778106396694,0.07323778106396694,0.0
2.0,18000.0,3000.0,0.8499932762562195,0.8508673629476893,0.3182796180913533,0.159061365368237,0.0
2.0,18000.0,3000.0,0.8352475519355724,0.8352017937219731,0.3693603001738812,0.22110368811201608,0.0
2.0,18000.0,3000.0,0.8067882570954843,0.8072027699209987,0.4151224031990637,0.2859894664976105,0.0
