wareh,capacity,buffer,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,400.0,0.0,111786.0,110931.0,110765.0,132710.0,148190.0,148190.0,155004.0
2.0,400.0,0.0,111076.0,110712.0,110625.0,131277.0,146198.0,146198.0,154644.0
2.0,400.0,0.0,111474.0,111046.0,111010.0,130729.0,144952.0,144952.0,154592.0
2.0,400.0,0.0,112005.0,110315.0,110115.0,130030.0,142908.0,142908.0,154342.0
2.0,400.0,0.0,110373.0,109959.0,109763.0,128717.0,139920.0,139920.0,153180.0
2.0,400.0,0.0,111472.0,111128.0,111112.0,130283.0,137698.0,137698.0,152219.0
3.0,400.0,0.0,115188.0,115050.0,114756.0,155422.0,177300.0,177300.0,186275.0
3.0,400.0,0.0,115772.0,114911.0,114832.0,155083.0,176751.0,176751.0,186518.0
3.0,400.0,0.0,115043.0,114980.0,114842.0,153512.0,176045.0,176045.0,186045.0
3.0,400.0,0.0,115365.0,114686.0,114598.0,153154.0,175717.0,175717.0,185231.0
3.0,400.0,0.0,115089.0,114727.0,114648.0,152102.0,173929.0,173929.0,185379.0
3.0,400.0,0.0,114760.0,114390.0,114217.0,152326.0,172459.0,172459.0,184401.0
4.0,400.0,0.0,117347.0,117160.0,116892.0,165134.0,195741.0,195741.0,205910.0
4.0,400.0,0.0,121194.0,117168.0,117030.0,165306.0,196201.0,196201.0,205604.0
4.0,400.0,0.0,118840.0,117103.0,116995.0,166706.0,196820.0,196820.0,205609.0
4.0,400.0,0.0,118679.0,116971.0,116864.0,164342.0,195094.0,195094.0,205942.0
4.0,400.0,0.0,116663.0,117016.0,116935.0,163374.0,196504.0,196504.0,205465.0
4.0,400.0,0.0,116581.0,116831.0,116770.0,163204.0,193861.0,193861.0,204443.0
2.0,480.0,80.0,107577.0,108102.0,108102.0,111160.0,120544.0,133683.0,144341.0
2.0,480.0,80.0,107544.0,107265.0,107722.0,111257.0,119771.0,131682.0,143994.0
2.0,480.0,80.0,107566.0,107144.0,107181.0,111575.0,118744.0,129266.0,143452.0
2.0,480.0,80.0,107324.0,107371.0,107247.0,112104.0,117443.0,126912.0,141931.0
2.0,480.0,80.0,106615.0,116810.0,107605.0,110957.0,116632.0,124173.0,141320.0
2.0,480.0,80.0,106658.0,115427.0,107189.0,110702.0,115455.0,121802.0,139682.0
3.0,480.0,80.0,112694.0,112443.0,112644.0,136248.0,148074.0,165061.0,173549.0
3.0,480.0,80.0,112844.0,112223.0,112412.0,136127.0,146872.0,163479.0,173758.0
3.0,480.0,80.0,112739.0,112594.0,112374.0,134679.0,146433.0,161790.0,173334.0
3.0,480.0,80.0,112568.0,112770.0,112812.0,135198.0,145238.0,160078.0,173322.0
3.0,480.0,80.0,112545.0,111389.0,111276.0,134311.0,144424.0,157479.0,173253.0
3.0,480.0,80.0,112294.0,112958.0,113066.0,131273.0,143074.0,155616.0,172523.0
4.0,480.0,80.0,115167.0,115247.0,115188.0,145965.0,168120.0,184597.0,193414.0
4.0,480.0,80.0,115157.0,115019.0,115123.0,148255.0,166861.0,183864.0,192932.0
4.0,480.0,80.0,116384.0,115054.0,115062.0,148708.0,166860.0,182995.0,192703.0
4.0,480.0,80.0,116369.0,114818.0,114931.0,149703.0,168769.0,182104.0,192558.0
4.0,480.0,80.0,114639.0,114621.0,114628.0,149748.0,168508.0,180058.0,191993.0
4.0,480.0,80.0,114941.0,114190.0,114265.0,150065.0,169853.0,177456.0,192786.0
2.0,800.0,0.0,108375.0,108143.0,108046.0,130753.0,151981.0,151981.0,155093.0
2.0,800.0,0.0,109511.0,108056.0,108111.0,131051.0,150333.0,150333.0,154882.0
2.0,800.0,0.0,108790.0,107810.0,107951.0,130981.0,148140.0,148140.0,154764.0
2.0,800.0,0.0,108890.0,107542.0,107624.0,131418.0,146323.0,146323.0,154101.0
2.0,800.0,0.0,108187.0,108755.0,108608.0,131842.0,144001.0,144001.0,153520.0
2.0,800.0,0.0,109106.0,107632.0,107403.0,130629.0,141895.0,141895.0,152492.0
3.0,800.0,0.0,111694.0,111221.0,111106.0,147942.0,181003.0,181003.0,186635.0
3.0,800.0,0.0,111302.0,111263.0,111188.0,148071.0,181267.0,181267.0,186918.0
3.0,800.0,0.0,111419.0,111095.0,111087.0,148453.0,181377.0,181377.0,186322.0
3.0,800.0,0.0,111248.0,111340.0,111003.0,148733.0,181339.0,181339.0,185734.0
3.0,800.0,0.0,111261.0,110965.0,110873.0,148222.0,181004.0,181004.0,185700.0
3.0,800.0,0.0,111477.0,110471.0,110466.0,147378.0,180318.0,180318.0,184600.0
4.0,800.0,0.0,115094.0,112836.0,112817.0,165280.0,200168.0,200168.0,206387.0
4.0,800.0,0.0,114368.0,112887.0,112599.0,164060.0,199509.0,199509.0,206680.0
4.0,800.0,0.0,112764.0,112683.0,112510.0,162699.0,198080.0,198080.0,206749.0
4.0,800.0,0.0,114029.0,112541.0,112482.0,162715.0,199415.0,199415.0,205978.0
4.0,800.0,0.0,114226.0,112749.0,112502.0,162377.0,196676.0,196676.0,205327.0
4.0,800.0,0.0,114910.0,112800.0,112581.0,162739.0,194970.0,194970.0,204877.0
2.0,960.0,160.0,105529.0,105850.0,105850.0,110135.0,125872.0,136255.0,144815.0
2.0,960.0,160.0,105351.0,105628.0,105628.0,110958.0,124772.0,134639.0,144325.0
2.0,960.0,160.0,105509.0,105248.0,105394.0,110500.0,122509.0,132453.0,143556.0
2.0,960.0,160.0,105316.0,104852.0,104852.0,110614.0,121077.0,129874.0,142626.0
2.0,960.0,160.0,105753.0,111731.0,104967.0,110428.0,119002.0,127379.0,140960.0
2.0,960.0,160.0,105139.0,111124.0,105467.0,109497.0,116499.0,124053.0,139216.0
3.0,960.0,160.0,109582.0,109452.0,109428.0,130312.0,149717.0,169117.0,174193.0
3.0,960.0,160.0,109385.0,109292.0,109369.0,129763.0,151056.0,167595.0,174109.0
3.0,960.0,160.0,110006.0,109232.0,109222.0,129868.0,151259.0,165939.0,173798.0
3.0,960.0,160.0,109685.0,108851.0,108989.0,129935.0,151267.0,163483.0,173212.0
3.0,960.0,160.0,109347.0,108785.0,108774.0,129232.0,151277.0,160767.0,172743.0
3.0,960.0,160.0,108961.0,108481.0,108474.0,126918.0,151343.0,158709.0,172492.0
4.0,960.0,160.0,114479.0,111538.0,111428.0,141206.0,170064.0,189255.0,193265.0
4.0,960.0,160.0,111129.0,111134.0,111243.0,141901.0,169289.0,187898.0,193255.0
4.0,960.0,160.0,111510.0,111264.0,111250.0,142459.0,169991.0,186572.0,193270.0
4.0,960.0,160.0,111379.0,111053.0,111096.0,140860.0,168560.0,185090.0,192478.0
4.0,960.0,160.0,111140.0,110906.0,111022.0,140849.0,167561.0,183904.0,192828.0
4.0,960.0,160.0,110959.0,110641.0,110651.0,140268.0,168811.0,181855.0,192169.0
2.0,1200.0,0.0,108190.0,107967.0,108038.0,132573.0,151730.0,151730.0,155065.0
2.0,1200.0,0.0,107667.0,107791.0,107779.0,134630.0,150061.0,150061.0,154800.0
2.0,1200.0,0.0,107346.0,107550.0,107550.0,135838.0,148112.0,148112.0,154582.0
2.0,1200.0,0.0,109594.0,107352.0,107366.0,136161.0,145856.0,145856.0,154001.0
2.0,1200.0,0.0,108373.0,107144.0,107122.0,136633.0,143820.0,143820.0,153364.0
2.0,1200.0,0.0,107669.0,106982.0,107041.0,135933.0,141487.0,141487.0,152234.0
3.0,1200.0,0.0,111034.0,110983.0,110901.0,146625.0,179906.0,179906.0,186569.0
3.0,1200.0,0.0,110641.0,111059.0,110903.0,145954.0,180382.0,180382.0,186606.0
3.0,1200.0,0.0,113221.0,111149.0,111081.0,145418.0,180810.0,180810.0,186387.0
3.0,1200.0,0.0,110607.0,110714.0,110586.0,145252.0,181036.0,181036.0,185625.0
3.0,1200.0,0.0,111800.0,110250.0,110257.0,146094.0,181318.0,181318.0,185320.0
3.0,1200.0,0.0,110699.0,110293.0,110184.0,146603.0,181344.0,181344.0,184700.0
4.0,1200.0,0.0,116160.0,112531.0,112470.0,165003.0,200724.0,200724.0,206463.0
4.0,1200.0,0.0,112375.0,112413.0,112483.0,165412.0,199472.0,199472.0,206321.0
4.0,1200.0,0.0,112620.0,112406.0,112342.0,165335.0,198717.0,198717.0,206298.0
4.0,1200.0,0.0,113094.0,112281.0,112315.0,164103.0,198460.0,198460.0,206152.0
4.0,1200.0,0.0,113067.0,112135.0,112128.0,162395.0,197713.0,197713.0,205554.0
4.0,1200.0,0.0,112003.0,112128.0,112053.0,160990.0,196642.0,196642.0,204644.0
2.0,1440.0,240.0,105634.0,105674.0,105674.0,109377.0,124144.0,135810.0,144708.0
2.0,1440.0,240.0,105847.0,105301.0,105301.0,111638.0,122703.0,133771.0,144350.0
2.0,1440.0,240.0,105203.0,105230.0,105230.0,111740.0,121824.0,131785.0,143675.0
2.0,1440.0,240.0,105332.0,104918.0,104918.0,112153.0,120432.0,129417.0,142253.0
2.0,1440.0,240.0,105756.0,107760.0,107149.0,112329.0,118679.0,127077.0,140766.0
2.0,1440.0,240.0,104419.0,117521.0,104381.0,111381.0,117260.0,124183.0,139144.0
3.0,1440.0,240.0,109433.0,109067.0,109084.0,126466.0,149784.0,167905.0,174184.0
3.0,1440.0,240.0,109303.0,109056.0,109040.0,126493.0,149967.0,166652.0,173952.0
3.0,1440.0,240.0,109074.0,109002.0,108943.0,126694.0,148974.0,165116.0,173838.0
