wareh,capacity,buffer,QMKOPT,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,OPT,RND
2.0,20.0,0.0,137.0,137.0,137.0,141.0,137.0,137.0,140.0,144.0,144.0,137.0,153.0
2.0,20.0,0.0,133.0,133.0,133.0,133.0,133.0,133.0,136.0,141.0,141.0,133.0,148.0
2.0,20.0,0.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,138.0,138.0,129.0,149.0
3.0,20.0,0.0,163.0,163.0,162.0,163.0,163.0,163.0,162.0,171.0,171.0,163.0,180.0
3.0,20.0,0.0,163.0,163.0,162.0,163.0,163.0,163.0,162.0,171.0,171.0,163.0,179.0
3.0,20.0,0.0,154.0,162.0,154.0,162.0,154.0,162.0,153.0,168.0,168.0,156.0,179.0
2.0,24.0,4.0,125.0,125.0,126.0,126.0,0.0,0.0,125.0,126.0,129.0,125.0,143.0
2.0,24.0,4.0,115.0,115.0,125.0,118.0,0.0,0.0,115.0,125.0,125.0,124.0,139.0
2.0,24.0,4.0,113.0,113.0,115.0,123.0,0.0,0.0,110.0,115.0,124.0,112.0,142.0
3.0,24.0,4.0,155.0,155.0,151.0,152.0,0.0,0.0,150.0,156.0,159.0,153.0,166.0
3.0,24.0,4.0,142.0,153.0,144.0,155.0,0.0,0.0,144.0,149.0,150.0,142.0,166.0
3.0,24.0,4.0,134.0,138.0,136.0,146.0,0.0,0.0,139.0,140.0,140.0,135.0,165.0
