wareh,capacity,buffer,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0
2.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0
2.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0
3.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0
3.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0
3.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0
4.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0
4.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0
4.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0
2.0,1200.0,200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.0
2.0,1200.0,200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.0
2.0,1200.0,200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.0
3.0,1200.0,200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.0
3.0,1200.0,200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.0
3.0,1200.0,200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.0
4.0,1200.0,200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.0
4.0,1200.0,200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.0
4.0,1200.0,200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.0
2.0,2000.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0
2.0,2000.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0
2.0,2000.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0
3.0,2000.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0
3.0,2000.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0
3.0,2000.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0
4.0,2000.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0
4.0,2000.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0
4.0,2000.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0
2.0,2400.0,400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0
2.0,2400.0,400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0
2.0,2400.0,400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0
3.0,2400.0,400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0
3.0,2400.0,400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0
3.0,2400.0,400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0
4.0,2400.0,400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0
