wareh,capacity,buffer,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,RND
2.0,100.0,0.0,14157.0,14157.0,14157.0,14406.0,14157.0,14885.0,14278.0,14278.0,15482.0
2.0,100.0,0.0,13585.0,13585.0,13585.0,14153.0,13585.0,14653.0,13788.0,13788.0,15426.0
2.0,100.0,0.0,13064.0,13071.0,13064.0,13538.0,13071.0,14136.0,13369.0,13369.0,15314.0
3.0,100.0,0.0,16546.0,16990.0,16633.0,17188.0,16553.0,17425.0,17354.0,17354.0,18617.0
3.0,100.0,0.0,16530.0,16529.0,16274.0,17226.0,16530.0,17048.0,16885.0,16885.0,18566.0
3.0,100.0,0.0,16278.0,16009.0,15868.0,16887.0,16176.0,16944.0,16492.0,16492.0,18490.0
4.0,100.0,0.0,18213.0,18838.0,18497.0,19073.0,18296.0,19457.0,19370.0,19370.0,20550.0
4.0,100.0,0.0,17846.0,18419.0,18242.0,18974.0,17852.0,19146.0,19222.0,19222.0,20546.0
4.0,100.0,0.0,17561.0,18111.0,17966.0,18844.0,17577.0,18820.0,18776.0,18776.0,20369.0
2.0,120.0,20.0,12511.0,12530.0,12534.0,0.0,0.0,13049.0,12638.0,12681.0,14419.0
2.0,120.0,20.0,12854.0,12134.0,12084.0,0.0,0.0,12680.0,12130.0,12214.0,14309.0
2.0,120.0,20.0,11634.0,11662.0,11627.0,0.0,0.0,12149.0,11677.0,11721.0,13972.0
3.0,120.0,20.0,15173.0,15422.0,15164.0,0.0,0.0,15658.0,15335.0,15722.0,17325.0
3.0,120.0,20.0,14768.0,14992.0,15095.0,0.0,0.0,15539.0,15102.0,15302.0,17246.0
3.0,120.0,20.0,14641.0,14581.0,14739.0,0.0,0.0,15087.0,14757.0,14806.0,17179.0
4.0,120.0,20.0,16874.0,17244.0,17116.0,0.0,0.0,17526.0,17370.0,17987.0,19266.0
4.0,120.0,20.0,16865.0,17037.0,16933.0,0.0,0.0,17229.0,17234.0,17504.0,19162.0
4.0,120.0,20.0,17000.0,16540.0,16677.0,0.0,0.0,17188.0,16625.0,17073.0,19188.0
2.0,200.0,0.0,14019.0,14441.0,14017.0,14765.0,14130.0,14844.0,14553.0,14553.0,15588.0
2.0,200.0,0.0,13823.0,13998.0,13836.0,14654.0,13948.0,14584.0,14085.0,14085.0,15554.0
2.0,200.0,0.0,13400.0,13480.0,13413.0,14320.0,13428.0,14295.0,13628.0,13628.0,15413.0
3.0,200.0,0.0,16238.0,16772.0,16308.0,17568.0,16286.0,17714.0,17751.0,17751.0,18748.0
3.0,200.0,0.0,16116.0,16797.0,15971.0,17712.0,16107.0,17540.0,17381.0,17381.0,18681.0
3.0,200.0,0.0,15871.0,16271.0,15671.0,17503.0,15888.0,17116.0,17227.0,17227.0,18674.0
4.0,200.0,0.0,17464.0,18448.0,17664.0,19478.0,17500.0,19511.0,19829.0,19829.0,20777.0
4.0,200.0,0.0,17489.0,18156.0,17497.0,19499.0,17489.0,19335.0,20084.0,20084.0,20722.0
4.0,200.0,0.0,17294.0,17823.0,17267.0,19468.0,17485.0,18985.0,19779.0,19779.0,20615.0
2.0,240.0,40.0,12586.0,12920.0,12654.0,0.0,0.0,13258.0,12873.0,12953.0,14484.0
2.0,240.0,40.0,12775.0,12498.0,12263.0,0.0,0.0,13028.0,12477.0,12574.0,14427.0
2.0,240.0,40.0,11936.0,11946.0,11909.0,0.0,0.0,12619.0,11900.0,11979.0,14187.0
3.0,240.0,40.0,14924.0,15553.0,14886.0,0.0,0.0,15883.0,15647.0,16190.0,17410.0
3.0,240.0,40.0,14672.0,15274.0,14644.0,0.0,0.0,15520.0,15420.0,15703.0,17488.0
3.0,240.0,40.0,14437.0,14937.0,14512.0,0.0,0.0,15154.0,14960.0,15134.0,17295.0
4.0,240.0,40.0,16621.0,17057.0,16441.0,0.0,0.0,17620.0,17658.0,18334.0,19399.0
4.0,240.0,40.0,16615.0,17071.0,16265.0,0.0,0.0,17390.0,17759.0,17884.0,19384.0
4.0,240.0,40.0,16391.0,16928.0,16035.0,0.0,0.0,17240.0,17784.0,17464.0,19338.0
2.0,300.0,0.0,13798.0,14460.0,13817.0,14766.0,13829.0,14861.0,14557.0,14557.0,15500.0
2.0,300.0,0.0,13613.0,14006.0,13525.0,14740.0,13628.0,14558.0,14081.0,14081.0,15458.0
2.0,300.0,0.0,13489.0,13436.0,13313.0,14441.0,13521.0,14222.0,13669.0,13669.0,15315.0
3.0,300.0,0.0,15615.0,16577.0,15721.0,17707.0,15611.0,17567.0,17635.0,17635.0,18680.0
3.0,300.0,0.0,15527.0,16251.0,15518.0,17667.0,15673.0,17325.0,17997.0,17997.0,18580.0
3.0,300.0,0.0,15340.0,16174.0,15274.0,17658.0,15327.0,17050.0,17848.0,17848.0,18505.0
4.0,300.0,0.0,16772.0,17722.0,16842.0,19700.0,16777.0,19458.0,19552.0,19552.0,20632.0
4.0,300.0,0.0,16643.0,17689.0,16672.0,19636.0,16731.0,19183.0,19296.0,19296.0,20562.0
4.0,300.0,0.0,16497.0,17541.0,16659.0,19510.0,16481.0,18952.0,18977.0,18977.0,20503.0
2.0,360.0,60.0,12373.0,12782.0,12430.0,0.0,0.0,13150.0,12858.0,12953.0,14461.0
2.0,360.0,60.0,12142.0,12395.0,12131.0,0.0,0.0,12916.0,12356.0,12480.0,14296.0
2.0,360.0,60.0,11719.0,11877.0,11808.0,0.0,0.0,12650.0,11810.0,11942.0,14079.0
3.0,360.0,60.0,14532.0,15338.0,14557.0,0.0,0.0,15731.0,15546.0,16069.0,17324.0
3.0,360.0,60.0,14472.0,15130.0,14261.0,0.0,0.0,15520.0,15946.0,15559.0,17314.0
3.0,360.0,60.0,14318.0,14799.0,14111.0,0.0,0.0,15184.0,15866.0,15072.0,17284.0
4.0,360.0,60.0,15855.0,16625.0,15928.0,0.0,0.0,17508.0,17600.0,18237.0,19290.0
4.0,360.0,60.0,15703.0,16506.0,15854.0,0.0,0.0,17146.0,17446.0,17811.0,19327.0
4.0,360.0,60.0,15420.0,16208.0,15483.0,0.0,0.0,17040.0,17591.0,17458.0,19245.0
2.0,400.0,0.0,13508.0,14632.0,13646.0,15011.0,13698.0,15008.0,14807.0,14807.0,15589.0
2.0,400.0,0.0,13363.0,14273.0,13659.0,14844.0,13450.0,14735.0,15159.0,15159.0,15513.0
2.0,400.0,0.0,13341.0,13794.0,13324.0,14707.0,13215.0,14299.0,15422.0,15422.0,15404.0
3.0,400.0,0.0,15360.0,16282.0,15506.0,18070.0,15382.0,17639.0,17810.0,17810.0,18736.0
3.0,400.0,0.0,15366.0,16184.0,15407.0,17966.0,15371.0,17329.0,17586.0,17586.0,18742.0
3.0,400.0,0.0,15387.0,15971.0,15309.0,17980.0,15394.0,17124.0,18026.0,18026.0,18594.0
4.0,400.0,0.0,16464.0,16988.0,16553.0,20095.0,16507.0,19534.0,19826.0,19826.0,20720.0
4.0,400.0,0.0,16209.0,17094.0,16487.0,19944.0,16401.0,19327.0,19986.0,19986.0,20731.0
4.0,400.0,0.0,16185.0,17053.0,16327.0,19955.0,16362.0,19057.0,20151.0,20151.0,20644.0
2.0,480.0,80.0,12230.0,13080.0,12423.0,0.0,0.0,13117.0,13048.0,13193.0,14505.0
2.0,480.0,80.0,12451.0,12636.0,12266.0,0.0,0.0,13002.0,13271.0,12814.0,14364.0
2.0,480.0,80.0,11925.0,12202.0,11903.0,0.0,0.0,12646.0,13438.0,12306.0,14038.0
3.0,480.0,80.0,14325.0,15084.0,14421.0,0.0,0.0,15933.0,15657.0,16347.0,17487.0
3.0,480.0,80.0,14112.0,14958.0,14238.0,0.0,0.0,15711.0,15505.0,15906.0,17401.0
3.0,480.0,80.0,13832.0,15092.0,14136.0,0.0,0.0,15320.0,15467.0,15425.0,17356.0
4.0,480.0,80.0,15548.0,16160.0,15755.0,0.0,0.0,17513.0,17598.0,18406.0,19432.0
4.0,480.0,80.0,15651.0,16019.0,15508.0,0.0,0.0,17365.0,17856.0,18078.0,19398.0
4.0,480.0,80.0,15443.0,16092.0,15336.0,0.0,0.0,17087.0,17978.0,17713.0,19334.0
2.0,500.0,0.0,13487.0,14207.0,13502.0,15073.0,13513.0,14840.0,14799.0,14799.0,15527.0
2.0,500.0,0.0,13555.0,14143.0,13253.0,14983.0,13552.0,14534.0,14439.0,14439.0,15484.0
2.0,500.0,0.0,13240.0,13746.0,13165.0,14688.0,13143.0,14177.0,13934.0,13934.0,15361.0
3.0,500.0,0.0,15105.0,15652.0,15178.0,18195.0,15162.0,17382.0,17759.0,17759.0,18712.0
3.0,500.0,0.0,14941.0,15873.0,14921.0,18066.0,15243.0,17145.0,17590.0,17590.0,18655.0
3.0,500.0,0.0,14829.0,15637.0,14960.0,17998.0,14941.0,16820.0,17305.0,17305.0,18587.0
4.0,500.0,0.0,16178.0,16273.0,16015.0,20111.0,16165.0,19245.0,19777.0,19777.0,20674.0
