wareh,capacity,buffer,CHI,CHILOC,GS,BS,RND
2.0,10000.0,1.25447,8.5386783,11.1096151,4.4236238,3.9223643,1.2888017
2.0,10000.0,1.681191,8.754667900000001,10.7497906,4.3670121,4.3675417,1.2881221
2.0,10000.0,1.6681462,8.6943248,10.4220553,4.4423969,4.4384889,1.3845232
3.0,10000.0,1.67339,8.8318581,13.0830699,5.6036291,5.568763499999999,1.3013057
3.0,10000.0,1.7630038,8.8977261,13.4499568,5.734648399999999,5.7299301,1.2715716
3.0,10000.0,1.6815013,8.7245382,12.209122800000001,5.7650296999999995,5.7595819,1.3562911
4.0,10000.0,1.7124658,8.7612057,13.7585886,7.2304143,7.220623399999999,1.1916542
4.0,10000.0,1.6678589,8.782634,12.764084500000001,7.2114316,7.2211865,1.2738297
4.0,10000.0,1.6322502,8.5915297,12.7630664,7.3195239999999995,7.302086900000001,1.433695
2.0,12000.0,1.6268061,10.8517535,12.9056556,5.5152738,4.0307246,2.3934423
2.0,12000.0,1.1773443,10.0357927,10.8081596,5.2172041,3.6287477,2.3770746
2.0,12000.0,1.2004448,9.9847042,11.5730857,5.2873552,3.7562491000000002,2.432233
3.0,12000.0,1.1501886,10.1535459,12.4469182,6.2115863,4.6074529,2.3349095
3.0,12000.0,1.1867269,10.2395355,12.74371,6.3147465,4.7314847,2.4180343
3.0,12000.0,1.1599536,10.185248999999999,12.3307725,6.5022633,4.7984236,2.2950951
4.0,12000.0,1.1868461,10.3032535,14.6193681,8.578377099999999,5.5177359,2.5959273
4.0,12000.0,1.172919,10.8658892,14.408497200000001,8.5923526,5.6897599,2.8939099
4.0,12000.0,1.2010758,10.4910389,14.4841191,8.660152799999999,6.0700939,2.4635371
2.0,15000.0,2.0210165,18.948679300000002,31.3804754,7.6936475,7.6442701,2.3101805
2.0,15000.0,2.7291544,18.0475076,27.880510299999997,8.4877803,8.5102216,2.5220976
2.0,15000.0,2.8387285,17.872444,20.706347200000003,8.969854,8.8232188,2.7876537
3.0,15000.0,2.7305552,18.2957844,34.4752953,11.138177899999999,11.121972699999999,2.3078098
