wareh,capacity,buffer,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,400.0,0.0,133220.0,145525.0,134834.0,147834.0,148215.0,148215.0,154735.0
2.0,400.0,0.0,132623.0,143954.0,133023.0,146418.0,145880.0,145880.0,154806.0
2.0,400.0,0.0,131326.0,141945.0,133423.0,144777.0,143416.0,143416.0,154422.0
2.0,400.0,0.0,129547.0,139794.0,133907.0,142648.0,141037.0,141037.0,153914.0
2.0,400.0,0.0,128296.0,137443.0,132107.0,140928.0,138485.0,138485.0,153288.0
2.0,400.0,0.0,129764.0,134582.0,129717.0,138400.0,135672.0,135672.0,152447.0
3.0,400.0,0.0,147777.0,154876.0,148604.0,175120.0,177368.0,177368.0,186089.0
3.0,400.0,0.0,148047.0,157617.0,148568.0,173018.0,176342.0,176342.0,186110.0
3.0,400.0,0.0,148495.0,158379.0,148859.0,170657.0,174832.0,174832.0,186050.0
3.0,400.0,0.0,147780.0,157157.0,147314.0,169286.0,173983.0,173983.0,185890.0
3.0,400.0,0.0,147144.0,154052.0,148810.0,167775.0,172809.0,172809.0,185090.0
3.0,400.0,0.0,148421.0,155532.0,145872.0,166085.0,171312.0,171312.0,183927.0
4.0,400.0,0.0,156944.0,162440.0,156603.0,193920.0,196762.0,196762.0,206611.0
4.0,400.0,0.0,156461.0,161530.0,156144.0,193198.0,195217.0,195217.0,206146.0
4.0,400.0,0.0,155611.0,162778.0,157469.0,192369.0,194353.0,194353.0,206086.0
4.0,400.0,0.0,155455.0,163799.0,156878.0,190756.0,194138.0,194138.0,206039.0
4.0,400.0,0.0,154848.0,163442.0,155253.0,188975.0,191895.0,191895.0,204956.0
4.0,400.0,0.0,153696.0,161996.0,155066.0,187659.0,194989.0,194989.0,204578.0
2.0,480.0,80.0,121733.0,130193.0,123244.0,130320.0,129116.0,131433.0,144399.0
2.0,480.0,80.0,120706.0,127926.0,121419.0,129148.0,127404.0,129089.0,144262.0
2.0,480.0,80.0,123426.0,125595.0,120556.0,127384.0,124237.0,126744.0,143873.0
2.0,480.0,80.0,118570.0,122891.0,119180.0,125390.0,121847.0,123936.0,142194.0
2.0,480.0,80.0,116906.0,119917.0,117956.0,123462.0,118782.0,120744.0,140981.0
