wareh,capacity,buffer,QMKOPT,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,OPT,RND
2.0,20.0,0.0,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0,1416.0,1499.0,1499.0,1399.0,1549.0
2.0,20.0,0.0,1349.0,1349.0,1349.0,1357.0,1349.0,1349.0,1357.0,1458.0,1458.0,1349.0,1539.0
2.0,20.0,0.0,1297.0,1297.0,1297.0,1297.0,1297.0,1297.0,1297.0,1424.0,1424.0,1297.0,1513.0
3.0,20.0,0.0,1649.0,1649.0,1659.0,1659.0,1659.0,1659.0,1642.0,1822.0,1822.0,1642.0,1857.0
3.0,20.0,0.0,1649.0,1649.0,1659.0,1659.0,1659.0,1659.0,1642.0,1822.0,1822.0,1642.0,1835.0
3.0,20.0,0.0,1592.0,1623.0,1606.0,1639.0,1598.0,1598.0,1603.0,1756.0,1756.0,1586.0,1849.0
2.0,24.0,4.0,1243.0,1243.0,1240.0,1240.0,0.0,0.0,1250.0,1249.0,1280.0,1233.0,1448.0
2.0,24.0,4.0,1205.0,1205.0,1204.0,1204.0,0.0,0.0,1205.0,1205.0,1243.0,1193.0,1445.0
2.0,24.0,4.0,1158.0,1158.0,1158.0,1158.0,0.0,0.0,1158.0,1158.0,1200.0,1149.0,1409.0
3.0,24.0,4.0,1529.0,1529.0,1560.0,1568.0,0.0,0.0,1548.0,1586.0,1615.0,1491.0,1726.0
3.0,24.0,4.0,1495.0,1503.0,1478.0,1521.0,0.0,0.0,1478.0,1500.0,1572.0,1445.0,1739.0
3.0,24.0,4.0,1411.0,1429.0,1412.0,1516.0,0.0,0.0,1431.0,1495.0,1482.0,1384.0,1670.0
