dependency,skus,wareh,diff,buffer,mode,benchiter,orders,train_test,parcel_train,parcel_test,duration,cap_used,local_search,gap
ED,1000,3,0.0,0.0,BS,2,60000,0.5,48338,48396,0.0153335,1000,0,0.0
ED,1000,3,0.0,0.0,RND,2,60000,0.5,55767,55770,0.0162253,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_1.0,2,80000,0.5,64699,65084,0.2473664,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_0.1,2,80000,0.5,64593,64918,0.2483027,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_0.01,2,80000,0.5,64620,64893,0.2475317,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_0.001,2,80000,0.5,64606,64862,0.247763,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_0.0001,2,80000,0.5,64595,64860,0.2483334,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_1.0e-5,2,80000,0.5,64577,64850,0.2468866,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_1.0e-6,2,80000,0.5,64574,64856,0.2471548,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_1.0e-7,2,80000,0.5,64574,64856,0.2473173,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_1.0e-8,2,80000,0.5,64577,64866,0.2468997,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_1.0e-9,2,80000,0.5,64577,64866,0.2472922,1000,0,0.0
ED,1000,3,0.0,0.0,CHI_1.0,2,80000,0.5,63976,64534,0.2605257,1000,7,0.0
ED,1000,3,0.0,0.0,CHI_0.1,2,80000,0.5,63956,64498,0.2587177,1000,6,0.0
ED,1000,3,0.0,0.0,CHI_0.01,2,80000,0.5,63934,64522,0.2616696,1000,8,0.0
ED,1000,3,0.0,0.0,CHI_0.001,2,80000,0.5,63987,64510,0.2563276,1000,5,0.0
ED,1000,3,0.0,0.0,CHI_0.0001,2,80000,0.5,63976,64529,0.2563342,1000,5,0.0
ED,1000,3,0.0,0.0,CHI_1.0e-5,2,80000,0.5,63962,64500,0.2580517,1000,6,0.0
ED,1000,3,0.0,0.0,CHI_1.0e-6,2,80000,0.5,63961,64516,0.2559204,1000,5,0.0
ED,1000,3,0.0,0.0,CHI_1.0e-7,2,80000,0.5,63961,64516,0.2566306,1000,5,0.0
ED,1000,3,0.0,0.0,CHI_1.0e-8,2,80000,0.5,63940,64505,0.2639604,1000,9,0.0
ED,1000,3,0.0,0.0,CHI_1.0e-9,2,80000,0.5,63940,64505,0.2637387,1000,9,0.0
ED,1000,3,0.0,0.0,GP,2,80000,0.5,71054,71083,0.1207784,1000,0,0.0
ED,1000,3,0.0,0.0,GS,2,80000,0.5,64742,64836,0.0166718,1000,0,0.0
ED,1000,3,0.0,0.0,BS,2,80000,0.5,64742,64836,0.0171721,1000,0,0.0
ED,1000,3,0.0,0.0,RND,2,80000,0.5,74803,74748,0.0185685,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_1.0,2,100000,0.5,80289,80476,0.2489067,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_0.1,2,100000,0.5,80191,80339,0.2492055,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_0.01,2,100000,0.5,80206,80325,0.2489453,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_0.001,2,100000,0.5,80225,80341,0.2490759,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_0.0001,2,100000,0.5,80240,80366,0.2492364,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_1.0e-5,2,100000,0.5,80217,80317,0.2492869,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_1.0e-6,2,100000,0.5,80214,80334,0.2490177,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_1.0e-7,2,100000,0.5,80200,80314,0.2494229,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_1.0e-8,2,100000,0.5,80200,80314,0.2490511,1000,0,0.0
ED,1000,3,0.0,0.0,CHIM_1.0e-9,2,100000,0.5,80207,80323,0.2497772,1000,0,0.0
ED,1000,3,0.0,0.0,CHI_1.0,2,100000,0.5,79614,80031,0.2626128,1000,7,0.0
ED,1000,3,0.0,0.0,CHI_0.1,2,100000,0.5,79652,80105,0.2588806,1000,5,0.0
ED,1000,3,0.0,0.0,CHI_0.01,2,100000,0.5,79614,80031,0.2645868,1000,8,0.0
ED,1000,3,0.0,0.0,CHI_0.001,2,100000,0.5,79619,80055,0.2630896,1000,7,0.0
ED,1000,3,0.0,0.0,CHI_0.0001,2,100000,0.5,79639,80103,0.2610463,1000,6,0.0
ED,1000,3,0.0,0.0,CHI_1.0e-5,2,100000,0.5,79640,80079,0.2610495,1000,6,0.0
ED,1000,3,0.0,0.0,CHI_1.0e-6,2,100000,0.5,79624,80050,0.260934,1000,6,0.0
ED,1000,3,0.0,0.0,CHI_1.0e-7,2,100000,0.5,79651,80095,0.2608257,1000,6,0.0
ED,1000,3,0.0,0.0,CHI_1.0e-8,2,100000,0.5,79651,80095,0.2608735,1000,6,0.0
ED,1000,3,0.0,0.0,CHI_1.0e-9,2,100000,0.5,79624,80050,0.2624047,1000,7,0.0
ED,1000,3,0.0,0.0,GP,2,100000,0.5,87246,87299,0.0880425,1000,0,0.0
ED,1000,3,0.0,0.0,GS,2,100000,0.5,80674,80654,0.0182163,1000,0,0.0
ED,1000,3,0.0,0.0,BS,2,100000,0.5,80674,80654,0.0179707,1000,0,0.0
ED,1000,3,0.0,0.0,RND,2,100000,0.5,93395,93193,0.0189485,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0,2,20000,0.5,15769,16095,0.2421101,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.1,2,20000,0.5,15552,15963,0.2414453,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.01,2,20000,0.5,15752,16002,0.2424855,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.001,2,20000,0.5,15665,15981,0.2429431,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.0001,2,20000,0.5,15520,15873,0.2422753,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-5,2,20000,0.5,15577,15878,0.2426006,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-6,2,20000,0.5,15410,15704,0.2420582,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-7,2,20000,0.5,15466,15725,0.242243,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-8,2,20000,0.5,15445,15674,0.2418519,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-9,2,20000,0.5,15445,15687,0.2415988,1000,0,0.0
ED,1000,3,0.07,0.0,CHI_1.0,2,20000,0.5,15226,15677,0.25058,1000,6,0.0
ED,1000,3,0.07,0.0,CHI_0.1,2,20000,0.5,15240,15663,0.2480184,1000,5,0.0
ED,1000,3,0.07,0.0,CHI_0.01,2,20000,0.5,15239,15653,0.2494946,1000,5,0.0
ED,1000,3,0.07,0.0,CHI_0.001,2,20000,0.5,15264,15645,0.2474568,1000,3,0.0
ED,1000,3,0.07,0.0,CHI_0.0001,2,20000,0.5,15239,15687,0.2508324,1000,6,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-5,2,20000,0.5,15219,15665,0.2524197,1000,7,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-6,2,20000,0.5,15249,15659,0.2460742,1000,3,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-7,2,20000,0.5,15246,15656,0.2471294,1000,3,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-8,2,20000,0.5,15221,15671,0.2521033,1000,8,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-9,2,20000,0.5,15241,15670,0.2480244,1000,4,0.0
ED,1000,3,0.07,0.0,GP,2,20000,0.5,16268,16536,0.1115378,1000,0,0.0
ED,1000,3,0.07,0.0,GS,2,20000,0.5,15439,15614,0.011481,1000,0,0.0
ED,1000,3,0.07,0.0,BS,2,20000,0.5,15439,15614,0.0117122,1000,0,0.0
ED,1000,3,0.07,0.0,RND,2,20000,0.5,18562,18657,0.0137284,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0,2,40000,0.5,31032,31408,0.2437899,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.1,2,40000,0.5,31065,31465,0.2448184,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.01,2,40000,0.5,31098,31540,0.2453515,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.001,2,40000,0.5,31022,31413,0.2447771,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.0001,2,40000,0.5,31056,31458,0.2450934,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-5,2,40000,0.5,31008,31329,0.244949,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-6,2,40000,0.5,30990,31295,0.2444942,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-7,2,40000,0.5,30982,31266,0.2448138,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-8,2,40000,0.5,30981,31280,0.2444587,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-9,2,40000,0.5,30953,31291,0.2448048,1000,0,0.0
ED,1000,3,0.07,0.0,CHI_1.0,2,40000,0.5,30693,31234,0.2513858,1000,5,0.0
ED,1000,3,0.07,0.0,CHI_0.1,2,40000,0.5,30691,31233,0.2520381,1000,5,0.0
ED,1000,3,0.07,0.0,CHI_0.01,2,40000,0.5,30687,31180,0.2539749,1000,6,0.0
ED,1000,3,0.07,0.0,CHI_0.001,2,40000,0.5,30685,31225,0.2537591,1000,6,0.0
ED,1000,3,0.07,0.0,CHI_0.0001,2,40000,0.5,30687,31219,0.2525882,1000,5,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-5,2,40000,0.5,30707,31179,0.2527692,1000,5,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-6,2,40000,0.5,30676,31214,0.2559401,1000,8,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-7,2,40000,0.5,30686,31197,0.2543491,1000,7,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-8,2,40000,0.5,30688,31235,0.2559432,1000,8,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-9,2,40000,0.5,30681,31219,0.2532798,1000,6,0.0
ED,1000,3,0.07,0.0,GP,2,40000,0.5,33430,33536,0.1202808,1000,0,0.0
ED,1000,3,0.07,0.0,GS,2,40000,0.5,31426,31664,0.0135596,1000,0,0.0
ED,1000,3,0.07,0.0,BS,2,40000,0.5,31426,31664,0.0137904,1000,0,0.0
ED,1000,3,0.07,0.0,RND,2,40000,0.5,37254,37207,0.0152885,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0,2,60000,0.5,46580,46970,0.2466931,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.1,2,60000,0.5,46479,46860,0.2459357,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.01,2,60000,0.5,46480,46725,0.2461815,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.001,2,60000,0.5,46510,46746,0.2468297,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.0001,2,60000,0.5,46452,46715,0.2460119,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-5,2,60000,0.5,46501,46720,0.2464635,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-6,2,60000,0.5,46498,46717,0.2458091,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-7,2,60000,0.5,46531,46760,0.2460748,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-8,2,60000,0.5,46481,46698,0.2463036,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-9,2,60000,0.5,46441,46675,0.2464322,1000,0,0.0
ED,1000,3,0.07,0.0,CHI_1.0,2,60000,0.5,46087,46567,0.2549193,1000,5,0.0
ED,1000,3,0.07,0.0,CHI_0.1,2,60000,0.5,46067,46566,0.2626459,1000,9,0.0
ED,1000,3,0.07,0.0,CHI_0.01,2,60000,0.5,46065,46569,0.2555367,1000,6,0.0
ED,1000,3,0.07,0.0,CHI_0.001,2,60000,0.5,46128,46625,0.2529942,1000,4,0.0
ED,1000,3,0.07,0.0,CHI_0.0001,2,60000,0.5,46092,46559,0.2576067,1000,7,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-5,2,60000,0.5,46114,46615,0.2534838,1000,4,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-6,2,60000,0.5,46087,46570,0.2590985,1000,8,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-7,2,60000,0.5,46072,46595,0.258859,1000,8,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-8,2,60000,0.5,46112,46600,0.2543083,1000,5,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-9,2,60000,0.5,46104,46591,0.2593941,1000,8,0.0
ED,1000,3,0.07,0.0,GP,2,60000,0.5,50335,50537,0.0593373,1000,0,0.0
ED,1000,3,0.07,0.0,GS,2,60000,0.5,46653,46902,0.0153109,1000,0,0.0
ED,1000,3,0.07,0.0,BS,2,60000,0.5,46653,46902,0.0153448,1000,0,0.0
ED,1000,3,0.07,0.0,RND,2,60000,0.5,55753,55704,0.0173249,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0,2,80000,0.5,62119,62473,0.2474299,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.1,2,80000,0.5,62255,62676,0.2479873,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.01,2,80000,0.5,62212,62598,0.2473847,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.001,2,80000,0.5,62158,62491,0.2481799,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.0001,2,80000,0.5,62178,62490,0.2479937,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-5,2,80000,0.5,62250,62535,0.2475883,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-6,2,80000,0.5,62244,62520,0.247962,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-7,2,80000,0.5,62170,62449,0.2479231,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-8,2,80000,0.5,62138,62357,0.2473631,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-9,2,80000,0.5,62105,62334,0.2477378,1000,0,0.0
ED,1000,3,0.07,0.0,CHI_1.0,2,80000,0.5,61616,62236,0.2569097,1000,5,0.0
ED,1000,3,0.07,0.0,CHI_0.1,2,80000,0.5,61685,62225,0.256899,1000,5,0.0
ED,1000,3,0.07,0.0,CHI_0.01,2,80000,0.5,61614,62229,0.258388,1000,6,0.0
ED,1000,3,0.07,0.0,CHI_0.001,2,80000,0.5,61615,62249,0.2607995,1000,7,0.0
ED,1000,3,0.07,0.0,CHI_0.0001,2,80000,0.5,61582,62197,0.2607985,1000,7,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-5,2,80000,0.5,61595,62245,0.2608569,1000,7,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-6,2,80000,0.5,61615,62249,0.2573472,1000,5,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-7,2,80000,0.5,61570,62259,0.2642304,1000,9,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-8,2,80000,0.5,61582,62215,0.2587215,1000,6,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-9,2,80000,0.5,61613,62184,0.2541438,1000,3,0.0
ED,1000,3,0.07,0.0,GP,2,80000,0.5,67800,68138,0.1177996,1000,0,0.0
ED,1000,3,0.07,0.0,GS,2,80000,0.5,63750,63937,0.0169897,1000,0,0.0
ED,1000,3,0.07,0.0,BS,2,80000,0.5,63750,63937,0.0166189,1000,0,0.0
ED,1000,3,0.07,0.0,RND,2,80000,0.5,74416,74513,0.018733,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0,2,100000,0.5,78150,78298,0.2511281,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.1,2,100000,0.5,78111,78199,0.2497609,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.01,2,100000,0.5,78161,78150,0.2505721,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.001,2,100000,0.5,78089,78078,0.2502452,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_0.0001,2,100000,0.5,78037,78048,0.2538391,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-5,2,100000,0.5,78082,78036,0.2502909,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-6,2,100000,0.5,78091,78003,0.2504796,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-7,2,100000,0.5,78038,77996,0.2496072,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-8,2,100000,0.5,78040,78014,0.2510395,1000,0,0.0
ED,1000,3,0.07,0.0,CHIM_1.0e-9,2,100000,0.5,78040,78014,0.2500407,1000,0,0.0
ED,1000,3,0.07,0.0,CHI_1.0,2,100000,0.5,77595,77790,0.2569065,1000,3,0.0
ED,1000,3,0.07,0.0,CHI_0.1,2,100000,0.5,77562,77737,0.2588537,1000,4,0.0
ED,1000,3,0.07,0.0,CHI_0.01,2,100000,0.5,77503,77861,0.2683534,1000,9,0.0
ED,1000,3,0.07,0.0,CHI_0.001,2,100000,0.5,77522,77845,0.2639576,1000,7,0.0
ED,1000,3,0.07,0.0,CHI_0.0001,2,100000,0.5,77564,77773,0.2586681,1000,4,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-5,2,100000,0.5,77505,77819,0.2638867,1000,7,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-6,2,100000,0.5,77535,77826,0.2626531,1000,6,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-7,2,100000,0.5,77547,77780,0.2601915,1000,5,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-8,2,100000,0.5,77545,77837,0.2638825,1000,7,0.0
ED,1000,3,0.07,0.0,CHI_1.0e-9,2,100000,0.5,77545,77837,0.2632599,1000,7,0.0
ED,1000,3,0.07,0.0,GP,2,100000,0.5,85978,86057,0.1653948,1000,0,0.0
ED,1000,3,0.07,0.0,GS,2,100000,0.5,78861,78649,0.0183443,1000,0,0.0
ED,1000,3,0.07,0.0,BS,2,100000,0.5,78861,78649,0.0183162,1000,0,0.0
ED,1000,3,0.07,0.0,RND,2,100000,0.5,93347,93080,0.0196084,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0,2,20000,0.5,14980,15329,0.2406387,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.1,2,20000,0.5,14956,15291,0.241641,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.01,2,20000,0.5,15003,15309,0.2428831,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.001,2,20000,0.5,15120,15415,0.2425795,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.0001,2,20000,0.5,15107,15410,0.242423,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-5,2,20000,0.5,15135,15385,0.2421883,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-6,2,20000,0.5,14998,15249,0.2414477,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-7,2,20000,0.5,14997,15294,0.2421081,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-8,2,20000,0.5,14961,15211,0.2417424,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-9,2,20000,0.5,14958,15210,0.241563,1000,0,0.0
ED,1000,3,0.13,0.0,CHI_1.0,2,20000,0.5,14686,15180,0.2521505,1000,8,0.0
ED,1000,3,0.13,0.0,CHI_0.1,2,20000,0.5,14692,15190,0.2495195,1000,6,0.0
ED,1000,3,0.13,0.0,CHI_0.01,2,20000,0.5,14710,15140,0.2497372,1000,5,0.0
ED,1000,3,0.13,0.0,CHI_0.001,2,20000,0.5,14720,15169,0.2507654,1000,6,0.0
ED,1000,3,0.13,0.0,CHI_0.0001,2,20000,0.5,14719,15119,0.2499413,1000,5,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-5,2,20000,0.5,14707,15170,0.250026,1000,5,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-6,2,20000,0.5,14698,15191,0.2508743,1000,6,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-7,2,20000,0.5,14692,15184,0.2504737,1000,6,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-8,2,20000,0.5,14724,15166,0.2481288,1000,4,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-9,2,20000,0.5,14698,15165,0.2517113,1000,6,0.0
ED,1000,3,0.13,0.0,GP,2,20000,0.5,16005,16179,0.1228529,1000,0,0.0
ED,1000,3,0.13,0.0,GS,2,20000,0.5,16093,16123,0.0119754,1000,0,0.0
ED,1000,3,0.13,0.0,BS,2,20000,0.5,16093,16123,0.0120247,1000,0,0.0
ED,1000,3,0.13,0.0,RND,2,20000,0.5,18545,18481,0.0150886,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0,2,40000,0.5,30302,30747,0.2457648,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.1,2,40000,0.5,30373,30795,0.2452922,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.01,2,40000,0.5,30240,30638,0.2456968,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.001,2,40000,0.5,30181,30617,0.245096,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.0001,2,40000,0.5,30024,30363,0.2452187,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-5,2,40000,0.5,30013,30412,0.2451198,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-6,2,40000,0.5,29999,30304,0.2453767,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-7,2,40000,0.5,29982,30243,0.2445629,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-8,2,40000,0.5,30010,30267,0.244411,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-9,2,40000,0.5,30006,30286,0.2444276,1000,0,0.0
ED,1000,3,0.13,0.0,CHI_1.0,2,40000,0.5,29720,30113,0.2538311,1000,6,0.0
ED,1000,3,0.13,0.0,CHI_0.1,2,40000,0.5,29736,30104,0.2510897,1000,4,0.0
ED,1000,3,0.13,0.0,CHI_0.01,2,40000,0.5,29728,30130,0.2526704,1000,5,0.0
ED,1000,3,0.13,0.0,CHI_0.001,2,40000,0.5,29716,30124,0.2538127,1000,6,0.0
ED,1000,3,0.13,0.0,CHI_0.0001,2,40000,0.5,29716,30131,0.2517786,1000,4,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-5,2,40000,0.5,29720,30123,0.2514719,1000,4,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-6,2,40000,0.5,29721,30106,0.251052,1000,4,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-7,2,40000,0.5,29711,30131,0.2514053,1000,4,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-8,2,40000,0.5,29716,30125,0.2506761,1000,4,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-9,2,40000,0.5,29718,30118,0.2514884,1000,5,0.0
ED,1000,3,0.13,0.0,GP,2,40000,0.5,32716,32890,0.1282654,1000,0,0.0
ED,1000,3,0.13,0.0,GS,2,40000,0.5,30692,30895,0.0136856,1000,0,0.0
ED,1000,3,0.13,0.0,BS,2,40000,0.5,30692,30895,0.0137892,1000,0,0.0
ED,1000,3,0.13,0.0,RND,2,40000,0.5,36895,36954,0.0167811,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0,2,60000,0.5,45423,46047,0.2470985,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.1,2,60000,0.5,45798,46392,0.2472906,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.01,2,60000,0.5,45451,46098,0.2477831,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.001,2,60000,0.5,45358,45870,0.2458857,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.0001,2,60000,0.5,45356,45858,0.2464767,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-5,2,60000,0.5,45401,45826,0.2464456,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-6,2,60000,0.5,45398,45849,0.246611,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-7,2,60000,0.5,45368,45808,0.2466682,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-8,2,60000,0.5,45358,45817,0.2470716,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-9,2,60000,0.5,45366,45769,0.2469659,1000,0,0.0
ED,1000,3,0.13,0.0,CHI_1.0,2,60000,0.5,44817,45400,0.2546957,1000,5,0.0
ED,1000,3,0.13,0.0,CHI_0.1,2,60000,0.5,44819,45411,0.255847,1000,5,0.0
ED,1000,3,0.13,0.0,CHI_0.01,2,60000,0.5,44814,45425,0.2592722,1000,8,0.0
ED,1000,3,0.13,0.0,CHI_0.001,2,60000,0.5,44820,45460,0.2543659,1000,5,0.0
ED,1000,3,0.13,0.0,CHI_0.0001,2,60000,0.5,44800,45466,0.2561023,1000,6,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-5,2,60000,0.5,44816,45418,0.2564051,1000,6,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-6,2,60000,0.5,44808,45462,0.2577964,1000,7,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-7,2,60000,0.5,44806,45488,0.2569348,1000,6,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-8,2,60000,0.5,44815,45371,0.2556656,1000,5,0.0
ED,1000,3,0.13,0.0,CHI_1.0e-9,2,60000,0.5,44826,45415,0.2551283,1000,5,0.0
ED,1000,3,0.13,0.0,GP,2,60000,0.5,49619,49843,0.1513246,1000,0,0.0
ED,1000,3,0.13,0.0,GS,2,60000,0.5,45655,45773,0.0153549,1000,0,0.0
ED,1000,3,0.13,0.0,BS,2,60000,0.5,45655,45773,0.0154763,1000,0,0.0
ED,1000,3,0.13,0.0,RND,2,60000,0.5,55375,55535,0.018146,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0,2,80000,0.5,60797,61105,0.248732,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.1,2,80000,0.5,60280,60618,0.248118,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.01,2,80000,0.5,60219,60670,0.248919,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.001,2,80000,0.5,60223,60612,0.2481794,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_0.0001,2,80000,0.5,60286,60627,0.2489686,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-5,2,80000,0.5,60276,60609,0.2480299,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-6,2,80000,0.5,60275,60598,0.2486879,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-7,2,80000,0.5,60260,60550,0.2483137,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-8,2,80000,0.5,60120,60437,0.248021,1000,0,0.0
ED,1000,3,0.13,0.0,CHIM_1.0e-9,2,80000,0.5,60138,60455,0.2490439,1000,0,0.0
ED,1000,3,0.13,0.0,CHI_1.0,2,80000,0.5,59622,60063,0.2588648,1000,5,0.0
ED,1000,3,0.13,0.0,CHI_0.1,2,80000,0.5,59624,60018,0.2606713,1000,7,0.0
