wareh,capacity,buffer,CHIM,CHI,GS,BS,RND
2.0,10000.0,0.0,1.549384e6,1.530807e6,1.550009e6,1.550009e6,1.550337e6
2.0,10000.0,0.0,1.54142e6,1.525542e6,1.541244e6,1.541244e6,1.545723e6
2.0,10000.0,0.0,1.52435e6,1.511615e6,1.523345e6,1.523345e6,1.532201e6
3.0,10000.0,0.0,1.858046e6,1.825014e6,1.863654e6,1.863654e6,1.864514e6
3.0,10000.0,0.0,1.852323e6,1.821522e6,1.856074e6,1.856074e6,1.861085e6
3.0,10000.0,0.0,1.839933e6,1.81041e6,1.841927e6,1.841927e6,1.851215e6
4.0,10000.0,0.0,2.05409e6,2.008793e6,2.062814e6,2.062814e6,2.063202e6
4.0,10000.0,0.0,2.047826e6,2.005569e6,2.056617e6,2.056617e6,2.060511e6
4.0,10000.0,0.0,2.037532e6,1.997016e6,2.043878e6,2.043878e6,2.052373e6
2.0,12000.0,2000.0,1.434216e6,1.420529e6,1.435141e6,1.435065e6,1.445059e6
2.0,12000.0,2000.0,1.420997e6,1.410784e6,1.421598e6,1.421939e6,1.436261e6
2.0,12000.0,2000.0,1.390426e6,1.383477e6,1.391092e6,1.3918e6,1.409635e6
3.0,12000.0,2000.0,1.706423e6,1.690366e6,1.714171e6,1.764309e6,1.73996e6
3.0,12000.0,2000.0,1.695659e6,1.695659e6,1.700144e6,1.755269e6,1.736902e6
3.0,12000.0,2000.0,1.671528e6,1.671528e6,1.673819e6,1.734957e6,1.727522e6
4.0,12000.0,2000.0,1.90031e6,1.87085e6,1.906649e6,1.974996e6,1.932606e6
4.0,12000.0,2000.0,1.889835e6,1.889835e6,1.894351e6,1.966814e6,1.930643e6
4.0,12000.0,2000.0,1.869945e6,1.869945e6,1.873013e6,1.951106e6,1.924425e6
2.0,20000.0,0.0,1.544241e6,1.52454e6,1.549424e6,1.549424e6,1.55117e6
2.0,20000.0,0.0,1.534101e6,1.518961e6,1.538841e6,1.538841e6,1.546687e6
2.0,20000.0,0.0,1.515112e6,1.504077e6,1.51941e6,1.51941e6,1.533056e6
3.0,20000.0,0.0,1.846028e6,1.810755e6,1.863419e6,1.863419e6,1.866112e6
3.0,20000.0,0.0,1.838991e6,1.806307e6,1.853529e6,1.853529e6,1.862761e6
3.0,20000.0,0.0,1.822825e6,1.79624e6,1.837968e6,1.837968e6,1.852799e6
4.0,20000.0,0.0,2.035311e6,1.989116e6,2.061976e6,2.061976e6,2.065404e6
4.0,20000.0,0.0,2.029193e6,1.986482e6,2.053524e6,2.053524e6,2.062707e6
4.0,20000.0,0.0,2.017055e6,1.977062e6,2.040638e6,2.040638e6,2.054537e6
2.0,24000.0,4000.0,1.423233e6,1.410018e6,1.43159e6,1.430984e6,1.445829e6
2.0,24000.0,4000.0,1.409316e6,1.399974e6,1.416162e6,1.41626e6,1.437055e6
2.0,24000.0,4000.0,1.379817e6,1.373439e6,1.384288e6,1.384586e6,1.410472e6
3.0,24000.0,4000.0,1.695238e6,1.671348e6,1.709883e6,1.760157e6,1.741424e6
3.0,24000.0,4000.0,1.680213e6,1.680213e6,1.693974e6,1.74889e6,1.738498e6
3.0,24000.0,4000.0,1.654976e6,1.654976e6,1.667516e6,1.727271e6,1.729058e6
4.0,24000.0,4000.0,1.883169e6,1.847832e6,1.902432e6,1.971428e6,1.934412e6
4.0,24000.0,4000.0,1.879722e6,1.85153e6,1.88886e6,1.961694e6,1.932545e6
4.0,24000.0,4000.0,1.882158e6,1.851081e6,1.866805e6,1.943775e6,1.926337e6
2.0,30000.0,0.0,1.531966e6,1.516497e6,1.547667e6,1.547667e6,1.550307e6
2.0,30000.0,0.0,1.523981e6,1.511047e6,1.535189e6,1.535189e6,1.545768e6
2.0,30000.0,0.0,1.506936e6,1.495277e6,1.514486e6,1.514486e6,1.532196e6
3.0,30000.0,0.0,1.820631e6,1.796788e6,1.86028e6,1.86028e6,1.864662e6
3.0,30000.0,0.0,1.814559e6,1.792014e6,1.849474e6,1.849474e6,1.861356e6
3.0,30000.0,0.0,1.800949e6,1.781518e6,1.833104e6,1.833104e6,1.851354e6
4.0,30000.0,0.0,2.000256e6,1.971293e6,2.059861e6,2.059861e6,2.063531e6
4.0,30000.0,0.0,1.993045e6,1.967117e6,2.050249e6,2.050249e6,2.060871e6
4.0,30000.0,0.0,1.98207e6,1.958196e6,2.034789e6,2.034789e6,2.052707e6
2.0,36000.0,6000.0,1.413117e6,1.40075e6,1.42715e6,1.426379e6,1.445114e6
2.0,36000.0,6000.0,1.400775e6,1.390908e6,1.410145e6,1.410569e6,1.436328e6
