wareh,capacity,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,100.0,12377.0,12404.0,12335.0,13070.0,14185.0,0.0,14337.0
2.0,100.0,12114.0,12231.0,12199.0,12534.0,14484.0,0.0,14251.0
2.0,100.0,11586.0,11858.0,11786.0,12050.0,14004.0,0.0,13531.0
2.0,120.0,11612.0,11741.0,11595.0,11915.0,12944.0,13084.0,13411.0
2.0,120.0,11345.0,11404.0,11370.0,11623.0,12573.0,11896.0,12991.0
2.0,120.0,10619.0,10599.0,10599.0,10619.0,11490.0,10808.0,11557.0
3.0,100.0,13229.0,13293.0,13232.0,14354.0,16572.0,0.0,16775.0
3.0,100.0,13155.0,13126.0,13115.0,14142.0,16149.0,0.0,16485.0
3.0,100.0,12855.0,13095.0,12932.0,13772.0,15776.0,0.0,16213.0
3.0,120.0,12672.0,12717.0,12620.0,13286.0,14499.0,15123.0,15658.0
3.0,120.0,12469.0,12601.0,12529.0,13084.0,14241.0,14598.0,15594.0
3.0,120.0,12244.0,12284.0,12247.0,12773.0,14004.0,14044.0,15008.0
4.0,100.0,13729.0,13708.0,13627.0,15843.0,18164.0,0.0,17999.0
4.0,100.0,13658.0,13738.0,13539.0,14991.0,17923.0,0.0,17872.0
4.0,100.0,13487.0,13672.0,13512.0,14821.0,17718.0,0.0,17594.0
4.0,120.0,13283.0,13393.0,13355.0,14098.0,16127.0,16929.0,17118.0
4.0,120.0,13233.0,13139.0,13099.0,14114.0,15633.0,16279.0,16943.0
4.0,120.0,12957.0,12959.0,12971.0,13856.0,15393.0,15461.0,16500.0
