wareh,capacity,buffer,QMK,CHI,CHILOC,KLINKQMK,GP,GS,BS,RND
2.0,1000.0,0.0,0.3039552104027452,0.304677623261694,0.3039552104027452,0.3039552104027452,0.2981759075311541,0.3032327975437963,0.3032327975437963,0.0
2.0,1000.0,0.0,0.19923580786026196,0.4104803493449781,0.40793304221251825,0.19923580786026196,0.39883551673944684,0.40702328966521106,0.40702328966521106,0.0
2.0,1000.0,0.0,0.08842774350345861,0.49915872125630956,0.49841091792858483,0.08842774350345861,0.49841091792858483,0.49766311460086,0.49766311460086,0.0
3.0,1000.0,0.0,0.23727251785302927,0.2410734853720341,0.23738769868693854,0.23727251785302927,0.2326652844966598,0.23681179451739232,0.23681179451739232,0.0
3.0,1000.0,0.0,0.28635838150289017,0.2892485549132948,0.29098265895953757,0.28635838150289017,0.2867052023121387,0.18485549132947976,0.18485549132947976,0.0
3.0,1000.0,0.0,0.33399648917495617,0.33820947922761846,0.3352837916910474,0.33399648917495617,0.3293153891164423,0.18221181977764778,0.18221181977764778,0.0
4.0,1000.0,0.0,0.18434390839121462,0.18734747512671301,0.18547024591702643,0.18434390839121462,0.18509480007508916,0.1846254927726675,0.1846254927726675,0.0
4.0,1000.0,0.0,0.15239887111947314,0.23264346190028218,0.2277516462841016,0.15239887111947314,0.2217309501411101,0.20611476952022578,0.20611476952022578,0.0
4.0,1000.0,0.0,0.2352216748768473,0.27245168624478966,0.2668624478969307,0.2352216748768473,0.2616521409624858,0.2478211443728685,0.2478211443728685,0.0
2.0,1100.0,100.0,0.40461507857569123,0.4064054107817784,0.4026258205689278,0.0,0.39367415953849216,0.4075989655858365,0.4040183011736622,0.0
2.0,1100.0,100.0,0.2793465106897943,0.5108914885034288,0.5042355788624445,0.0,0.5058491327148044,0.5118999596611538,0.5090762404195239,0.0
2.0,1100.0,100.0,0.1635523829519211,0.5977325215200504,0.5983623766533697,0.0,0.5977325215200504,0.5975225698089439,0.5958429561200924,0.0
3.0,1100.0,100.0,0.2644063586686537,0.27483854942871333,0.27483854942871333,0.0,0.26999503229011423,0.2750869349230005,0.2666418281172379,0.0
3.0,1100.0,100.0,0.2981536926147704,0.3315868263473054,0.3315868263473054,0.0,0.3250998003992016,0.2276696606786427,0.3216067864271457,0.0
3.0,1100.0,100.0,0.3411409142425387,0.3864752550056668,0.3864752550056668,0.0,0.38483818158922045,0.21974562397682906,0.3790454602694875,0.0
4.0,1100.0,100.0,0.19715772618094474,0.21837469975980783,0.21837469975980783,0.0,0.20836669335468372,0.2181745396317054,0.20056044835868692,0.0
4.0,1100.0,100.0,0.22391500451037383,0.2602986869800541,0.2602986869800541,0.0,0.25388393304600576,0.24696802646086002,0.24887240653503062,0.0
4.0,1100.0,100.0,0.25527404865246794,0.3002927223175532,0.3002927223175532,0.0,0.29201574644190975,0.299485212476027,0.2892904007267588,0.0
2.0,1200.0,200.0,0.498993513755312,0.5043614403936479,0.4994408409751734,0.0,0.5021248042943414,0.5072690673227466,0.5059270856631626,0.0
2.0,1200.0,200.0,0.6115419708029197,0.6053832116788321,0.6090328467153285,0.0,0.6067518248175183,0.6065237226277372,0.604242700729927,0.0
2.0,1200.0,200.0,0.2381530984204131,0.7001215066828675,0.7013365735115431,0.0,0.6916160388821385,0.7015795868772783,0.7003645200486026,0.0
3.0,1200.0,200.0,0.3123228505871237,0.305034417600216,0.305034417600216,0.0,0.2996355783506546,0.305439330543933,0.29990552031313267,0.0
3.0,1200.0,200.0,0.35007445512386626,0.362664139704887,0.362664139704887,0.0,0.3618519019899824,0.24421280628130504,0.362664139704887,0.0
3.0,1200.0,200.0,0.3992317190286734,0.4246124296885718,0.4246124296885718,0.0,0.4217313760460969,0.20194814103443548,0.43256962546302646,0.0
4.0,1200.0,200.0,0.24385289715629677,0.2297412871498824,0.24203549283728887,0.0,0.22450288646568317,0.22942056874064576,0.2194782980543083,0.0
4.0,1200.0,200.0,0.2629375134206571,0.2744255958771742,0.2744255958771742,0.0,0.2657290100923341,0.2825853553789993,0.2654069143225253,0.0
4.0,1200.0,200.0,0.27400367210281884,0.3214169996759909,0.3214169996759909,0.0,0.3143968031104871,0.31839291500162004,0.31245274867696293,0.0
2.0,2000.0,0.0,0.3132110091743119,0.31100917431192665,0.3132110091743119,0.3132110091743119,0.30403669724770643,0.30935779816513764,0.30935779816513764,0.0
2.0,2000.0,0.0,0.2009250693802035,0.41591119333950044,0.41443108233117487,0.2009250693802035,0.4109158186864015,0.4062904717853839,0.4062904717853839,0.0
2.0,2000.0,0.0,0.0975147030923923,0.5033200531208499,0.5004742933029785,0.0975147030923923,0.495731360273193,0.49516220830961866,0.49516220830961866,0.0
3.0,2000.0,0.0,0.23768961493582264,0.24072345390898486,0.24142357059509922,0.23768961493582264,0.22695449241540255,0.23908984830805136,0.23908984830805136,0.0
3.0,2000.0,0.0,0.28976341063480904,0.296088076832982,0.291988756148981,0.28976341063480904,0.27582572030920594,0.29456547200749594,0.29456547200749594,0.0
3.0,2000.0,0.0,0.34416123295791345,0.34795494961470064,0.34665085951393004,0.34416123295791345,0.32519264967397743,0.34131594546532307,0.34131594546532307,0.0
4.0,2000.0,0.0,0.18645675265553874,0.1929059180576631,0.19546661608497728,0.18645675265553874,0.1921471927162367,0.19594081942336872,0.19594081942336872,0.0
4.0,2000.0,0.0,0.16021311007515937,0.2274759775473314,0.2301398534868233,0.16021311007515937,0.23308914470554654,0.23594329749785936,0.23594329749785936,0.0
4.0,2000.0,0.0,0.23202990224266817,0.2625071880391029,0.26835345984282155,0.23202990224266817,0.26902434349242865,0.27189955913360164,0.27189955913360164,0.0
2.0,2200.0,200.0,0.4040016168148747,0.4040016168148747,0.402586903799515,0.0,0.40177849636216656,0.3973322554567502,0.39652384801940177,0.0
2.0,2200.0,200.0,0.28117960270325615,0.5039934466516486,0.5025599016997747,0.0,0.500921564611919,0.500102396067991,0.5003071882039729,0.0
2.0,2200.0,200.0,0.14473963868225292,0.5931987247608927,0.5942614240170032,0.0,0.5802337938363443,0.5944739638682253,0.5946865037194474,0.0
3.0,2200.0,200.0,0.2611376793355147,0.28127359677825325,0.28127359677825325,0.0,0.27032469166876416,0.2850490812987667,0.27246413289705507,0.0
3.0,2200.0,200.0,0.3233177629087236,0.3396035854058831,0.3396035854058831,0.0,0.3229390228506501,0.33821487185961363,0.33291251104658504,0.0
3.0,2200.0,200.0,0.3776955467653439,0.39096593084088294,0.39096593084088294,0.0,0.3776955467653439,0.39466632640040833,0.3880311343626388,0.0
4.0,2200.0,200.0,0.20182094081942337,0.22630247850278196,0.22630247850278196,0.0,0.21689428426909463,0.21932220536165903,0.2088012139605463,0.0
4.0,2200.0,200.0,0.22456211400222736,0.2597954844588438,0.2597954844588438,0.0,0.25807431406297454,0.264351523742027,0.2555431811278729,0.0
