wareh,capacity,buffer,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,RND
2.0,100.0,0.0,0.30495158048602233,0.30495158048602233,0.30495158048602233,0.20317924355929107,0.30495158048602233,0.2956331079846519,0.26384067239174125,0.26384067239174125,0.0
2.0,100.0,0.0,0.4205090372556253,0.4201401696790852,0.4201401696790852,0.3105864994466986,0.4205090372556253,0.4201401696790852,0.36997417926964216,0.36997417926964216,0.0
2.0,100.0,0.0,0.5122676579925651,0.5122676579925651,0.5122676579925651,0.3758364312267658,0.5122676579925651,0.5122676579925651,0.06505576208178443,0.06505576208178443,0.0
3.0,100.0,0.0,0.2484254723582925,0.2484254723582925,0.2484254723582925,0.15593655236762305,0.2484254723582925,0.24224399346862613,0.1881268952647539,0.1881268952647539,0.0
3.0,100.0,0.0,0.1899388810531265,0.2944287729196051,0.2944287729196051,0.17924306535025858,0.1899388810531265,0.2914903620122238,0.14891866478608373,0.14891866478608373,0.0
3.0,100.0,0.0,0.29850746268656714,0.33329415912563165,0.33211893289458216,0.2295216829239629,0.29850746268656714,0.33329415912563165,0.2301092960394876,0.2301092960394876,0.0
4.0,100.0,0.0,0.18555321995031526,0.1864131473342251,0.1864131473342251,0.11675902923753101,0.18555321995031526,0.18469329256640554,0.13730173896426523,0.13730173896426523,0.0
4.0,100.0,0.0,0.23380984361508206,0.23026000191883333,0.23006811858390097,0.17528542646071188,0.23380984361508206,0.22920464357670534,0.1293293677444114,0.1293293677444114,0.0
4.0,100.0,0.0,0.2731530153875561,0.27286629073879387,0.27286629073879387,0.170027716716047,0.2731530153875561,0.2741087642167639,0.1904807416610914,0.1904807416610914,0.0
2.0,110.0,10.0,0.401695599515543,0.401695599515543,0.401695599515543,0.0,0.0,0.39967702866370614,0.401695599515543,0.3845377472749294,0.0
2.0,110.0,10.0,0.5151700264711871,0.5151700264711871,0.5151700264711871,0.0,0.0,0.5133374058236612,0.5151700264711871,0.4962329464467522,0.0
2.0,110.0,10.0,0.1815488785442234,0.6007194244604317,0.6007194244604317,0.0,0.0,0.6026237833262802,0.14938637325433768,0.5886584849767245,0.0
3.0,110.0,10.0,0.27921092564491656,0.28072837632776937,0.28072837632776937,0.0,0.0,0.28072837632776937,0.2530349013657056,0.25518462316641377,0.0
3.0,110.0,10.0,0.32201697453819267,0.32763354967548675,0.32763354967548675,0.0,0.0,0.3250124812780829,0.22703444832750874,0.3005491762356465,0.0
3.0,110.0,10.0,0.3447964966512107,0.3827923750643998,0.3827923750643998,0.0,0.0,0.38150437918598656,0.3498196805770222,0.3611540443070582,0.0
4.0,110.0,10.0,0.21604320864172832,0.22034406881376278,0.22034406881376278,0.0,0.0,0.21884376875375078,0.19553910782156436,0.18853770754150834,0.0
4.0,110.0,10.0,0.23501738596850075,0.24677848230722033,0.24677848230722033,0.0,0.0,0.24555123747187568,0.21047248926160766,0.21599509102065861,0.0
4.0,110.0,10.0,0.19023345906820266,0.2948312773983077,0.2948312773983077,0.0,0.0,0.2948312773983077,0.18014068712406972,0.259455601998165,0.0
2.0,120.0,20.0,0.5032635606572136,0.5077650236326806,0.5032635606572136,0.0,0.0,0.5077650236326806,0.4710781003826243,0.4895340985820391,0.0
2.0,120.0,20.0,0.3965875028821766,0.6147106294673738,0.6147106294673738,0.0,0.0,0.6117131657827992,0.3931288909384367,0.5981092921374223,0.0
2.0,120.0,20.0,0.24695863746958635,0.6849148418491484,0.6849148418491484,0.0,0.0,0.6854014598540146,0.24695863746958635,0.6761557177615571,0.0
3.0,120.0,20.0,0.3193696120689655,0.3079202586206896,0.3079202586206896,0.0,0.0,0.3087284482758621,0.2898706896551724,0.27976831896551724,0.0
3.0,120.0,20.0,0.3742849359847453,0.37006265322800325,0.37006265322800325,0.0,0.0,0.3685644238627077,0.29392536093707433,0.3417324979569599,0.0
3.0,120.0,20.0,0.40515577612351805,0.42859112213950923,0.42859112213950923,0.0,0.0,0.4273504273504274,0.29004687069203194,0.4142542045767852,0.0
4.0,120.0,20.0,0.23410652920962194,0.21595790378006874,0.2146692439862543,0.0,0.0,0.21595790378006874,0.20317869415807566,0.18900343642611683,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
