wareh,capacity,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,100.0,0.08949804200783197,0.0704877180491278,0.0770380918476326,0.06799572801708793,0.008401566393734424,0.0,0.0
2.0,100.0,0.09165279084920003,0.09708245855353652,0.10301889524361109,0.07876637949757474,-0.019619199305002534,0.0,0.0
2.0,100.0,0.10333461096205443,0.10463779225756994,0.10985051743963205,0.09106937523955538,-0.05596013798390188,0.0,0.0
2.0,120.0,0.09926074233790236,0.0744648082550439,0.09602649006622517,0.07169259202217773,0.05167103034036655,0.05066995225627599,0.0
2.0,120.0,0.10907221387328957,0.09807798781934668,0.109230404176224,0.09412323024598591,0.028078778770861346,0.09119670964169896,0.0
2.0,120.0,0.07054751974443163,0.070813736800071,0.07125743189280327,0.06593309078001597,-0.008430206761913214,0.07028130268879226,0.0
3.0,100.0,0.12934701025769327,0.11971478608956718,0.13053540155116336,0.09169377032774581,0.02257943457593195,0.0,0.0
3.0,100.0,0.13012093965681,0.11973659216108402,0.12587855378965365,0.10536313556639017,0.026594060659785982,0.0,0.0
3.0,100.0,0.12557077625570776,0.12243966079582518,0.12250489236790607,0.10998043052837574,0.040834964122635355,0.0,0.0
3.0,120.0,0.12519989339019189,0.10920842217484009,0.1277318763326226,0.1023454157782516,0.06729744136460554,0.045908848614072496,0.0
3.0,120.0,0.1293974929235746,0.11537943119018736,0.12858875859280228,0.11160533764658309,0.08404097587275913,0.08067124949454105,0.0
3.0,120.0,0.13673184357541898,0.11934357541899442,0.13819832402234636,0.10558659217877095,0.09979050279329608,0.09986033519553073,0.0
4.0,100.0,0.1510850439882698,0.13964809384164223,0.14486803519061583,0.106158357771261,0.02533724340175953,0.0,0.0
4.0,100.0,0.15282392026578073,0.14327242524916944,0.14873042240151874,0.10405790223065971,0.03168011390602753,0.0,0.0
4.0,100.0,0.1518299311511052,0.14101944679309095,0.14609252325160044,0.11136610701775576,0.023613963039014373,0.0,0.0
4.0,120.0,0.14709510299740963,0.1345750585913408,0.14703342790181326,0.10016035524855063,0.06599235228814605,0.04002713704206241,0.0
4.0,120.0,0.14785214785214784,0.12937062937062938,0.14023476523476525,0.10683066933066933,0.05738011988011988,0.059502997002997,0.0
4.0,120.0,0.14998726763432646,0.1396103896103896,0.14826839826839827,0.12554112554112554,0.06869111280875986,0.08696205755029285,0.0
