wareh,capacity,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,1000.0,0.6936623230592055,0.6908693562574245,0.6936351188371102,0.2518657562320339,0.10615087461574037,0.10615087461574037,0.0
2.0,1000.0,0.6761459945463925,0.668647284250866,0.6695316530326479,0.2762086373351021,0.23909278502468864,0.23909278502468864,0.0
2.0,1000.0,0.6996572659616138,0.7066196631414022,0.7074813944379161,0.3107814336075206,0.29205836271053665,0.29205836271053665,0.0
3.0,1000.0,0.7187425798194254,0.7183603500298255,0.7214818933115578,0.22568931667738068,0.12971489132512118,0.12971489132512118,0.0
3.0,1000.0,0.7412123292053724,0.7412646800490934,0.74348086576662,0.2837532064891779,0.10309626156808227,0.10309626156808227,0.0
3.0,1000.0,0.7178817468399928,0.7183849517761937,0.7193254657640927,0.44113700353441565,0.19193673995087762,0.19193673995087762,0.0
2.0,2000.0,0.6936883825970234,0.6866412109888714,0.6928721078933764,0.24284172433496287,0.09592134739744415,0.09592134739744415,0.0
2.0,2000.0,0.6840494495812737,0.6768712845576711,0.6824821241433037,0.2314169920335352,0.22490656329119793,0.22490656329119793,0.0
2.0,2000.0,0.7073046427066284,0.7355215571738001,0.7368838882300477,0.2944693279493487,0.2889513971244034,0.2889513971244034,0.0
3.0,2000.0,0.7476753185246792,0.7417668734333668,0.7452206859109863,0.24139723463977544,0.09937507941458457,0.09937507941458457,0.0
3.0,2000.0,0.7542654152837486,0.758033563349802,0.7599759678482475,0.3757940234605132,0.09787268792617697,0.09787268792617697,0.0
3.0,2000.0,0.7205627057767136,0.7267105656988926,0.7310026938042502,0.4064052678838671,0.2127626459143969,0.2127626459143969,0.0
2.0,3000.0,0.7325980080909965,0.7140485822614879,0.725531992090416,0.4026540645465595,0.0701340638209096,0.0701340638209096,0.0
2.0,3000.0,0.6904629681049962,0.7074378482442013,0.7190259343588604,0.18546491179356175,0.17705151700264712,0.17705151700264712,0.0
2.0,3000.0,0.6568361448625694,0.5969879281192245,0.5982658959537572,0.2778498682710078,0.2784003774920373,0.2784003774920373,0.0
3.0,3000.0,0.7491299069202751,0.7311152222928832,0.7397988090420304,0.2613805862288258,0.08942591200786264,0.08942591200786264,0.0
3.0,3000.0,0.7583408371336451,0.7473029889331049,0.7530949545414936,0.29168385278996134,0.10962907020652395,0.10962907020652395,0.0
3.0,3000.0,0.7414286056081921,0.7375466551823141,0.7462735668485022,0.2840881902574409,0.20366781510192364,0.20366781510192364,0.0
2.0,4000.0,0.7355288513980293,0.6999418245282333,0.718912482274661,0.16380031269316075,0.07130131258408173,0.07130131258408173,0.0
2.0,4000.0,0.707190195860639,0.6889185086452664,0.6949998148765226,0.25660890814173054,0.1956292346995446,0.1956292346995446,0.0
2.0,4000.0,0.7127407378382085,0.5822280127740443,0.5899570933171372,0.3023745616269274,0.29739817009854824,0.29739817009854824,0.0
3.0,4000.0,0.7422187259591747,0.721245003846532,0.735080950700763,0.3232185929212242,0.0895171879247815,0.0895171879247815,0.0
3.0,4000.0,0.722498675932231,0.7138558599456405,0.7216489445288355,0.24194646692158608,0.1254750638753572,0.1254750638753572,0.0
3.0,4000.0,0.7553170486566039,0.7307823465010679,0.7381948058940718,0.3228099143887862,0.20207477071629842,0.20207477071629842,0.0
2.0,5000.0,0.7211558551274947,0.6990270977353451,0.7111997311119791,0.200902955043013,0.07943097480991615,0.07943097480991615,0.0
2.0,5000.0,0.736899028462086,0.6319988167758992,0.6413629262611042,0.2183695541648564,0.17496926390519416,0.17496926390519416,0.0
2.0,5000.0,0.707226531891553,0.5245455257796584,0.5400505406676069,0.2960448989186648,0.3177891396332863,0.3177891396332863,0.0
3.0,5000.0,0.7643203307297246,0.7401351406122437,0.7503141121771303,0.19799199810085172,0.07498740656248372,0.07498740656248372,0.0
3.0,5000.0,0.7247618491029163,0.6811466308222781,0.6840102857810765,0.28310443574308924,0.17643621062474432,0.17643621062474432,0.0
3.0,5000.0,0.7334890507442612,0.699893719864778,0.7057061024012106,0.31622843624092567,0.21604289634384327,0.21604289634384327,0.0
2.0,6000.0,0.7124924201971201,0.6030264908454083,0.6269198396249468,0.13646360337041025,0.07746332280457231,0.07746332280457231,0.0
2.0,6000.0,0.7305164492840702,0.6961573658960446,0.7107810059067674,0.1767315887263013,0.16597184348453056,0.16597184348453056,0.0
2.0,6000.0,0.6989789400237821,0.5995951138496615,0.6008333579016677,0.3014731173285376,0.2810813998054188,0.2810813998054188,0.0
3.0,6000.0,0.7461649615629155,0.7209987861973296,0.7329345124559274,0.18093751806253974,0.0824172013178429,0.0824172013178429,0.0
3.0,6000.0,0.7656842548808465,0.7436853317102861,0.7502926166955382,0.18574137365981552,0.13438129125895407,0.13438129125895407,0.0
3.0,6000.0,0.7573299276900385,0.7061433488026286,0.7181650297993788,0.3053686848700699,0.19400175078845439,0.19400175078845439,0.0
2.0,7000.0,0.725423390933227,0.6933825061843619,0.7156552705261918,0.11731711958245362,0.08095397747351825,0.08095397747351825,0.0
2.0,7000.0,0.7080744196338022,0.6600224955285527,0.6633876053325466,0.20412848265816017,0.1853484041081998,0.1853484041081998,0.0
