wareh,capacity,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,1000.0,0.845201940075246,0.8354199718961063,0.8446579937446173,0.3988939757943883,0.08116585830198086,0.08116585830198086,0.0
2.0,1000.0,0.829159370338457,0.8358395641659949,0.8372941972185933,0.3772039543782602,0.10263038422695982,0.10263038422695982,0.0
2.0,1000.0,0.8111737740809883,0.8413953533833116,0.8430960502780737,0.4930457135596368,-0.022040640791312762,-0.022040640791312762,0.0
3.0,1000.0,0.8486407307874189,0.8570720060898952,0.8587963229951212,0.28676139836910763,0.07151589947059434,0.07151589947059434,0.0
3.0,1000.0,0.8522739220336211,0.8537225032417846,0.8549549654793752,0.4141832455228327,0.09784348313687924,0.09784348313687924,0.0
3.0,1000.0,0.8503013724868168,0.8651874375258127,0.8664982731685711,0.43992003304024085,0.10347221806558966,0.10347221806558966,0.0
2.0,2000.0,0.8365733681841284,0.8324802149132361,0.84625716982502,0.1943385609525884,0.04923582371306179,0.04923582371306179,0.0
2.0,2000.0,0.8469688432370519,0.8422024958663945,0.8513102836715654,0.2687813484329247,0.11702491247840827,0.11702491247840827,0.0
2.0,2000.0,0.8407461809635722,0.845906776341559,0.8474441833137485,0.2254798276537407,0.2261848805327066,0.2261848805327066,0.0
3.0,2000.0,0.8642562364550191,0.8581177664038364,0.8647922718679393,0.41609604832388064,0.04246207405358048,0.04246207405358048,0.0
3.0,2000.0,0.8542498806376859,0.8401709501240203,0.8506107856951545,0.2192889499609889,0.07576886797945803,0.07576886797945803,0.0
3.0,2000.0,0.8471269296740995,0.8530588907947398,0.8593124642652945,0.3584131408423861,0.1520333047455689,0.1520333047455689,0.0
2.0,3000.0,0.823945773553704,0.8065366128460707,0.8197661211917461,0.3689542691514397,0.05401746367791235,0.05401746367791235,0.0
2.0,3000.0,0.8381835358624777,0.8327189537640782,0.8446113663307647,0.23181868701837582,0.12752852697095435,0.12752852697095435,0.0
2.0,3000.0,0.7980702963473466,0.8143546322733091,0.8261888352860096,0.2674707098552722,0.2050802402284139,0.2050802402284139,0.0
3.0,3000.0,0.8739907827714058,0.8702657749748779,0.8760987329198285,0.3303937535373136,0.04769165020732989,0.04769165020732989,0.0
3.0,3000.0,0.8565776977620854,0.844482121736496,0.8512290759935444,0.22213676857014678,0.07468843404240444,0.07468843404240444,0.0
3.0,3000.0,0.8451864105151894,0.8408448937910936,0.8544307955067989,0.24843388891211265,0.14159196908983415,0.14159196908983415,0.0
2.0,4000.0,0.8487199803284063,0.8072730253271768,0.8354416545996011,0.18898390754350974,0.04561806143730135,0.04561806143730135,0.0
2.0,4000.0,0.8620750087627059,0.8539671998081428,0.8604884977954876,0.22973047761359233,0.10748611802903683,0.10748611802903683,0.0
2.0,4000.0,0.8689908328916632,0.8250103056357105,0.8492138272186561,0.3467993639950533,0.1799560292876352,0.1799560292876352,0.0
3.0,4000.0,0.882904048858769,0.8722594871676461,0.8821651638823788,0.33664292229008164,0.033809760208735,0.033809760208735,0.0
3.0,4000.0,0.8626820084169785,0.8440061087212488,0.8540959908602339,0.2688711689341214,0.0990102472633162,0.0990102472633162,0.0
3.0,4000.0,0.8698310154030208,0.853177807686556,0.8600927172125019,0.25470913713174814,0.14218633168835054,0.14218633168835054,0.0
2.0,5000.0,0.8396195533570961,0.8054120899105259,0.8341547246672001,0.2148559685749618,0.046910234960354985,0.046910234960354985,0.0
