wareh,capacity,QMKOPT,QMK,CHISOL,CHI,KLINK,GP,GS,BS,OPT,RND
2.0,10.0,0.05851063829787234,0.05851063829787234,0.05851063829787234,0.05851063829787234,0.05851063829787234,0.05851063829787234,0.0,0.0,0.05851063829787234,0.0
3.0,10.0,0.08517887563884156,0.08517887563884156,0.08517887563884156,0.08517887563884156,0.08517887563884156,0.08517887563884156,-0.018739352640545145,0.0,0.08517887563884156,0.0
4.0,10.0,0.0762402088772846,0.0762402088772846,0.0762402088772846,0.0762402088772846,0.0762402088772846,0.0762402088772846,-0.005744125326370757,0.0,0.07676240208877284,0.0
2.0,12.0,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.0,0.08823529411764706,0.08823529411764706,0.05380200860832138,0.09253945480631277,0.0
3.0,12.0,0.06565349544072949,0.06565349544072949,0.0668693009118541,0.06565349544072949,0.0,0.0668693009118541,0.03343465045592705,0.0182370820668693,0.07963525835866261,0.0
4.0,12.0,0.05143805309734513,0.05143805309734513,0.043694690265486724,0.05143805309734513,0.0,0.059734513274336286,0.007190265486725664,0.007190265486725664,0.06747787610619468,0.0
