dependency,skus,service_level,wareh,diff,buffer,heuristic,parcel_train,parcel_test,duration
EF,1000,1.0,2,0.0,0.0,CHIM,154937,154948,12.046913
EF,1000,1.0,2,0.0,0.0,CHI,153233,154787,0.3954589
EF,1000,1.0,2,0.0,0.0,RND,155142,155030,0.5763147
EF,1000,0.9,2,0.0,0.0,CHIM,154977,154952,0.2916655
EF,1000,0.9,2,0.0,0.0,CHI,153194,154903,0.3157555
EF,1000,0.9,2,0.0,0.0,RND,155168,155047,0.3036218
EF,1000,0.8,2,0.0,0.0,CHIM,154977,154952,0.2745726
EF,1000,0.8,2,0.0,0.0,CHI,153194,154903,0.2889948
EF,1000,0.8,2,0.0,0.0,RND,155168,155032,0.3035203
EF,1000,0.7,2,0.0,0.0,CHIM,154931,154960,0.2554197
EF,1000,0.7,2,0.0,0.0,CHI,153090,154980,0.3123984
EF,1000,0.7,2,0.0,0.0,RND,155168,155034,0.2851444
EF,1000,0.6,2,0.0,0.0,CHIM,154931,154960,0.2892341
EF,1000,0.6,2,0.0,0.0,CHI,153090,154980,0.2893906
EF,1000,0.6,2,0.0,0.0,RND,155169,155036,0.282035
EF,1000,0.5,2,0.0,0.0,CHIM,154931,154960,0.3255605
EF,1000,0.5,2,0.0,0.0,CHI,153090,154980,0.2968659
EF,1000,0.5,2,0.0,0.0,RND,155171,155030,0.2668736
EF,1000,0.4,2,0.0,0.0,CHIM,154961,154929,0.3023957
EF,1000,0.4,2,0.0,0.0,CHI,153211,154791,0.3178313
EF,1000,0.4,2,0.0,0.0,RND,155170,155037,0.3015752
EF,1000,0.3,2,0.0,0.0,CHIM,154958,154942,0.3028198
EF,1000,0.3,2,0.0,0.0,CHI,153124,154917,0.3082819
EF,1000,0.3,2,0.0,0.0,RND,155153,155023,0.3144213
EF,1000,0.2,2,0.0,0.0,CHIM,154954,154952,0.3027745
EF,1000,0.2,2,0.0,0.0,CHI,153081,155009,0.2961269
EF,1000,0.2,2,0.0,0.0,RND,155168,155037,0.3197956
EF,1000,0.1,2,0.0,0.0,CHIM,154947,154929,0.2997542
EF,1000,0.1,2,0.0,0.0,CHI,153305,154896,0.2982668
EF,1000,0.1,2,0.0,0.0,RND,155160,155021,0.3278119
EF,1000,0.09,2,0.0,0.0,CHIM,154941,154977,0.2935883
EF,1000,0.09,2,0.0,0.0,CHI,153386,155095,0.3145787
EF,1000,0.09,2,0.0,0.0,RND,155172,155033,0.2964826
EF,1000,0.08,2,0.0,0.0,CHIM,154941,154977,0.3004832
EF,1000,0.08,2,0.0,0.0,CHI,153386,155095,0.3196729
EF,1000,0.08,2,0.0,0.0,RND,155162,155033,0.2919723
EF,1000,0.07,2,0.0,0.0,CHIM,154924,154968,0.3200546
EF,1000,0.07,2,0.0,0.0,CHI,153131,154864,0.3319199
EF,1000,0.07,2,0.0,0.0,RND,155187,155015,0.2956023
EF,1000,0.06,2,0.0,0.0,CHIM,154940,154937,0.3165753
EF,1000,0.06,2,0.0,0.0,CHI,153035,155121,0.3425048
EF,1000,0.06,2,0.0,0.0,RND,155168,155015,0.3226389
EF,1000,0.05,2,0.0,0.0,CHIM,154940,154937,0.3056268
EF,1000,0.05,2,0.0,0.0,CHI,153035,155121,0.3652589
EF,1000,0.05,2,0.0,0.0,RND,155174,155041,0.3040531
EF,1000,0.04,2,0.0,0.0,CHIM,154940,154937,0.3043092
EF,1000,0.04,2,0.0,0.0,CHI,153035,155121,0.3126815
EF,1000,0.04,2,0.0,0.0,RND,155153,155017,0.2742712
EF,1000,0.03,2,0.0,0.0,CHIM,154940,154937,0.2987309
EF,1000,0.03,2,0.0,0.0,CHI,153035,155121,0.3402955
EF,1000,0.03,2,0.0,0.0,RND,155157,155022,0.3120306
EF,1000,0.02,2,0.0,0.0,CHIM,154938,154931,0.296326
EF,1000,0.02,2,0.0,0.0,CHI,153118,154865,0.3332248
EF,1000,0.02,2,0.0,0.0,RND,155172,155024,0.3693676
EF,1000,0.01,2,0.0,0.0,CHIM,154947,154953,0.3207243
EF,1000,0.01,2,0.0,0.0,CHI,153151,154894,0.3096953
EF,1000,0.01,2,0.0,0.0,RND,155168,155040,0.2580514
EF,1000,0.009,2,0.0,0.0,CHIM,154937,154932,0.3054175
EF,1000,0.009,2,0.0,0.0,CHI,152949,155079,0.3386168
EF,1000,0.009,2,0.0,0.0,RND,155165,155023,0.2547945
EF,1000,0.008,2,0.0,0.0,CHIM,154941,154929,0.2886386
EF,1000,0.008,2,0.0,0.0,CHI,153122,154903,0.2887063
EF,1000,0.008,2,0.0,0.0,RND,155152,155027,0.2151095
EF,1000,0.007,2,0.0,0.0,CHIM,154941,154929,0.287641
EF,1000,0.007,2,0.0,0.0,CHI,153122,154903,0.3005162
EF,1000,0.007,2,0.0,0.0,RND,155141,155035,0.2161983
EF,1000,0.006,2,0.0,0.0,CHIM,154929,154908,0.2783487
EF,1000,0.006,2,0.0,0.0,CHI,153359,155049,0.2865532
EF,1000,0.006,2,0.0,0.0,RND,155169,155030,0.2146601
EF,1000,0.005,2,0.0,0.0,CHIM,154929,154908,0.2679044
EF,1000,0.005,2,0.0,0.0,CHI,153359,155049,0.2855049
EF,1000,0.005,2,0.0,0.0,RND,155151,155020,0.2239756
EF,1000,0.004,2,0.0,0.0,CHIM,154939,154888,0.2909297
EF,1000,0.004,2,0.0,0.0,CHI,153217,155058,0.3070681
EF,1000,0.004,2,0.0,0.0,RND,155158,155043,0.2177802
EF,1000,0.003,2,0.0,0.0,CHIM,154939,154888,0.2697876
EF,1000,0.003,2,0.0,0.0,CHI,153217,155058,0.2890463
EF,1000,0.003,2,0.0,0.0,RND,155166,155024,0.2271526
EF,1000,0.002,2,0.0,0.0,CHIM,154955,154907,0.2758373
EF,1000,0.002,2,0.0,0.0,CHI,153239,154807,0.2822986
EF,1000,0.002,2,0.0,0.0,RND,155177,155024,0.2463521
EF,1000,0.001,2,0.0,0.0,CHIM,154955,154907,0.2650087
EF,1000,0.001,2,0.0,0.0,CHI,153239,154807,0.2919371
EF,1000,0.001,2,0.0,0.0,RND,155158,155062,0.2639929
EF,1000,0.0009,2,0.0,0.0,CHIM,154943,154908,0.2799287
EF,1000,0.0009,2,0.0,0.0,CHI,152964,155037,0.2962889
EF,1000,0.0009,2,0.0,0.0,RND,155182,155021,0.2460662
EF,1000,0.0008,2,0.0,0.0,CHIM,154943,154908,0.2710274
EF,1000,0.0008,2,0.0,0.0,CHI,152964,155037,0.2883118
EF,1000,0.0008,2,0.0,0.0,RND,155164,155042,0.2623745
EF,1000,0.0007,2,0.0,0.0,CHIM,154943,154908,0.2671584
EF,1000,0.0007,2,0.0,0.0,CHI,152964,155037,0.3069524
EF,1000,0.0007,2,0.0,0.0,RND,155166,155015,0.2998301
EF,1000,0.0006,2,0.0,0.0,CHIM,154943,154908,0.3210329
EF,1000,0.0006,2,0.0,0.0,CHI,152964,155037,0.3018938
EF,1000,0.0006,2,0.0,0.0,RND,155155,155022,0.2895713
EF,1000,0.0005,2,0.0,0.0,CHIM,154944,154895,0.3198088
