wareh,capacity,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,100.0,0.02188333447309034,0.012240990220884908,0.019421459344867675,0.012719688162483759,0.01094166723654517,0.0,0.0
2.0,100.0,0.05078967508522925,0.04863285326654143,0.050163501008836014,0.03951854171015098,-0.015097752730814722,0.0,0.0
2.0,100.0,0.07690036900369003,0.07380073800738007,0.07616236162361624,0.06686346863468634,-0.037638376383763834,0.0,0.0
2.0,120.0,0.0472109346139638,0.037753971185814555,0.04181751015884743,0.03420760990025859,0.036867380864425564,0.033764314739564094,0.0
2.0,120.0,0.07417897879507004,0.06989206154788334,0.0724182806399755,0.06369134195820256,0.005664854933782439,0.06721273826839164,0.0
2.0,120.0,0.06656944325298104,0.06785622372823197,0.06691258471304795,0.06519687741271339,-0.007377541391438621,0.06656944325298104,0.0
3.0,100.0,0.029185413213355434,0.013260715131423158,0.02214065829978688,0.013615912858157707,0.015095903386218329,0.0,0.0
3.0,100.0,0.045878693623639194,0.03481277664792439,0.04246919487977031,0.03529130278741476,0.033197750927144394,0.0,0.0
3.0,100.0,0.06089526506988486,0.05221353364940583,0.057693491780062806,0.052521396465734865,0.03269503109414445,0.0,0.0
3.0,120.0,0.04140997141949825,0.025849476024134645,0.03042235630358844,0.03315338202604001,0.029025087329310893,0.015433470943156558,0.0
3.0,120.0,0.05358747272493903,0.05127711461943268,0.05050699525093056,0.05198305737389295,0.03972532409190091,0.04364009754845334,0.0
3.0,120.0,0.06940273606940274,0.07247247247247247,0.07467467467467467,0.06539873206539873,0.05425425425425425,0.06619953286619953,0.0
4.0,100.0,0.03222088044790866,0.010154791963991657,0.02371281150510484,0.012789548797892195,0.008617850477549677,0.0,0.0
4.0,100.0,0.044295376427541854,0.02988136157001885,0.03886240159662934,0.029216099345825478,0.0055438518682780795,0.0,0.0
4.0,100.0,0.05462161091300164,0.04324446708552669,0.05399898115129903,0.04188600215090282,0.004811229976792891,0.0,0.0
4.0,120.0,0.04042702135106755,0.011958931279897328,0.026309648815774123,0.01855092754637732,0.02228444755571112,0.009508808773772023,0.0
4.0,120.0,0.05348032604233859,0.03600539494517094,0.04357004632615962,0.04198674719990617,0.02181434351726969,0.034598017944056765,0.0
4.0,120.0,0.060258335836587566,0.06013817963352358,0.0636227095223791,0.06121958546109943,0.03057975367978372,0.054130369480324424,0.0
