dependency,skus,wareh,diff,buffer,weight_mode,mode,benchiter,orders,train_test,parcel_train,parcel_test,flexibility,duration,cap_used,local_search,gap
HD-VF,1000,2,0.0,0.2,uniform,RND,1,20000,0.5,5090,5176,0.5008,0.036726651,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,QMKJ,1,2000,0.5,1,177,1.161,900.202218774,1200,0,4.4082224400296406e-10
HD-VF,1000,2,0.2,0.2,uniform,GO,1,2000,0.5,22,164,1.178,0.00701228,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,GO_LS,1,2000,0.5,1,149,1.193,0.008958859999999999,1200,3,0.0
HD-VF,1000,2,0.2,0.2,uniform,GP,1,2000,0.5,24,165,1.179,0.002448833,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,GP_LS,1,2000,0.5,6,161,1.183,0.004772951,1200,4,0.0
HD-VF,1000,2,0.2,0.2,uniform,GS,1,2000,0.5,12,160,1.182,0.001517206,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,GS_LS,1,2000,0.5,3,157,1.185,0.0039065969999999995,1200,4,0.0
HD-VF,1000,2,0.2,0.2,uniform,BS,1,2000,0.5,30,174,1.151,0.000765095,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,BS_LS,1,2000,0.5,2,168,1.157,0.002838873,1200,3,0.0
HD-VF,1000,2,0.2,0.2,uniform,EMCI,1,2000,0.5,38,169,1.156,0.000476594,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,EMCI_LS,1,2000,0.5,4,170,1.155,0.002382768,1200,3,0.0
HD-VF,1000,2,0.2,0.2,uniform,IIH,1,2000,0.5,0,210,0.861,0.079474975,1200,1,0.0
HD-VF,1000,2,0.2,0.2,uniform,OPT,1,2000,0.5,0,171,1.072,79.797401849,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,RND,1,2000,0.5,472,462,0.5602,0.005943856,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,QMKJ,1,10000,0.5,150,308,1.3362,265.62198734,1200,0,3.020547422036875e-11
HD-VF,1000,2,0.2,0.2,uniform,GO,1,10000,0.5,513,615,1.27,0.044821882,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,GO_LS,1,10000,0.5,223,388,1.3154,0.049277366999999996,1200,6,0.0
HD-VF,1000,2,0.2,0.2,uniform,GP,1,10000,0.5,417,552,1.2846,0.003169244,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,GP_LS,1,10000,0.5,203,364,1.3222,0.007563904999999999,1200,6,0.0
HD-VF,1000,2,0.2,0.2,uniform,GS,1,10000,0.5,398,561,1.2396,0.002280056,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,GS_LS,1,10000,0.5,259,416,1.2686,0.007460822,1200,8,0.0
HD-VF,1000,2,0.2,0.2,uniform,BS,1,10000,0.5,361,541,1.2686,0.001414583,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,BS_LS,1,10000,0.5,178,360,1.3048,0.006679025000000001,1200,8,0.0
HD-VF,1000,2,0.2,0.2,uniform,EMCI,1,10000,0.5,361,541,1.2686,0.000478547,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,EMCI_LS,1,10000,0.5,178,360,1.3048,0.005574203,1200,8,0.0
HD-VF,1000,2,0.2,0.2,uniform,IIH,1,10000,0.5,74,356,1.167,1.697074992,1200,7,0.0
HD-VF,1000,2,0.2,0.2,uniform,OPT,1,10000,0.5,0,260,1.2202,1059.773838227,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,RND,1,10000,0.5,2364,2359,0.5504,0.019040496,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,QMKJ,1,20000,0.5,451,581,1.3072,12.832840174,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,GO,1,20000,0.5,1256,1406,1.224,0.115794262,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,GO_LS,1,20000,0.5,518,609,1.3037,0.12393797399999999,1200,9,0.0
HD-VF,1000,2,0.2,0.2,uniform,GP,1,20000,0.5,936,1053,1.2621,0.004668385,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,GP_LS,1,20000,0.5,519,653,1.3021,0.012793722,1200,11,0.0
HD-VF,1000,2,0.2,0.2,uniform,GS,1,20000,0.5,914,1013,1.2618,0.002993884,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,GS_LS,1,20000,0.5,527,631,1.3,0.011333122,1200,11,0.0
HD-VF,1000,2,0.2,0.2,uniform,BS,1,20000,0.5,944,1003,1.2417,0.002169468,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,BS_LS,1,20000,0.5,520,595,1.2825,0.009208187,1200,8,0.0
HD-VF,1000,2,0.2,0.2,uniform,EMCI,1,20000,0.5,944,1003,1.2417,0.00064516,1200,0,0.0
HD-VF,1000,2,0.2,0.2,uniform,EMCI_LS,1,20000,0.5,520,595,1.2825,0.007734595,1200,8,0.0
HD-VF,1000,2,0.2,0.2,uniform,IIH,1,20000,0.5,311,561,1.1763,4.19652589,1200,8,0.0
HD-VF,1000,2,0.2,0.2,uniform,OPT,1,20000,0.5,184,477,1.1961,1941.995498093,1200,0,0.01806755695181126
HD-VF,1000,2,0.2,0.2,uniform,RND,1,20000,0.5,4862,4858,0.5349,0.032312663,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,QMKJ,1,2000,0.5,64,361,1.283,900.653793714,1200,0,2.874741415884341e-9
HD-VF,1000,4,0.0,0.2,uniform,GO,1,2000,0.5,388,620,0.662,0.007027128,1100,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,GO_LS,1,2000,0.5,145,508,0.754,0.015461915,1100,9,0.0
HD-VF,1000,4,0.0,0.2,uniform,GP,1,2000,0.5,450,712,0.404,0.00202114,1000,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,GP_LS,1,2000,0.5,282,622,0.466,0.009040142,1000,8,0.0
HD-VF,1000,4,0.0,0.2,uniform,GS,1,2000,0.5,254,513,1.08,0.001532194,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,GS_LS,1,2000,0.5,95,410,1.154,0.009800589,1200,9,0.0
HD-VF,1000,4,0.0,0.2,uniform,BS,1,2000,0.5,315,518,1.164,0.000910087,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,BS_LS,1,2000,0.5,99,372,1.26,0.007669082,1200,8,0.0
HD-VF,1000,4,0.0,0.2,uniform,EMCI,1,2000,0.5,389,574,1.124,0.000568997,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,EMCI_LS,1,2000,0.5,120,408,1.226,0.00629794,1200,7,0.0
HD-VF,1000,4,0.0,0.2,uniform,OPT,1,2000,0.5,0,427,0.758,191.198433712,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,RND,1,2000,0.5,1073,1071,0.1969,0.023433834,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,QMKJ,1,10000,0.5,702,970,1.4466,910.006112889,1200,0,0.00013590642820250208
HD-VF,1000,4,0.0,0.2,uniform,GO,1,10000,0.5,2343,2440,0.818,0.049131192,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,GO_LS,1,10000,0.5,1183,1379,1.0976,0.064113788,1200,11,0.0
HD-VF,1000,4,0.0,0.2,uniform,GP,1,10000,0.5,2369,2549,0.8924,0.004458731,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,GP_LS,1,10000,0.5,1196,1392,1.102,0.022968091,1200,15,0.0
HD-VF,1000,4,0.0,0.2,uniform,GS,1,10000,0.5,1767,1964,1.2692,0.002908815,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,GS_LS,1,10000,0.5,736,962,1.4388,0.015205034,1200,10,0.0
HD-VF,1000,4,0.0,0.2,uniform,BS,1,10000,0.5,2240,2353,1.157,0.002033653,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,BS_LS,1,10000,0.5,710,889,1.379,0.020485313999999998,1200,17,0.0
HD-VF,1000,4,0.0,0.2,uniform,EMCI,1,10000,0.5,2255,2341,1.1546,0.00078375,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,EMCI_LS,1,10000,0.5,758,876,1.3806,0.017520446,1200,16,0.0
HD-VF,1000,4,0.0,0.2,uniform,OPT,1,10000,0.5,4237,4182,0.413,1962.663512642,1200,0,0.5085995085994309
HD-VF,1000,4,0.0,0.2,uniform,RND,1,10000,0.5,5405,5294,0.1981,0.05911261,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,QMKJ,1,20000,0.5,1599,1885,1.4221,906.603328786,1200,0,0.0024147760019396455
HD-VF,1000,4,0.0,0.2,uniform,GO,1,20000,0.5,4710,4992,0.8337,0.115880964,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,GO_LS,1,20000,0.5,2675,3068,1.0535,0.129847915,1200,7,0.0
HD-VF,1000,4,0.0,0.2,uniform,GP,1,20000,0.5,4693,5016,0.9163,0.005723292,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,GP_LS,1,20000,0.5,2580,2953,1.1068,0.028901356,1200,15,0.0
HD-VF,1000,4,0.0,0.2,uniform,GS,1,20000,0.5,3466,3819,1.1556,0.003368928,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,GS_LS,1,20000,0.5,1885,2298,1.2818,0.022072582,1200,11,0.0
HD-VF,1000,4,0.0,0.2,uniform,BS,1,20000,0.5,4341,4693,1.1562,0.00258628,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,BS_LS,1,20000,0.5,1692,1959,1.3581,0.021196007000000003,1200,13,0.0
HD-VF,1000,4,0.0,0.2,uniform,EMCI,1,20000,0.5,4346,4700,1.1519,0.000803476,1200,0,0.0
HD-VF,1000,4,0.0,0.2,uniform,EMCI_LS,1,20000,0.5,1804,2095,1.3393,0.020807628999999998,1200,14,0.0
HD-VF,1000,4,0.0,0.2,uniform,OPT,1,20000,0.5,10414,10563,0.206,3085.913359743,1200,0,0.7499999999999938
HD-VF,1000,4,0.0,0.2,uniform,RND,1,20000,0.5,10750,10800,0.1871,0.061502121,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,QMKJ,1,2000,0.5,54,340,1.388,900.300506697,1200,0,4.307423288542446e-9
HD-VF,1000,4,0.2,0.2,uniform,GO,1,2000,0.5,347,530,0.803,0.006893998,1100,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,GO_LS,1,2000,0.5,127,425,0.906,0.014330293000000001,1100,8,0.0
HD-VF,1000,4,0.2,0.2,uniform,GP,1,2000,0.5,328,557,0.53,0.001770079,1000,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,GP_LS,1,2000,0.5,179,461,0.601,0.0077114409999999994,1000,7,0.0
HD-VF,1000,4,0.2,0.2,uniform,GS,1,2000,0.5,153,399,1.256,0.001550157,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,GS_LS,1,2000,0.5,98,376,1.271,0.006599806,1200,5,0.0
HD-VF,1000,4,0.2,0.2,uniform,BS,1,2000,0.5,248,471,1.281,0.000668413,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,BS_LS,1,2000,0.5,90,371,1.346,0.006749126,1200,7,0.0
HD-VF,1000,4,0.2,0.2,uniform,EMCI,1,2000,0.5,299,477,1.276,0.000422983,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,EMCI_LS,1,2000,0.5,60,353,1.35,0.007690972000000001,1200,9,0.0
HD-VF,1000,4,0.2,0.2,uniform,OPT,1,2000,0.5,0,378,0.776,138.993150353,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,RND,1,2000,0.5,1066,1038,0.2094,0.01332119,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,QMKJ,1,10000,0.5,648,949,1.4634,908.514103094,1200,0,0.0015010463046221622
HD-VF,1000,4,0.2,0.2,uniform,GO,1,10000,0.5,2085,2314,0.8778,0.048245411,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,GO_LS,1,10000,0.5,1161,1491,1.072,0.065065263,1200,14,0.0
HD-VF,1000,4,0.2,0.2,uniform,GP,1,10000,0.5,2259,2480,0.9064,0.004166693,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,GP_LS,1,10000,0.5,1256,1591,1.0648,0.017194153,1200,10,0.0
HD-VF,1000,4,0.2,0.2,uniform,GS,1,10000,0.5,1896,2167,1.1192,0.002861406,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,GS_LS,1,10000,0.5,977,1288,1.2686,0.01767717,1200,12,0.0
HD-VF,1000,4,0.2,0.2,uniform,BS,1,10000,0.5,1985,2182,1.2072,0.001910232,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,BS_LS,1,10000,0.5,727,982,1.3942,0.016901825000000002,1200,14,0.0
HD-VF,1000,4,0.2,0.2,uniform,EMCI,1,10000,0.5,2026,2214,1.2002,0.000841147,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,EMCI_LS,1,10000,0.5,751,1017,1.3842,0.016245284,1200,15,0.0
HD-VF,1000,4,0.2,0.2,uniform,OPT,1,10000,0.5,5139,5193,0.2166,1956.4943144,1200,0,0.9999999999999994
HD-VF,1000,4,0.2,0.2,uniform,RND,1,10000,0.5,5203,5207,0.2083,0.034173123,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,QMKJ,1,20000,0.5,1517,1947,1.4038,914.587282588,1200,0,0.0156293010185906
HD-VF,1000,4,0.2,0.2,uniform,GO,1,20000,0.5,4469,4814,0.8436,0.115388241,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,GO_LS,1,20000,0.5,2547,2899,1.0823,0.131656497,1200,9,0.0
HD-VF,1000,4,0.2,0.2,uniform,GP,1,20000,0.5,4350,4632,0.9441,0.005590424,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,GP_LS,1,20000,0.5,2686,3080,1.0886,0.023971161,1200,11,0.0
HD-VF,1000,4,0.2,0.2,uniform,GS,1,20000,0.5,3662,4162,1.1045,0.003642351,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,GS_LS,1,20000,0.5,2055,2478,1.262,0.024643443,1200,15,0.0
HD-VF,1000,4,0.2,0.2,uniform,BS,1,20000,0.5,3809,4190,1.22,0.002560011,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,BS_LS,1,20000,0.5,1630,1990,1.3917,0.021309621,1200,13,0.0
HD-VF,1000,4,0.2,0.2,uniform,EMCI,1,20000,0.5,3814,4197,1.2156,0.000637917,1200,0,0.0
HD-VF,1000,4,0.2,0.2,uniform,EMCI_LS,1,20000,0.5,1708,2006,1.3869,0.017945933,1200,12,0.0
HD-VF,1000,4,0.2,0.2,uniform,OPT,1,20000,0.5,10444,10507,0.1988,3192.865664719,1200,0,0.9999999999999998
HD-VF,1000,4,0.2,0.2,uniform,RND,1,20000,0.5,10324,10686,0.1919,0.064681484,1200,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,QMKJ,1,2000,0.5,126,471,1.21,900.36480947,1200,0,0.00016412611619761938
HD-VF,1000,6,0.0,0.2,uniform,GO,1,2000,0.5,599,885,0.397,0.006722346,1034,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,GO_LS,1,2000,0.5,268,658,0.557,0.019671989,1034,12,0.0
HD-VF,1000,6,0.0,0.2,uniform,GP,1,2000,0.5,676,908,0.325,0.001975715,1000,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,GP_LS,1,2000,0.5,377,744,0.409,0.015028172,1000,12,0.0
HD-VF,1000,6,0.0,0.2,uniform,GS,1,2000,0.5,347,688,0.984,0.001712622,1200,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,GS_LS,1,2000,0.5,167,545,1.065,0.010152579,1200,7,0.0
HD-VF,1000,6,0.0,0.2,uniform,BS,1,2000,0.5,499,722,0.935,0.000851347,1200,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,BS_LS,1,2000,0.5,183,506,1.048,0.012567197,1200,11,0.0
HD-VF,1000,6,0.0,0.2,uniform,EMCI,1,2000,0.5,631,774,0.91,0.000485139,1200,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,EMCI_LS,1,2000,0.5,187,505,1.057,0.011826467,1200,11,0.0
HD-VF,1000,6,0.0,0.2,uniform,OPT,1,2000,0.5,0,461,0.756,493.031793946,1200,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,RND,1,2000,0.5,1281,1307,0.1162,0.087408852,1200,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,QMKJ,1,10000,0.5,929,1205,1.4846,904.041267548,1200,0,2.744658980892888e-8
HD-VF,1000,6,0.0,0.2,uniform,GO,1,10000,0.5,4093,4368,0.4152,0.048419468,1020,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,GO_LS,1,10000,0.5,1909,2255,0.6964,0.070866371,1020,16,0.0
HD-VF,1000,6,0.0,0.2,uniform,GP,1,10000,0.5,3697,4045,0.3724,0.003532714,1000,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,GP_LS,1,10000,0.5,2153,2455,0.5684,0.023627837000000002,1000,15,0.0
HD-VF,1000,6,0.0,0.2,uniform,GS,1,10000,0.5,1917,2266,1.2972,0.002812635,1200,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,GS_LS,1,10000,0.5,1054,1262,1.4596,0.017807504000000002,1200,10,0.0
HD-VF,1000,6,0.0,0.2,uniform,BS,1,10000,0.5,3157,3469,1.1692,0.001826084,1200,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,BS_LS,1,10000,0.5,1110,1382,1.4348,0.021337944,1200,15,0.0
HD-VF,1000,6,0.0,0.2,uniform,EMCI,1,10000,0.5,3209,3500,1.1672,0.00066678,1200,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,EMCI_LS,1,10000,0.5,1075,1328,1.44,0.025375124,1200,20,0.0
HD-VF,1000,6,0.0,0.2,uniform,OPT,1,10000,0.5,6639,6701,0.1118,2426.510347401,1200,0,0.833333333333333
HD-VF,1000,6,0.0,0.2,uniform,RND,1,10000,0.5,6580,6650,0.1184,0.144851501,1200,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,QMKJ,1,20000,0.5,2122,2395,1.6584,955.625815009,1200,0,2.648855583540476e-8
HD-VF,1000,6,0.0,0.2,uniform,GO,1,20000,0.5,7871,8082,0.379,0.116398415,1005,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,GO_LS,1,20000,0.5,3908,4130,0.6563,0.141618659,1005,13,0.0
HD-VF,1000,6,0.0,0.2,uniform,GP,1,20000,0.5,6803,7070,0.4411,0.005536071,1000,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,GP_LS,1,20000,0.5,3921,4150,0.6327,0.031119096,1000,14,0.0
HD-VF,1000,6,0.0,0.2,uniform,GS,1,20000,0.5,3933,4171,1.3544,0.003636389,1200,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,GS_LS,1,20000,0.5,2543,2832,1.4705,0.024195092,1200,10,0.0
HD-VF,1000,6,0.0,0.2,uniform,BS,1,20000,0.5,6088,6317,1.2854,0.002569949,1200,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,BS_LS,1,20000,0.5,2232,2523,1.5312,0.032413784,1200,17,0.0
HD-VF,1000,6,0.0,0.2,uniform,EMCI,1,20000,0.5,6143,6365,1.284,0.000786124,1200,0,0.0
HD-VF,1000,6,0.0,0.2,uniform,EMCI_LS,1,20000,0.5,2255,2461,1.5364,0.032512769000000004,1200,18,0.0
HD-VF,1000,6,0.0,0.2,uniform,OPT,1,20000,0.5,12619,12603,0.1387,4487.355073324,1200,0,0.8333333333333333
HD-VF,1000,6,0.0,0.2,uniform,RND,1,20000,0.5,12968,13160,0.1198,0.754091762,1200,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,QMKJ,1,2000,0.5,91,453,1.401,902.128787331,1200,0,0.00012688584498222335
HD-VF,1000,6,0.2,0.2,uniform,GO,1,2000,0.5,494,765,0.574,0.0077642,1066,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,GO_LS,1,2000,0.5,205,605,0.687,0.016706729,1066,7,0.0
HD-VF,1000,6,0.2,0.2,uniform,GP,1,2000,0.5,504,758,0.402,0.002537558,1000,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,GP_LS,1,2000,0.5,270,614,0.498,0.012257655000000001,1000,8,0.0
HD-VF,1000,6,0.2,0.2,uniform,GS,1,2000,0.5,288,578,1.247,0.002510498,1200,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,GS_LS,1,2000,0.5,170,524,1.276,0.015882984,1200,10,0.0
HD-VF,1000,6,0.2,0.2,uniform,BS,1,2000,0.5,367,610,1.257,0.001865108,1200,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,BS_LS,1,2000,0.5,143,501,1.317,0.011806480000000001,1200,8,0.0
HD-VF,1000,6,0.2,0.2,uniform,EMCI,1,2000,0.5,477,672,1.235,0.000811261,1200,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,EMCI_LS,1,2000,0.5,143,500,1.319,0.013057526,1200,10,0.0
HD-VF,1000,6,0.2,0.2,uniform,OPT,1,2000,0.5,0,519,0.699,389.202721117,1200,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,RND,1,2000,0.5,1272,1325,0.1204,0.083000776,1200,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,QMKJ,1,10000,0.5,994,1361,1.5118,949.985501984,1200,0,0.013869487255800868
HD-VF,1000,6,0.2,0.2,uniform,GO,1,10000,0.5,3564,3744,0.5536,0.048182394,1055,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,GO_LS,1,10000,0.5,1753,2121,0.811,0.068665214,1055,14,0.0
HD-VF,1000,6,0.2,0.2,uniform,GP,1,10000,0.5,3353,3598,0.5908,0.004467227,1040,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,GP_LS,1,10000,0.5,1803,2134,0.7754,0.033063573,1040,21,0.0
HD-VF,1000,6,0.2,0.2,uniform,GS,1,10000,0.5,2552,2847,1.113,0.003238433,1200,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,GS_LS,1,10000,0.5,1353,1629,1.311,0.032105256,1200,18,0.0
HD-VF,1000,6,0.2,0.2,uniform,BS,1,10000,0.5,2946,3226,1.2082,0.002034845,1200,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,BS_LS,1,10000,0.5,1248,1629,1.4096,0.021537999,1200,14,0.0
HD-VF,1000,6,0.2,0.2,uniform,EMCI,1,10000,0.5,2998,3253,1.2062,0.001048867,1200,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,EMCI_LS,1,10000,0.5,1215,1588,1.4176,0.019269245,1200,13,0.0
HD-VF,1000,6,0.2,0.2,uniform,OPT,1,10000,0.5,6675,6793,0.115,2691.449514671,1200,0,0.9999999999999997
HD-VF,1000,6,0.2,0.2,uniform,RND,1,10000,0.5,6422,6500,0.1274,0.391338834,1200,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,QMKJ,1,20000,0.5,13870,13799,0.0996,964.519132255,1000,0,NaN
HD-VF,1000,6,0.2,0.2,uniform,GO,1,20000,0.5,6602,6931,0.6351,0.120710842,1046,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,GO_LS,1,20000,0.5,3299,3593,0.8708,0.166860063,1046,16,0.0
HD-VF,1000,6,0.2,0.2,uniform,GP,1,20000,0.5,6066,6462,0.6781,0.01420111,1040,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,GP_LS,1,20000,0.5,3452,3723,0.8571,0.053267068,1040,14,0.0
HD-VF,1000,6,0.2,0.2,uniform,GS,1,20000,0.5,4374,4707,1.1243,0.010639953,1200,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,GS_LS,1,20000,0.5,2859,3220,1.2451,0.082323608,1200,11,0.0
HD-VF,1000,6,0.2,0.2,uniform,BS,1,20000,0.5,5438,5800,1.4153,0.002820119,1200,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,BS_LS,1,20000,0.5,2366,2750,1.6197,0.050048023,1200,16,0.0
HD-VF,1000,6,0.2,0.2,uniform,EMCI,1,20000,0.5,5534,5876,1.4139,0.001366443,1200,0,0.0
HD-VF,1000,6,0.2,0.2,uniform,EMCI_LS,1,20000,0.5,2332,2657,1.6289,0.055360866,1200,21,0.0
HD-VF,1000,6,0.2,0.2,uniform,OPT,1,20000,0.5,13032,13112,0.1328,4408.047317318,1200,0,0.8333333333333333
HD-VF,1000,6,0.2,0.2,uniform,RND,1,20000,0.5,12845,12957,0.1271,0.886726414,1200,0,0.0
HD-VF,1000,8,0.0,0.2,uniform,QMKJ,1,2000,0.5,150,495,1.537,902.993602896,1200,0,0.00038391139542785525
HD-VF,1000,8,0.0,0.2,uniform,GO,1,2000,0.5,747,961,0.31,0.007012019,1000,0,0.0
HD-VF,1000,8,0.0,0.2,uniform,GO_LS,1,2000,0.5,384,748,0.435,0.0196781,1000,10,0.0
HD-VF,1000,8,0.0,0.2,uniform,GP,1,2000,0.5,686,904,0.359,0.007509392,1000,0,0.0
HD-VF,1000,8,0.0,0.2,uniform,GP_LS,1,2000,0.5,349,681,0.476,0.019402183,1000,9,0.0
HD-VF,1000,8,0.0,0.2,uniform,GS,1,2000,0.5,295,614,1.42,0.002792657,1200,0,0.0
HD-VF,1000,8,0.0,0.2,uniform,GS_LS,1,2000,0.5,170,545,1.465,0.011854419,1200,6,0.0
HD-VF,1000,8,0.0,0.2,uniform,BS,1,2000,0.5,471,758,1.282,0.001175003,1200,0,0.0
HD-VF,1000,8,0.0,0.2,uniform,BS_LS,1,2000,0.5,188,565,1.395,0.014533312,1200,10,0.0
HD-VF,1000,8,0.0,0.2,uniform,EMCI,1,2000,0.5,711,868,1.239,0.001245466,1200,0,0.0
HD-VF,1000,8,0.0,0.2,uniform,EMCI_LS,1,2000,0.5,210,597,1.364,0.013866252,1200,10,0.0
HD-VF,1000,8,0.0,0.2,uniform,OPT,1,2000,0.5,842,1043,0.318,1278.846639473,1200,0,0.47173798203902073
HD-VF,1000,8,0.0,0.2,uniform,RND,1,2000,0.5,1459,1500,0.0775,0.488850612,1200,0,0.0
HD-VF,1000,8,0.0,0.2,uniform,QMKJ,1,10000,0.5,1292,1715,1.903,937.972512125,1200,0,3.084235393669091e-8
HD-VF,1000,8,0.0,0.2,uniform,GO,1,10000,0.5,3759,4126,0.5256,0.046860705,1070,0,0.0
HD-VF,1000,8,0.0,0.2,uniform,GO_LS,1,10000,0.5,2098,2569,0.7242,0.066141632,1070,10,0.0
HD-VF,1000,8,0.0,0.2,uniform,GP,1,10000,0.5,3953,4345,0.5806,0.004247355,1050,0,0.0
HD-VF,1000,8,0.0,0.2,uniform,GP_LS,1,10000,0.5,1864,2285,0.8214,0.033957488,1050,18,0.0
HD-VF,1000,8,0.0,0.2,uniform,GS,1,10000,0.5,2146,2525,1.5236,0.003154185,1200,0,0.0
HD-VF,1000,8,0.0,0.2,uniform,GS_LS,1,10000,0.5,1362,1849,1.6368,0.024534628,1200,12,0.0
HD-VF,1000,8,0.0,0.2,uniform,BS,1,10000,0.5,3471,3803,1.609,0.00179169,1200,0,0.0
HD-VF,1000,8,0.0,0.2,uniform,BS_LS,1,10000,0.5,1322,1683,1.8582,0.02920166,1200,18,0.0
HD-VF,1000,8,0.0,0.2,uniform,EMCI,1,10000,0.5,3653,3983,1.5904,0.000749286,1200,0,0.0
HD-VF,1000,8,0.0,0.2,uniform,EMCI_LS,1,10000,0.5,1370,1743,1.8376,0.026962492,1200,16,0.0
