wareh,capacity,buffer,QMK,CHIM,CHI,KLQ,GO,GP,GS,BS,RND
2.0,1000.0,0.0,127802.0,127818.0,127783.0,127802.0,142924.0,128089.0,128154.0,128154.0,155145.0
2.0,1000.0,0.0,134313.0,121771.0,121749.0,134313.0,136134.0,121947.0,122203.0,122203.0,154610.0
2.0,1000.0,0.0,141045.0,116567.0,116556.0,141045.0,128927.0,116850.0,117082.0,117082.0,153290.0
3.0,1000.0,0.0,155298.0,155389.0,155308.0,155298.0,169118.0,155775.0,156448.0,156448.0,186599.0
3.0,1000.0,0.0,149687.0,149800.0,149692.0,149687.0,164944.0,150196.0,154850.0,154850.0,186206.0
3.0,1000.0,0.0,144200.0,144268.0,144194.0,144200.0,160571.0,144727.0,159160.0,159160.0,185362.0
4.0,1000.0,0.0,175000.0,175279.0,174982.0,175000.0,189794.0,175701.0,176449.0,176449.0,206540.0
4.0,1000.0,0.0,178233.0,170364.0,169997.0,178233.0,185478.0,170966.0,176893.0,176893.0,206304.0
4.0,1000.0,0.0,181022.0,165153.0,164874.0,181022.0,181248.0,165485.0,177244.0,177244.0,205454.0
2.0,1200.0,200.0,113421.0,113453.0,113428.0,113421.0,122130.0,113686.0,113484.0,113548.0,144593.0
2.0,1200.0,200.0,109296.0,109306.0,109291.0,109296.0,116013.0,109355.0,109306.0,109364.0,143749.0
2.0,1200.0,200.0,122852.0,106023.0,106022.0,122852.0,111171.0,106171.0,106015.0,106067.0,141009.0
3.0,1200.0,200.0,137801.0,141805.0,141805.0,137801.0,150881.0,142240.0,142021.0,140381.0,174066.0
3.0,1200.0,200.0,134147.0,135998.0,135998.0,134147.0,147568.0,136373.0,141733.0,134577.0,173904.0
3.0,1200.0,200.0,129736.0,130457.0,129808.0,129736.0,143622.0,131171.0,141590.0,129165.0,172778.0
4.0,1200.0,200.0,157701.0,160855.0,160855.0,157701.0,169421.0,162809.0,162512.0,161630.0,193432.0
4.0,1200.0,200.0,155698.0,155511.0,155511.0,155698.0,165611.0,157207.0,164031.0,156040.0,193257.0
4.0,1200.0,200.0,162813.0,150336.0,150336.0,162813.0,161988.0,151804.0,164950.0,150674.0,192620.0
2.0,2000.0,0.0,127663.0,127655.0,127650.0,127663.0,141638.0,128506.0,127874.0,127874.0,154957.0
2.0,2000.0,0.0,134239.0,121445.0,121416.0,134239.0,135186.0,121761.0,121687.0,121687.0,154567.0
2.0,2000.0,0.0,140753.0,116165.0,116141.0,140753.0,127194.0,116432.0,116402.0,116402.0,153145.0
3.0,2000.0,0.0,154791.0,154978.0,154751.0,154791.0,168189.0,156021.0,155949.0,155949.0,186394.0
