wareh,capacity,buffer,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,RND
2.0,100.0,0.0,13967.0,14022.0,13967.0,14200.0,13967.0,14684.0,14321.0,14321.0,15465.0
2.0,100.0,0.0,13477.0,13540.0,13477.0,13917.0,13477.0,14444.0,13794.0,13794.0,15435.0
2.0,100.0,0.0,13019.0,13070.0,13019.0,13440.0,13019.0,14178.0,13407.0,13407.0,15274.0
3.0,100.0,0.0,16008.0,16228.0,16158.0,16735.0,16008.0,17203.0,17836.0,17836.0,18579.0
3.0,100.0,0.0,15992.0,16142.0,15892.0,16590.0,15992.0,17051.0,17857.0,17857.0,18544.0
3.0,100.0,0.0,15920.0,15914.0,15721.0,16606.0,15920.0,16754.0,18241.0,18241.0,18480.0
4.0,100.0,0.0,17327.0,17773.0,17511.0,18463.0,17327.0,19181.0,19779.0,19779.0,20591.0
4.0,100.0,0.0,16991.0,17469.0,17214.0,18755.0,16991.0,18771.0,19210.0,19210.0,20559.0
4.0,100.0,0.0,16733.0,17421.0,17080.0,18323.0,16733.0,18565.0,19408.0,19408.0,20452.0
2.0,110.0,10.0,13051.0,13053.0,13053.0,0.0,0.0,13885.0,13190.0,13406.0,14982.0
2.0,110.0,10.0,12602.0,12685.0,12618.0,0.0,0.0,13649.0,12817.0,12984.0,14935.0
2.0,110.0,10.0,12328.0,12341.0,12266.0,0.0,0.0,13384.0,12404.0,12555.0,14741.0
3.0,110.0,10.0,15343.0,15495.0,15475.0,0.0,0.0,16401.0,16448.0,16769.0,17964.0
3.0,110.0,10.0,15210.0,15465.0,15210.0,0.0,0.0,16142.0,16703.0,16408.0,17954.0
3.0,110.0,10.0,15086.0,15014.0,14869.0,0.0,0.0,15925.0,16628.0,15691.0,17878.0
4.0,110.0,10.0,16808.0,16899.0,16708.0,0.0,0.0,17877.0,18068.0,18636.0,19857.0
4.0,110.0,10.0,16633.0,16718.0,16718.0,0.0,0.0,17864.0,18042.0,18407.0,19890.0
4.0,110.0,10.0,16469.0,16301.0,16301.0,0.0,0.0,17446.0,18017.0,18054.0,19821.0
2.0,120.0,20.0,12249.0,12418.0,12354.0,0.0,0.0,13025.0,12601.0,12724.0,14387.0
2.0,120.0,20.0,12653.0,12120.0,12044.0,0.0,0.0,12863.0,12215.0,12327.0,14356.0
2.0,120.0,20.0,11564.0,11585.0,11559.0,0.0,0.0,12705.0,11683.0,11821.0,14012.0
3.0,120.0,20.0,14750.0,15166.0,14868.0,0.0,0.0,15428.0,15469.0,16052.0,17329.0
3.0,120.0,20.0,14599.0,14559.0,14581.0,0.0,0.0,15206.0,15808.0,15450.0,17305.0
