wareh,capacity,buffer,CHIM,CHI,GS,BS,RND
2.0,10000.0,0.0,1.120592e6,1.115633e6,1.512576e6,1.512576e6,1.550315e6
2.0,10000.0,0.0,1.113311e6,1.110274e6,1.457867e6,1.457867e6,1.545766e6
2.0,10000.0,0.0,1.105945e6,1.102173e6,1.412253e6,1.412253e6,1.532281e6
3.0,10000.0,0.0,1.163522e6,1.161092e6,1.807952e6,1.807952e6,1.864513e6
3.0,10000.0,0.0,1.161273e6,1.157998e6,1.761922e6,1.761922e6,1.86137e6
3.0,10000.0,0.0,1.154128e6,1.150673e6,1.722317e6,1.722317e6,1.851661e6
4.0,10000.0,0.0,1.186293e6,1.183754e6,2.007348e6,2.007348e6,2.063814e6
4.0,10000.0,0.0,1.183608e6,1.180587e6,1.98646e6,1.98646e6,2.061017e6
4.0,10000.0,0.0,1.181259e6,1.177169e6,1.949635e6,1.949635e6,2.052923e6
2.0,12000.0,2000.0,1.044171e6,1.044019e6,1.283881e6,1.333713e6,1.445198e6
2.0,12000.0,2000.0,1.046046e6,1.045813e6,1.225223e6,1.291902e6,1.436529e6
2.0,12000.0,2000.0,1.041887e6,1.041411e6,1.182784e6,1.238929e6,1.409934e6
3.0,12000.0,2000.0,1.093066e6,1.092531e6,1.529165e6,1.654022e6,1.740159e6
3.0,12000.0,2000.0,1.105316e6,1.102962e6,1.479984e6,1.615377e6,1.73712e6
3.0,12000.0,2000.0,1.100148e6,1.098812e6,1.450391e6,1.569244e6,1.727696e6
4.0,12000.0,2000.0,1.120015e6,1.118715e6,1.716225e6,1.866425e6,1.932971e6
4.0,12000.0,2000.0,1.130591e6,1.125869e6,1.68607e6,1.832001e6,1.931082e6
4.0,12000.0,2000.0,1.129864e6,1.124466e6,1.668414e6,1.790508e6,1.924937e6
2.0,20000.0,0.0,1.118481e6,1.112569e6,1.510405e6,1.510405e6,1.55068e6
2.0,20000.0,0.0,1.116924e6,1.108117e6,1.462992e6,1.462992e6,1.546146e6
2.0,20000.0,0.0,1.1055e6,1.099336e6,1.418028e6,1.418028e6,1.532535e6
3.0,20000.0,0.0,1.16665e6,1.156612e6,1.81634e6,1.81634e6,1.865264e6
3.0,20000.0,0.0,1.165827e6,1.152965e6,1.767972e6,1.767972e6,1.862133e6
3.0,20000.0,0.0,1.159456e6,1.149333e6,1.728216e6,1.728216e6,1.851944e6
4.0,20000.0,0.0,1.191837e6,1.178694e6,2.009757e6,2.009757e6,2.064115e6
4.0,20000.0,0.0,1.186209e6,1.175522e6,1.967133e6,1.967133e6,2.061547e6
4.0,20000.0,0.0,1.190828e6,1.17442e6,1.932229e6,1.932229e6,2.053543e6
2.0,24000.0,4000.0,1.0399e6,1.039422e6,1.284429e6,1.337067e6,1.445334e6
2.0,24000.0,4000.0,1.038458e6,1.037608e6,1.233943e6,1.297047e6,1.436604e6
2.0,24000.0,4000.0,1.035395e6,1.034101e6,1.18964e6,1.244611e6,1.410183e6
3.0,24000.0,4000.0,1.107328e6,1.101815e6,1.540376e6,1.659096e6,1.740601e6
3.0,24000.0,4000.0,1.09398e6,1.091781e6,1.48354e6,1.620868e6,1.737706e6
3.0,24000.0,4000.0,1.094425e6,1.092285e6,1.446966e6,1.574833e6,1.728268e6
4.0,24000.0,4000.0,1.145219e6,1.138808e6,1.719029e6,1.871469e6,1.933594e6
4.0,24000.0,4000.0,1.12198e6,1.119063e6,1.686474e6,1.837717e6,1.93155e6
4.0,24000.0,4000.0,1.123396e6,1.117671e6,1.654585e6,1.796661e6,1.925493e6
2.0,30000.0,0.0,1.117754e6,1.107285e6,1.511859e6,1.511859e6,1.550854e6
2.0,30000.0,0.0,1.111526e6,1.104705e6,1.467554e6,1.467554e6,1.546266e6
2.0,30000.0,0.0,1.107238e6,1.099506e6,1.423289e6,1.423289e6,1.532671e6
3.0,30000.0,0.0,1.165641e6,1.152095e6,1.818481e6,1.818481e6,1.865495e6
3.0,30000.0,0.0,1.161774e6,1.150364e6,1.774148e6,1.774148e6,1.862237e6
3.0,30000.0,0.0,1.164794e6,1.147238e6,1.734126e6,1.734126e6,1.852114e6
4.0,30000.0,0.0,1.193717e6,1.174073e6,2.013818e6,2.013818e6,2.064707e6
4.0,30000.0,0.0,1.198891e6,1.173456e6,1.974612e6,1.974612e6,2.061944e6
4.0,30000.0,0.0,1.193428e6,1.17228e6,1.939414e6,1.939414e6,2.05381e6
2.0,36000.0,6000.0,1.050867e6,1.050447e6,1.286026e6,1.339946e6,1.445497e6
2.0,36000.0,6000.0,1.050444e6,1.050101e6,1.242945e6,1.300396e6,1.436777e6
