wareh,capacity,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,100.0,0.4519252939820152,0.4456997924832834,0.461609407424487,0.2921374221812313,0.035047267696564445,0.0,0.0
2.0,100.0,0.5027052458245119,0.47518231004469536,0.4827099505998589,0.40390496353799105,-0.05481063279228417,0.0,0.0
2.0,100.0,0.5508354573775135,0.47380345511186633,0.4941942792410082,0.4194279241008213,-0.13395638629283488,0.0,0.0
2.0,120.0,0.5274113163295221,0.4895924948695397,0.5323951920257989,0.43858106127235413,0.13690999706830842,0.09586631486367635,0.0
2.0,120.0,0.5503176195252424,0.5305917753259779,0.541959210966232,0.4573721163490471,0.1397525911066533,0.36609829488465395,0.0
2.0,120.0,0.6024405908798972,0.6152858060372511,0.6152858060372511,0.6024405908798972,0.04303147077713552,0.481053307642903,0.0
3.0,100.0,0.5233948339483395,0.5139483394833948,0.5229520295202952,0.35734317343173433,0.02996309963099631,0.0,0.0
3.0,100.0,0.5134926754047803,0.517964533538936,0.5196607555898227,0.3612952968388589,0.05181187355435621,0.0,0.0
3.0,100.0,0.5404796394656366,0.5018509576694029,0.5280862707226782,0.3928858844358603,0.07033639143730887,0.0,0.0
3.0,120.0,0.5277483209614705,0.5197949805585013,0.5369388476493461,0.4192294096854012,0.20484270060091905,0.09455638034641216,0.0
3.0,120.0,0.5586342509831963,0.535037540221666,0.5479084733643189,0.44869503038970326,0.24186628530568466,0.17804790847336432,0.0
3.0,120.0,0.5519169329073482,0.5439297124600639,0.5513178913738019,0.44628594249201275,0.20047923322683706,0.19249201277955272,0.0
4.0,100.0,0.5338167270908863,0.5364420552569071,0.54656832104013,0.2695336917114639,-0.02062757844730591,0.0,0.0
4.0,100.0,0.5353150406504065,0.5251524390243902,0.5504319105691057,0.36598069105691056,-0.0064786585365853655,0.0,0.0
4.0,100.0,0.5408217013431657,0.5164603634448248,0.5375296286542007,0.3651567026599947,-0.016328680537266264,0.0,0.0
4.0,120.0,0.5387749367799943,0.5233211576285474,0.5286597358808655,0.42427648215790953,0.1392245012644001,0.026552402360213542,0.0
4.0,120.0,0.5343511450381679,0.5478899611119112,0.5536511594411637,0.407460751836382,0.18867924528301888,0.09563589226559124,0.0
4.0,120.0,0.5450769230769231,0.5447692307692308,0.542923076923077,0.40676923076923077,0.1703076923076923,0.15984615384615386,0.0
