wareh,capacity,buffer,QMKOPT,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,OPT,RND
2.0,20.0,0.0,0.2931034482758621,0.2931034482758621,0.2931034482758621,0.2931034482758621,0.2931034482758621,0.2931034482758621,0.2931034482758621,0.13793103448275867,0.13793103448275867,0.2931034482758621,0.0
2.0,20.0,0.0,0.368421052631579,0.368421052631579,0.368421052631579,0.4035087719298246,0.368421052631579,0.368421052631579,0.368421052631579,0.19298245614035092,0.19298245614035092,0.4035087719298246,0.0
2.0,20.0,0.0,0.40740740740740744,0.40740740740740744,0.5185185185185186,0.4444444444444444,0.40740740740740744,0.40740740740740744,0.40740740740740744,0.2962962962962963,0.2962962962962963,0.5185185185185186,0.0
3.0,20.0,0.0,0.2584269662921348,0.2584269662921348,0.2584269662921348,0.2584269662921348,0.2584269662921348,0.2584269662921348,0.2696629213483146,0.0786516853932584,0.0786516853932584,0.2584269662921348,0.0
3.0,20.0,0.0,0.24137931034482762,0.24137931034482762,0.24137931034482762,0.24137931034482762,0.24137931034482762,0.24137931034482762,0.25287356321839083,0.05747126436781613,0.05747126436781613,0.24137931034482762,0.0
3.0,20.0,0.0,0.3222222222222222,0.30000000000000004,0.37777777777777777,0.30000000000000004,0.3222222222222222,0.30000000000000004,0.3222222222222222,0.1333333333333333,0.1333333333333333,0.3222222222222222,0.0
2.0,24.0,4.0,0.4222222222222223,0.4222222222222223,0.5111111111111111,0.4444444444444444,0.0,0.0,0.4222222222222223,0.5111111111111111,0.4222222222222223,0.4666666666666667,0.0
2.0,24.0,4.0,0.6170212765957447,0.6170212765957447,0.6808510638297872,0.6808510638297872,0.0,0.0,0.6808510638297872,0.6170212765957447,0.574468085106383,0.6808510638297872,0.0
2.0,24.0,4.0,0.6097560975609756,0.6097560975609756,0.6585365853658536,0.6585365853658536,0.0,0.0,0.6585365853658536,0.6585365853658536,0.6097560975609756,0.6585365853658536,0.0
3.0,24.0,4.0,0.2763157894736842,0.2763157894736842,0.3421052631578947,0.3157894736842105,0.0,0.0,0.2894736842105263,0.2894736842105263,0.17105263157894735,0.25,0.0
3.0,24.0,4.0,0.3648648648648649,0.2432432432432432,0.3918918918918919,0.2567567567567568,0.0,0.0,0.3918918918918919,0.2432432432432432,0.28378378378378377,0.3918918918918919,0.0
3.0,24.0,4.0,0.45945945945945943,0.4054054054054054,0.45945945945945943,0.4054054054054054,0.0,0.0,0.45945945945945943,0.33783783783783783,0.3513513513513513,0.44594594594594594,0.0
