wareh,capacity,buffer,QMK,CHI,CHILOC,KLINKQMK,GP,GS,BS,RND
3.0,4000.0,0.0,11718.0,12042.0,11694.0,11718.0,16963.0,18135.0,18135.0,18574.0
3.0,4000.0,0.0,11722.0,12024.0,11738.0,11722.0,16644.0,17738.0,17738.0,18542.0
3.0,4000.0,0.0,11672.0,12130.0,11719.0,11672.0,16473.0,17362.0,17362.0,18447.0
4.0,4000.0,0.0,12407.0,12248.0,12009.0,12407.0,18540.0,20170.0,20170.0,20570.0
4.0,4000.0,0.0,11960.0,12270.0,12059.0,11960.0,18384.0,19887.0,19887.0,20529.0
4.0,4000.0,0.0,11976.0,12282.0,11939.0,11976.0,18172.0,19580.0,19580.0,20449.0
2.0,4400.0,400.0,11056.0,10933.0,10841.0,0.0,13021.0,14121.0,14377.0,14949.0
2.0,4400.0,400.0,11029.0,10976.0,10878.0,0.0,12722.0,13595.0,13985.0,14896.0
2.0,4400.0,400.0,10918.0,10806.0,10775.0,0.0,12690.0,13251.0,13572.0,14702.0
3.0,4400.0,400.0,11538.0,11566.0,11423.0,0.0,15517.0,16693.0,17394.0,17962.0
3.0,4400.0,400.0,11565.0,11479.0,11389.0,0.0,15361.0,16251.0,17089.0,17947.0
3.0,4400.0,400.0,11551.0,11490.0,11381.0,0.0,15116.0,15843.0,16678.0,17851.0
4.0,4400.0,400.0,11829.0,11783.0,11736.0,0.0,17113.0,18567.0,19450.0,19899.0
4.0,4400.0,400.0,11819.0,11829.0,11690.0,0.0,16954.0,18307.0,19164.0,19890.0
4.0,4400.0,400.0,11792.0,11723.0,11681.0,0.0,16614.0,18144.0,18782.0,19819.0
2.0,4800.0,800.0,10817.0,10787.0,10740.0,0.0,11822.0,13265.0,13604.0,14411.0
2.0,4800.0,800.0,10830.0,10601.0,10594.0,0.0,11897.0,12610.0,13244.0,14331.0
2.0,4800.0,800.0,10787.0,10596.0,10594.0,0.0,11828.0,12256.0,12726.0,14068.0
3.0,4800.0,800.0,11468.0,11271.0,11228.0,0.0,14270.0,15424.0,16790.0,17350.0
3.0,4800.0,800.0,11423.0,11248.0,11222.0,0.0,14260.0,15090.0,16431.0,17322.0
3.0,4800.0,800.0,11438.0,11202.0,11208.0,0.0,14010.0,14650.0,15991.0,17228.0
4.0,4800.0,800.0,11795.0,11634.0,11580.0,0.0,16267.0,17304.0,18881.0,19263.0
4.0,4800.0,800.0,11722.0,11574.0,11555.0,0.0,16159.0,17026.0,18573.0,19242.0
4.0,4800.0,800.0,11699.0,11464.0,11441.0,0.0,15731.0,16755.0,18134.0,19196.0
2.0,5000.0,0.0,11425.0,11541.0,11399.0,11425.0,14930.0,15186.0,15186.0,15514.0
2.0,5000.0,0.0,11433.0,11514.0,11327.0,11433.0,14701.0,14822.0,14822.0,15462.0
2.0,5000.0,0.0,11208.0,11413.0,11232.0,11208.0,14319.0,14400.0,14400.0,15324.0
3.0,5000.0,0.0,11927.0,12238.0,11978.0,11927.0,17679.0,18137.0,18137.0,18646.0
3.0,5000.0,0.0,11951.0,11953.0,11894.0,11951.0,17411.0,17794.0,17794.0,18612.0
3.0,5000.0,0.0,12002.0,12005.0,11859.0,12002.0,17054.0,17402.0,17402.0,18509.0
4.0,5000.0,0.0,12242.0,12777.0,12349.0,12242.0,19216.0,20039.0,20039.0,20628.0
4.0,5000.0,0.0,12209.0,12410.0,12235.0,12209.0,18997.0,19740.0,19740.0,20592.0
4.0,5000.0,0.0,12272.0,12569.0,12198.0,12272.0,18914.0,19487.0,19487.0,20518.0
2.0,5500.0,500.0,11249.0,10890.0,10890.0,0.0,13667.0,14028.0,14394.0,15000.0
2.0,5500.0,500.0,11208.0,10951.0,10970.0,0.0,13484.0,13695.0,14010.0,14937.0
2.0,5500.0,500.0,11095.0,10911.0,10892.0,0.0,13132.0,13259.0,13498.0,14748.0
3.0,5500.0,500.0,11790.0,11740.0,11610.0,0.0,16144.0,16741.0,17446.0,18019.0
3.0,5500.0,500.0,11770.0,11481.0,11478.0,0.0,15872.0,16283.0,17099.0,17990.0
3.0,5500.0,500.0,11802.0,11665.0,11553.0,0.0,15544.0,15905.0,16655.0,17900.0
4.0,5500.0,500.0,12112.0,12092.0,11990.0,0.0,17899.0,18592.0,19413.0,19962.0
4.0,5500.0,500.0,12116.0,11941.0,11916.0,0.0,17686.0,18306.0,19126.0,19947.0
4.0,5500.0,500.0,12116.0,11863.0,11831.0,0.0,17395.0,17821.0,18802.0,19885.0
