wareh,capacity,buffer,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,RND
2.0,100.0,0.0,0.18611397627643111,0.14646725116039194,0.17689530685920574,0.18147240845796797,0.18572717895822588,0.07858432181536879,0.022563176895306847,0.022563176895306847,0.0
2.0,100.0,0.0,0.19037426217811504,0.1408185768956347,0.18466627748589215,0.18135824090289943,0.18810404099370825,0.0882791723422196,6.48634624116351e-5,6.48634624116351e-5,0.0
2.0,100.0,0.0,0.18612048818488702,0.12886263308231627,0.17177356530771226,0.16391846273695143,0.18612048818488702,0.10607634380680342,-0.01356790444040512,-0.01356790444040512,0.0
3.0,100.0,0.0,0.2590367850308314,0.2359664044227089,0.2614820327450563,0.20625132893897513,0.26722304911758454,0.07851371465022328,0.0425260472039124,0.0425260472039124,0.0
3.0,100.0,0.0,0.25775579332222165,0.2340448411204904,0.2622721651701705,0.18000967793967415,0.2516264315285768,0.08731652239367704,0.04973385665896013,0.04973385665896013,0.0
3.0,100.0,0.0,0.2538761791174239,0.22221619863385011,0.2578336766778705,0.1834001951642632,0.25268350861975497,0.10235281361812865,0.060500921609020875,0.060500921609020875,0.0
4.0,100.0,0.0,0.30242304542608023,0.2853220289994701,0.3008815453538224,0.22009730719206122,0.3033864829712414,0.09817428585191967,0.021484657257093254,0.021484657257093254,0.0
4.0,100.0,0.0,0.30471087942851627,0.2755574862438459,0.301814846992953,0.20354281301283905,0.2994980210445024,0.11564822859349355,0.01264600830195961,0.01264600830195961,0.0
4.0,100.0,0.0,0.29866458719173405,0.27351593722585044,0.29661760405497617,0.19261136563017833,0.29866458719173405,0.10785651622965198,0.0011697046495759977,0.0011697046495759977,0.0
2.0,120.0,20.0,0.17889335737068368,0.16197476078213835,0.169463319927888,0.0,0.0,0.11947025377894882,0.09520177506587157,0.05505477742338094,0.0
2.0,120.0,20.0,0.1679394661248511,0.17396482869754082,0.1814615007356547,0.0,0.0,0.12674280109297276,0.05892244097246546,0.09024031387935261,0.0
2.0,120.0,20.0,0.18101994942399546,0.18607754987355996,0.18699072773250913,0.0,0.0,0.15236021354313012,0.07424838437763415,0.12229558864849677,0.0
3.0,120.0,20.0,0.24911721152750887,0.21819113794281808,0.23317006492766834,0.0,0.0,0.13270304134867295,0.12091354368379081,0.06669324524433307,0.0
3.0,120.0,20.0,0.24566057320800416,0.21913384464563745,0.24652557522634222,0.0,0.0,0.13136497318493745,0.12796263191280777,0.07340983795628853,0.0
3.0,120.0,20.0,0.24977048427817305,0.2354831305944457,0.2504016525131971,0.0,0.0,0.17110397062198757,0.1473490934128988,0.1050034427358274,0.0
4.0,120.0,20.0,0.2808127572016461,0.2831275720164609,0.2939300411522634,0.0,0.0,0.128858024691358,0.11291152263374482,0.03770576131687242,0.0
4.0,120.0,20.0,0.28446717289116175,0.27289632728963276,0.28477710625548835,0.0,0.0,0.13172167983883465,0.10294953251717542,0.040446304044630454,0.0
4.0,120.0,20.0,0.2774692479368869,0.2797529454507708,0.2823999584782271,0.0,0.0,0.14299060569886335,0.09342398920433903,0.05366689157627036,0.0
2.0,200.0,0.0,0.24406408853999095,0.2444501640821054,0.2439997426163053,0.13113699247152688,0.23904510649250366,0.09542500482594429,0.07296827745962298,0.07296827745962298,0.0
2.0,200.0,0.0,0.24788750564406892,0.22756885764045665,0.24840353479971622,0.13519963877959107,0.24788750564406892,0.09030510223827648,0.059730374766174266,0.059730374766174266,0.0
2.0,200.0,0.0,0.23716860389186367,0.2137260023507901,0.23312002089591222,0.13242784380305606,0.23481781376518218,0.09729659135431634,0.03421705628836358,0.03421705628836358,0.0
3.0,200.0,0.0,0.34241307482775196,0.32841959087753037,0.3417721518987342,0.1515782727127063,0.34198579287507347,0.12626181701650374,0.07883352026918766,0.07883352026918766,0.0
3.0,200.0,0.0,0.33960650128314795,0.3279512403763901,0.3383233532934131,0.13724337040205303,0.33976689478186484,0.12719204448246368,0.08351154833190766,0.08351154833190766,0.0
3.0,200.0,0.0,0.33490997043805426,0.32018274657350176,0.33539371136791185,0.1470034936844934,0.33254501478097287,0.1521096479441011,0.09395323837678049,0.09395323837678049,0.0
4.0,200.0,0.0,0.3810308878436697,0.3757940163894681,0.3819521893032052,0.11879939872957379,0.37909130582359507,0.1189933569315812,0.08175338214614747,0.08175338214614747,0.0
4.0,200.0,0.0,0.38080915882410016,0.3791112835936742,0.3853206558649461,0.14577471621228288,0.38085766954496947,0.11613466576113318,0.08712525468128451,0.08712525468128451,0.0
4.0,200.0,0.0,0.3786558956640226,0.3728648596038737,0.3790938731811767,0.128473405031875,0.3838629617012993,0.1465278115723393,0.0875955034308239,0.0875955034308239,0.0
