dependency,skus,wareh,diff,buffer,weight_mode,mode,benchiter,orders,train_test,parcel_train,parcel_test,flexibility,duration,cap_used,local_search,gap
HD-VF,1000,10,0.0,0.2,frequency,CHI_1.0e-5,1,2000,0.5,533,936,0.308,1.619418407,1114,0,0.0
HD-VF,1000,10,0.0,0.2,frequency,CHI_1.0e-5,1,10000,0.5,3246,3480,0.4662,1.701954992,1253,0,0.0
HD-VF,1000,10,0.0,0.2,frequency,CHI_1.0e-5,1,20000,0.5,5106,5368,0.566,1.250780242,1297,0,0.0
HD-VF,1000,10,0.2,0.2,frequency,CHI_1.0e-5,1,2000,0.5,496,853,0.38,1.535725012,1154,0,0.0
HD-VF,1000,10,0.2,0.2,frequency,CHI_1.0e-5,1,10000,0.5,2891,3255,0.4714,1.614336607,1170,0,0.0
HD-VF,1000,10,0.2,0.2,frequency,CHI_1.0e-5,1,20000,0.5,5851,6038,0.5579,1.155563518,1237,0,0.0
HD-VF,1000,2,0.0,0.2,random,CHI_1.0e-5,1,2000,0.5,33,157,1.156,6.753276007,1261,0,0.0
HD-VF,1000,2,0.0,0.2,random,CHI_1.0e-5,1,10000,0.5,441,534,1.2452,1.149716383,1289,0,0.0
HD-VF,1000,2,0.0,0.2,random,CHI_1.0e-5,1,20000,0.5,790,908,1.3028,1.157024127,1319,0,0.0
HD-VF,1000,2,0.2,0.2,random,CHI_1.0e-5,1,2000,0.5,7,151,1.203,1.345737479,1257,0,0.0
HD-VF,1000,2,0.2,0.2,random,CHI_1.0e-5,1,10000,0.5,211,329,1.3278,1.124853289,1285,0,0.0
HD-VF,1000,2,0.2,0.2,random,CHI_1.0e-5,1,20000,0.5,595,714,1.2805,1.41580366,1315,0,0.0
HD-VF,1000,4,0.0,0.2,random,CHI_1.0e-5,1,2000,0.5,97,369,1.259,1.495745951,1324,0,0.0
HD-VF,1000,4,0.0,0.2,random,CHI_1.0e-5,1,10000,0.5,918,1061,1.3566,1.512134033,1348,0,0.0
HD-VF,1000,4,0.0,0.2,random,CHI_1.0e-5,1,20000,0.5,2156,2579,1.3162,1.40544241,1381,0,0.0
HD-VF,1000,4,0.2,0.2,random,CHI_1.0e-5,1,2000,0.5,123,368,1.396,1.616857975,1285,0,0.0
HD-VF,1000,4,0.2,0.2,random,CHI_1.0e-5,1,10000,0.5,910,1147,1.298,1.23605603,1387,0,0.0
HD-VF,1000,4,0.2,0.2,random,CHI_1.0e-5,1,20000,0.5,1625,1979,1.403,1.459595641,1364,0,0.0
HD-VF,1000,6,0.0,0.2,random,CHI_1.0e-5,1,2000,0.5,235,525,1.038,1.611198303,1344,0,0.0
HD-VF,1000,6,0.0,0.2,random,CHI_1.0e-5,1,10000,0.5,1297,1567,1.3212,1.490262348,1395,0,0.0
HD-VF,1000,6,0.0,0.2,random,CHI_1.0e-5,1,20000,0.5,2415,2622,1.5774,1.567148939,1349,0,0.0
HD-VF,1000,6,0.2,0.2,random,CHI_1.0e-5,1,2000,0.5,198,532,1.283,1.646269409,1293,0,0.0
HD-VF,1000,6,0.2,0.2,random,CHI_1.0e-5,1,10000,0.5,1464,1811,1.2404,1.828675835,1365,0,0.0
HD-VF,1000,6,0.2,0.2,random,CHI_1.0e-5,1,20000,0.5,2506,2888,1.4496,1.434465075,1396,0,0.0
HD-VF,1000,8,0.0,0.2,random,CHI_1.0e-5,1,2000,0.5,231,573,1.481,1.564310736,1359,0,0.0
HD-VF,1000,8,0.0,0.2,random,CHI_1.0e-5,1,10000,0.5,1490,1881,1.9648,1.701535506,1382,0,0.0
HD-VF,1000,8,0.0,0.2,random,CHI_1.0e-5,1,20000,0.5,3002,3305,1.4731,1.515163775,1393,0,0.0
HD-VF,1000,8,0.2,0.2,random,CHI_1.0e-5,1,2000,0.5,199,555,1.185,1.445312687,1341,0,0.0
HD-VF,1000,8,0.2,0.2,random,CHI_1.0e-5,1,10000,0.5,1533,1926,1.525,1.364001449,1402,0,0.0
HD-VF,1000,8,0.2,0.2,random,CHI_1.0e-5,1,20000,0.5,3008,3298,1.183,1.709985883,1409,0,0.0
HD-VF,1000,10,0.0,0.2,random,CHI_1.0e-5,1,2000,0.5,239,601,1.608,1.509677627,1304,0,0.0
HD-VF,1000,10,0.0,0.2,random,CHI_1.0e-5,1,10000,0.5,1651,1910,1.8116,1.256096301,1404,0,0.0
HD-VF,1000,10,0.0,0.2,random,CHI_1.0e-5,1,20000,0.5,3950,4231,1.3247,1.500190576,1497,0,0.0
HD-VF,1000,10,0.2,0.2,random,CHI_1.0e-5,1,2000,0.5,259,621,1.015,1.211838347,1366,0,0.0
HD-VF,1000,10,0.2,0.2,random,CHI_1.0e-5,1,10000,0.5,1784,2239,1.8104,1.327630535,1398,0,0.0
HD-VF,1000,10,0.2,0.2,random,CHI_1.0e-5,1,20000,0.5,3685,3923,1.9634,1.246520114,1412,0,0.0
MD-VF,1000,2,0.0,0.0,uniform,CHI_1.0e-5,1,2000,0.5,360,520,0.48,5.510732882,1000,0,0.0
MD-VF,1000,2,0.0,0.0,uniform,CHI_1.0e-5_LS,1,2000,0.5,218,448,0.552,5.759820219000001,1000,7,0.0
MD-VF,1000,2,0.0,0.0,uniform,CHI_1.0e-5,1,10000,0.5,1410,1652,0.6696,1.302943471,1000,0,0.0
MD-VF,1000,2,0.0,0.0,uniform,CHI_1.0e-5_LS,1,10000,0.5,1303,1562,0.6876,1.30645169,1000,3,0.0
MD-VF,1000,2,0.0,0.0,uniform,CHI_1.0e-5,1,20000,0.5,3034,3285,0.6715,1.414111867,1000,0,0.0
MD-VF,1000,2,0.0,0.0,uniform,CHI_1.0e-5_LS,1,20000,0.5,2862,3147,0.6853,1.4203722669999999,1000,6,0.0
MD-VF,1000,2,0.2,0.0,uniform,CHI_1.0e-5,1,2000,0.5,114,367,0.633,1.369283875,1000,0,0.0
MD-VF,1000,2,0.2,0.0,uniform,CHI_1.0e-5_LS,1,2000,0.5,87,343,0.657,1.37171247,1000,3,0.0
MD-VF,1000,2,0.2,0.0,uniform,CHI_1.0e-5,1,10000,0.5,1405,1597,0.6806,1.547832666,1000,0,0.0
MD-VF,1000,2,0.2,0.0,uniform,CHI_1.0e-5_LS,1,10000,0.5,1064,1387,0.7226,1.553590804,1000,8,0.0
MD-VF,1000,2,0.2,0.0,uniform,CHI_1.0e-5,1,20000,0.5,2443,2728,0.7272,1.480314604,1000,0,0.0
MD-VF,1000,2,0.2,0.0,uniform,CHI_1.0e-5_LS,1,20000,0.5,2209,2504,0.7496,1.4893690329999998,1000,10,0.0
MD-VF,1000,4,0.0,0.0,uniform,CHI_1.0e-5,1,2000,0.5,371,806,0.366,1.672932879,1000,0,0.0
MD-VF,1000,4,0.0,0.0,uniform,CHI_1.0e-5_LS,1,2000,0.5,349,753,0.398,1.676781616,1000,3,0.0
MD-VF,1000,4,0.0,0.0,uniform,CHI_1.0e-5,1,10000,0.5,2670,3057,0.4808,1.479703709,1000,0,0.0
MD-VF,1000,4,0.0,0.0,uniform,CHI_1.0e-5_LS,1,10000,0.5,2528,2928,0.4982,1.4862991970000001,1000,5,0.0
MD-VF,1000,4,0.0,0.0,uniform,CHI_1.0e-5,1,20000,0.5,5475,5943,0.4916,1.688266954,1000,0,0.0
MD-VF,1000,4,0.0,0.0,uniform,CHI_1.0e-5_LS,1,20000,0.5,5144,5691,0.5121,1.698096236,1000,8,0.0
MD-VF,1000,4,0.2,0.0,uniform,CHI_1.0e-5,1,2000,0.5,407,761,0.385,1.644050869,1000,0,0.0
MD-VF,1000,4,0.2,0.0,uniform,CHI_1.0e-5_LS,1,2000,0.5,317,728,0.419,1.648711809,1000,5,0.0
MD-VF,1000,4,0.2,0.0,uniform,CHI_1.0e-5,1,10000,0.5,2350,2829,0.5068,1.362383545,1000,0,0.0
MD-VF,1000,4,0.2,0.0,uniform,CHI_1.0e-5_LS,1,10000,0.5,2235,2765,0.5208,1.370936684,1000,8,0.0
MD-VF,1000,4,0.2,0.0,uniform,CHI_1.0e-5,1,20000,0.5,5252,5519,0.5123,0.908589673,1000,0,0.0
MD-VF,1000,4,0.2,0.0,uniform,CHI_1.0e-5_LS,1,20000,0.5,4947,5259,0.5394,0.917650563,1000,8,0.0
MD-VF,1000,6,0.0,0.0,uniform,CHI_1.0e-5,1,2000,0.5,550,966,0.285,1.15009841,1000,0,0.0
MD-VF,1000,6,0.0,0.0,uniform,CHI_1.0e-5_LS,1,2000,0.5,514,971,0.282,1.15694028,1000,6,0.0
MD-VF,1000,6,0.0,0.0,uniform,CHI_1.0e-5,1,10000,0.5,2960,3414,0.4418,0.992953756,1000,0,0.0
MD-VF,1000,6,0.0,0.0,uniform,CHI_1.0e-5_LS,1,10000,0.5,2831,3334,0.461,0.9995882070000001,1000,5,0.0
MD-VF,1000,6,0.0,0.0,uniform,CHI_1.0e-5,1,20000,0.5,6984,7464,0.4065,1.17988154,1000,0,0.0
MD-VF,1000,6,0.0,0.0,uniform,CHI_1.0e-5_LS,1,20000,0.5,6712,7270,0.4236,1.189445966,1000,7,0.0
MD-VF,1000,6,0.2,0.0,uniform,CHI_1.0e-5,1,2000,0.5,437,818,0.375,1.002957695,1000,0,0.0
MD-VF,1000,6,0.2,0.0,uniform,CHI_1.0e-5_LS,1,2000,0.5,409,818,0.379,1.006851106,1000,3,0.0
MD-VF,1000,6,0.2,0.0,uniform,CHI_1.0e-5,1,10000,0.5,2923,3556,0.4304,1.213345553,1000,0,0.0
MD-VF,1000,6,0.2,0.0,uniform,CHI_1.0e-5_LS,1,10000,0.5,2727,3388,0.4518,1.223441095,1000,9,0.0
MD-VF,1000,6,0.2,0.0,uniform,CHI_1.0e-5,1,20000,0.5,6000,6450,0.4633,0.764344799,1000,0,0.0
MD-VF,1000,6,0.2,0.0,uniform,CHI_1.0e-5_LS,1,20000,0.5,5704,6117,0.4929,0.7760495279999999,1000,10,0.0
MD-VF,1000,8,0.0,0.0,uniform,CHI_1.0e-5,1,2000,0.5,515,951,0.332,0.762125067,1000,0,0.0
MD-VF,1000,8,0.0,0.0,uniform,CHI_1.0e-5_LS,1,2000,0.5,490,948,0.333,0.7670923330000001,1000,4,0.0
MD-VF,1000,8,0.0,0.0,uniform,CHI_1.0e-5,1,10000,0.5,3724,4215,0.3422,1.01469194,1000,0,0.0
MD-VF,1000,8,0.0,0.0,uniform,CHI_1.0e-5_LS,1,10000,0.5,3480,4039,0.3748,1.031247706,1000,14,0.0
MD-VF,1000,8,0.0,0.0,uniform,CHI_1.0e-5,1,20000,0.5,7123,7474,0.4015,0.74892333,1000,0,0.0
MD-VF,1000,8,0.0,0.0,uniform,CHI_1.0e-5_LS,1,20000,0.5,6797,7088,0.4325,0.7628892190000001,1000,11,0.0
MD-VF,1000,8,0.2,0.0,uniform,CHI_1.0e-5,1,2000,0.5,503,972,0.307,0.802293773,1000,0,0.0
MD-VF,1000,8,0.2,0.0,uniform,CHI_1.0e-5_LS,1,2000,0.5,503,972,0.307,0.804187134,1000,1,0.0
MD-VF,1000,8,0.2,0.0,uniform,CHI_1.0e-5,1,10000,0.5,3505,3951,0.385,0.993007136,1000,0,0.0
MD-VF,1000,8,0.2,0.0,uniform,CHI_1.0e-5_LS,1,10000,0.5,3505,3951,0.385,0.995754518,1000,1,0.0
MD-VF,1000,8,0.2,0.0,uniform,CHI_1.0e-5,1,20000,0.5,6599,7205,0.4273,1.303570677,1000,0,0.0
MD-VF,1000,8,0.2,0.0,uniform,CHI_1.0e-5_LS,1,20000,0.5,6312,6932,0.45,1.3175733049999998,1000,10,0.0
MD-VF,1000,10,0.0,0.0,uniform,CHI_1.0e-5,1,2000,0.5,646,1065,0.274,1.287902585,1000,0,0.0
MD-VF,1000,10,0.0,0.0,uniform,CHI_1.0e-5_LS,1,2000,0.5,570,1036,0.28,1.299514109,1000,9,0.0
MD-VF,1000,10,0.0,0.0,uniform,CHI_1.0e-5,1,10000,0.5,3533,4046,0.387,1.25516292,1000,0,0.0
MD-VF,1000,10,0.0,0.0,uniform,CHI_1.0e-5_LS,1,10000,0.5,3523,4063,0.3896,1.259327759,1000,2,0.0
MD-VF,1000,10,0.0,0.0,uniform,CHI_1.0e-5,1,20000,0.5,7878,8232,0.3718,1.245477128,1000,0,0.0
MD-VF,1000,10,0.0,0.0,uniform,CHI_1.0e-5_LS,1,20000,0.5,7568,7930,0.393,1.267588843,1000,16,0.0
MD-VF,1000,10,0.2,0.0,uniform,CHI_1.0e-5,1,2000,0.5,564,1037,0.274,1.22179625,1000,0,0.0
MD-VF,1000,10,0.2,0.0,uniform,CHI_1.0e-5_LS,1,2000,0.5,564,1037,0.274,1.224049896,1000,1,0.0
MD-VF,1000,10,0.2,0.0,uniform,CHI_1.0e-5,1,10000,0.5,3648,4012,0.3852,1.017555379,1000,0,0.0
MD-VF,1000,10,0.2,0.0,uniform,CHI_1.0e-5_LS,1,10000,0.5,3491,3962,0.3984,1.026277896,1000,6,0.0
MD-VF,1000,10,0.2,0.0,uniform,CHI_1.0e-5,1,20000,0.5,6630,7154,0.4409,1.137495556,1000,0,0.0
MD-VF,1000,10,0.2,0.0,uniform,CHI_1.0e-5_LS,1,20000,0.5,6369,6919,0.4627,1.154487219,1000,12,0.0
MD-VF,1000,2,0.0,0.2,uniform,CHI_1.0e-5,1,2000,0.5,32,172,1.159,1.525496431,1200,0,0.0
MD-VF,1000,2,0.0,0.2,uniform,CHI_1.0e-5_LS,1,2000,0.5,8,172,1.159,1.533700015,1200,3,0.0
MD-VF,1000,2,0.0,0.2,uniform,CHI_1.0e-5,1,10000,0.5,493,675,1.2114,1.162248033,1200,0,0.0
MD-VF,1000,2,0.0,0.2,uniform,CHI_1.0e-5_LS,1,10000,0.5,261,449,1.2566,1.1676917199999999,1200,8,0.0
MD-VF,1000,2,0.0,0.2,uniform,CHI_1.0e-5,1,20000,0.5,1001,1150,1.222,1.285204155,1200,0,0.0
MD-VF,1000,2,0.0,0.2,uniform,CHI_1.0e-5_LS,1,20000,0.5,687,901,1.2469,1.291752555,1200,5,0.0
MD-VF,1000,2,0.2,0.2,uniform,CHI_1.0e-5,1,2000,0.5,0,163,1.129,1.21511444,1200,0,0.0
MD-VF,1000,2,0.2,0.2,uniform,CHI_1.0e-5_LS,1,2000,0.5,0,163,1.129,1.2163769370000002,1200,1,0.0
MD-VF,1000,2,0.2,0.2,uniform,CHI_1.0e-5,1,10000,0.5,345,554,1.2274,1.151283602,1200,0,0.0
MD-VF,1000,2,0.2,0.2,uniform,CHI_1.0e-5_LS,1,10000,0.5,264,564,1.2254,1.1554733389999998,1200,5,0.0
MD-VF,1000,2,0.2,0.2,uniform,CHI_1.0e-5,1,20000,0.5,752,952,1.2518,1.026957932,1200,0,0.0
MD-VF,1000,2,0.2,0.2,uniform,CHI_1.0e-5_LS,1,20000,0.5,570,803,1.2667,1.033124085,1200,6,0.0
MD-VF,1000,4,0.0,0.2,uniform,CHI_1.0e-5,1,2000,0.5,211,479,1.074,1.272980242,1200,0,0.0
MD-VF,1000,4,0.0,0.2,uniform,CHI_1.0e-5_LS,1,2000,0.5,144,487,1.071,1.2795371880000002,1200,7,0.0
MD-VF,1000,4,0.0,0.2,uniform,CHI_1.0e-5,1,10000,0.5,1390,1780,1.1706,1.358102056,1200,0,0.0
MD-VF,1000,4,0.0,0.2,uniform,CHI_1.0e-5_LS,1,10000,0.5,1005,1433,1.2296,1.5189701009999999,1200,7,0.0
MD-VF,1000,4,0.0,0.2,uniform,CHI_1.0e-5,1,20000,0.5,3060,3334,1.1441,1.238015385,1200,0,0.0
MD-VF,1000,4,0.0,0.2,uniform,CHI_1.0e-5_LS,1,20000,0.5,2231,2570,1.2071,1.257419943,1200,15,0.0
MD-VF,1000,4,0.2,0.2,uniform,CHI_1.0e-5,1,2000,0.5,142,501,0.968,1.474923264,1200,0,0.0
MD-VF,1000,4,0.2,0.2,uniform,CHI_1.0e-5_LS,1,2000,0.5,107,477,0.976,1.4796908940000002,1200,4,0.0
MD-VF,1000,4,0.2,0.2,uniform,CHI_1.0e-5,1,10000,0.5,1355,1646,1.1614,1.264342374,1200,0,0.0
MD-VF,1000,4,0.2,0.2,uniform,CHI_1.0e-5_LS,1,10000,0.5,970,1285,1.2176,1.273589265,1200,8,0.0
MD-VF,1000,4,0.2,0.2,uniform,CHI_1.0e-5,1,20000,0.5,2594,2909,1.1478,1.045997105,1200,0,0.0
MD-VF,1000,4,0.2,0.2,uniform,CHI_1.0e-5_LS,1,20000,0.5,2189,2579,1.1749,1.075717899,1200,6,0.0
MD-VF,1000,6,0.0,0.2,uniform,CHI_1.0e-5,1,2000,0.5,227,597,1.144,1.382550753,1200,0,0.0
MD-VF,1000,6,0.0,0.2,uniform,CHI_1.0e-5_LS,1,2000,0.5,165,585,1.15,1.391568173,1200,8,0.0
MD-VF,1000,6,0.0,0.2,uniform,CHI_1.0e-5,1,10000,0.5,2085,2596,1.1164,1.3120302,1200,0,0.0
MD-VF,1000,6,0.0,0.2,uniform,CHI_1.0e-5_LS,1,10000,0.5,1558,2045,1.1986,1.3307586,1200,14,0.0
MD-VF,1000,6,0.0,0.2,uniform,CHI_1.0e-5,1,20000,0.5,3962,4541,1.2933,1.364324685,1200,0,0.0
MD-VF,1000,6,0.0,0.2,uniform,CHI_1.0e-5_LS,1,20000,0.5,3214,3750,1.3496,1.3819381249999998,1200,7,0.0
MD-VF,1000,6,0.2,0.2,uniform,CHI_1.0e-5,1,2000,0.5,199,617,1.017,1.255250735,1200,0,0.0
MD-VF,1000,6,0.2,0.2,uniform,CHI_1.0e-5_LS,1,2000,0.5,143,584,1.037,1.2672079379999999,1200,5,0.0
MD-VF,1000,6,0.2,0.2,uniform,CHI_1.0e-5,1,10000,0.5,1949,2325,1.112,1.138487827,1200,0,0.0
MD-VF,1000,6,0.2,0.2,uniform,CHI_1.0e-5_LS,1,10000,0.5,1532,1923,1.1698,1.1513833800000002,1200,9,0.0
MD-VF,1000,6,0.2,0.2,uniform,CHI_1.0e-5,1,20000,0.5,3863,4367,1.3011,1.387948114,1200,0,0.0
MD-VF,1000,6,0.2,0.2,uniform,CHI_1.0e-5_LS,1,20000,0.5,3268,3678,1.3504,1.4145533750000001,1200,8,0.0
MD-VF,1000,8,0.0,0.2,uniform,CHI_1.0e-5,1,2000,0.5,275,719,1.053,1.112824783,1200,0,0.0
MD-VF,1000,8,0.0,0.2,uniform,CHI_1.0e-5_LS,1,2000,0.5,210,717,1.062,1.126044955,1200,7,0.0
MD-VF,1000,8,0.0,0.2,uniform,CHI_1.0e-5,1,10000,0.5,2057,2631,1.3262,1.044675336,1200,0,0.0
MD-VF,1000,8,0.0,0.2,uniform,CHI_1.0e-5_LS,1,10000,0.5,1641,2169,1.3848,1.0593795710000002,1200,9,0.0
MD-VF,1000,8,0.0,0.2,uniform,CHI_1.0e-5,1,20000,0.5,4694,5196,1.1711,0.995452712,1200,0,0.0
MD-VF,1000,8,0.0,0.2,uniform,CHI_1.0e-5_LS,1,20000,0.5,3799,4322,1.2319,1.016988187,1200,10,0.0
MD-VF,1000,8,0.2,0.2,uniform,CHI_1.0e-5,1,2000,0.5,300,730,1.063,1.033967867,1200,0,0.0
MD-VF,1000,8,0.2,0.2,uniform,CHI_1.0e-5_LS,1,2000,0.5,224,714,1.076,1.0417244730000002,1200,5,0.0
MD-VF,1000,8,0.2,0.2,uniform,CHI_1.0e-5,1,10000,0.5,2376,2888,1.062,1.168238066,1200,0,0.0
MD-VF,1000,8,0.2,0.2,uniform,CHI_1.0e-5_LS,1,10000,0.5,1892,2422,1.1262,1.1862058610000001,1200,11,0.0
MD-VF,1000,8,0.2,0.2,uniform,CHI_1.0e-5,1,20000,0.5,4519,4985,1.0867,0.844568969,1200,0,0.0
MD-VF,1000,8,0.2,0.2,uniform,CHI_1.0e-5_LS,1,20000,0.5,3753,4258,1.1385,0.868637334,1200,12,0.0
MD-VF,1000,10,0.0,0.2,uniform,CHI_1.0e-5,1,2000,0.5,374,800,0.923,0.937420518,1200,0,0.0
MD-VF,1000,10,0.0,0.2,uniform,CHI_1.0e-5_LS,1,2000,0.5,283,778,0.931,0.956887954,1200,10,0.0
MD-VF,1000,10,0.0,0.2,uniform,CHI_1.0e-5,1,10000,0.5,2673,3111,1.0348,1.016672935,1200,0,0.0
MD-VF,1000,10,0.0,0.2,uniform,CHI_1.0e-5_LS,1,10000,0.5,2099,2623,1.0952,1.032517327,1200,7,0.0
MD-VF,1000,10,0.0,0.2,uniform,CHI_1.0e-5,1,20000,0.5,5360,5675,1.1396,1.154136021,1200,0,0.0
MD-VF,1000,10,0.0,0.2,uniform,CHI_1.0e-5_LS,1,20000,0.5,4383,4772,1.2028,1.2197139049999999,1200,15,0.0
MD-VF,1000,10,0.2,0.2,uniform,CHI_1.0e-5,1,2000,0.5,365,794,1.078,0.831436662,1200,0,0.0
MD-VF,1000,10,0.2,0.2,uniform,CHI_1.0e-5_LS,1,2000,0.5,307,758,1.098,0.844149912,1200,8,0.0
MD-VF,1000,10,0.2,0.2,uniform,CHI_1.0e-5,1,10000,0.5,2633,3100,1.1096,0.872750416,1200,0,0.0
MD-VF,1000,10,0.2,0.2,uniform,CHI_1.0e-5_LS,1,10000,0.5,2132,2476,1.1882,0.899304361,1200,14,0.0
MD-VF,1000,10,0.2,0.2,uniform,CHI_1.0e-5,1,20000,0.5,5037,5530,1.19,0.750336391,1200,0,0.0
MD-VF,1000,10,0.2,0.2,uniform,CHI_1.0e-5_LS,1,20000,0.5,4365,4734,1.2468,0.779989767,1200,11,0.0
MD-VF,1000,2,0.0,0.2,frequency,CHI_1.0e-5,1,2000,0.5,260,428,0.642,6.48775424,1053,0,0.0
MD-VF,1000,2,0.0,0.2,frequency,CHI_1.0e-5,1,10000,0.5,1459,1659,0.7034,1.275377968,1099,0,0.0
MD-VF,1000,2,0.0,0.2,frequency,CHI_1.0e-5,1,20000,0.5,3094,3223,0.7094,1.170201268,1143,0,0.0
MD-VF,1000,2,0.2,0.2,frequency,CHI_1.0e-5,1,2000,0.5,204,414,0.614,1.041314333,1083,0,0.0
MD-VF,1000,2,0.2,0.2,frequency,CHI_1.0e-5,1,10000,0.5,1087,1322,0.771,1.474038114,1158,0,0.0
MD-VF,1000,2,0.2,0.2,frequency,CHI_1.0e-5,1,20000,0.5,2434,2632,0.7664,1.214294713,1123,0,0.0
MD-VF,1000,4,0.0,0.2,frequency,CHI_1.0e-5,1,2000,0.5,540,898,0.31,1.398408981,1067,0,0.0
MD-VF,1000,4,0.0,0.2,frequency,CHI_1.0e-5,1,10000,0.5,3597,3904,0.3782,1.763677066,1102,0,0.0
MD-VF,1000,4,0.0,0.2,frequency,CHI_1.0e-5,1,20000,0.5,7657,7792,0.3855,1.226704454,1131,0,0.0
MD-VF,1000,4,0.2,0.2,frequency,CHI_1.0e-5,1,2000,0.5,566,895,0.296,1.375649542,1080,0,0.0
MD-VF,1000,4,0.2,0.2,frequency,CHI_1.0e-5,1,10000,0.5,3341,3644,0.4254,1.338051336,1129,0,0.0
MD-VF,1000,4,0.2,0.2,frequency,CHI_1.0e-5,1,20000,0.5,7467,7843,0.3679,1.360419722,1099,0,0.0
MD-VF,1000,6,0.0,0.2,frequency,CHI_1.0e-5,1,2000,0.5,728,1097,0.22,1.394164682,1095,0,0.0
MD-VF,1000,6,0.0,0.2,frequency,CHI_1.0e-5,1,10000,0.5,4368,4781,0.3026,1.563214571,1168,0,0.0
MD-VF,1000,6,0.0,0.2,frequency,CHI_1.0e-5,1,20000,0.5,8489,8778,0.3396,1.520718551,1199,0,0.0
MD-VF,1000,6,0.2,0.2,frequency,CHI_1.0e-5,1,2000,0.5,660,1036,0.255,1.72498011,1129,0,0.0
MD-VF,1000,6,0.2,0.2,frequency,CHI_1.0e-5,1,10000,0.5,4190,4588,0.3152,1.790329906,1158,0,0.0
MD-VF,1000,6,0.2,0.2,frequency,CHI_1.0e-5,1,20000,0.5,8745,9060,0.3412,1.533080432,1146,0,0.0
MD-VF,1000,8,0.0,0.2,frequency,CHI_1.0e-5,1,2000,0.5,751,1149,0.212,1.572891968,1144,0,0.0
MD-VF,1000,8,0.0,0.2,frequency,CHI_1.0e-5,1,10000,0.5,4064,4560,0.3336,1.816354189,1232,0,0.0
MD-VF,1000,8,0.0,0.2,frequency,CHI_1.0e-5,1,20000,0.5,8990,9405,0.3311,1.509463425,1194,0,0.0
MD-VF,1000,8,0.2,0.2,frequency,CHI_1.0e-5,1,2000,0.5,776,1219,0.178,1.496216875,1114,0,0.0
MD-VF,1000,8,0.2,0.2,frequency,CHI_1.0e-5,1,10000,0.5,5063,5373,0.2508,1.611367319,1145,0,0.0
MD-VF,1000,8,0.2,0.2,frequency,CHI_1.0e-5,1,20000,0.5,8594,9239,0.338,1.485807735,1191,0,0.0
MD-VF,1000,10,0.0,0.2,frequency,CHI_1.0e-5,1,2000,0.5,821,1273,0.181,1.778986144,1126,0,0.0
MD-VF,1000,10,0.0,0.2,frequency,CHI_1.0e-5,1,10000,0.5,4637,5254,0.2768,1.423096045,1229,0,0.0
MD-VF,1000,10,0.0,0.2,frequency,CHI_1.0e-5,1,20000,0.5,10228,10507,0.2707,1.54899177,1275,0,0.0
MD-VF,1000,10,0.2,0.2,frequency,CHI_1.0e-5,1,2000,0.5,819,1288,0.171,1.748840173,1100,0,0.0
MD-VF,1000,10,0.2,0.2,frequency,CHI_1.0e-5,1,10000,0.5,4822,5100,0.2876,1.274093611,1214,0,0.0
MD-VF,1000,10,0.2,0.2,frequency,CHI_1.0e-5,1,20000,0.5,9851,10232,0.3021,1.299043718,1281,0,0.0
MD-VF,1000,2,0.0,0.2,random,CHI_1.0e-5,1,2000,0.5,22,148,1.215,5.804188721,1266,0,0.0
MD-VF,1000,2,0.0,0.2,random,CHI_1.0e-5,1,10000,0.5,445,575,1.2736,1.219515062,1287,0,0.0
MD-VF,1000,2,0.0,0.2,random,CHI_1.0e-5,1,20000,0.5,905,1071,1.2736,1.178479591,1322,0,0.0
MD-VF,1000,2,0.2,0.2,random,CHI_1.0e-5,1,2000,0.5,1,152,1.158,1.056199356,1262,0,0.0
MD-VF,1000,2,0.2,0.2,random,CHI_1.0e-5,1,10000,0.5,278,465,1.286,1.428647335,1286,0,0.0
MD-VF,1000,2,0.2,0.2,random,CHI_1.0e-5,1,20000,0.5,664,797,1.2886,1.151211306,1300,0,0.0
MD-VF,1000,4,0.0,0.2,random,CHI_1.0e-5,1,2000,0.5,210,467,1.122,1.364689278,1326,0,0.0
MD-VF,1000,4,0.0,0.2,random,CHI_1.0e-5,1,10000,0.5,1432,1844,1.204,1.595568012,1326,0,0.0
MD-VF,1000,4,0.0,0.2,random,CHI_1.0e-5,1,20000,0.5,3071,3474,1.2194,1.241209525,1360,0,0.0
MD-VF,1000,4,0.2,0.2,random,CHI_1.0e-5,1,2000,0.5,160,459,1.054,1.585527143,1320,0,0.0
MD-VF,1000,4,0.2,0.2,random,CHI_1.0e-5,1,10000,0.5,1354,1706,1.2264,1.435343943,1394,0,0.0
MD-VF,1000,4,0.2,0.2,random,CHI_1.0e-5,1,20000,0.5,2687,3061,1.2409,1.278277546,1381,0,0.0
MD-VF,1000,6,0.0,0.2,random,CHI_1.0e-5,1,2000,0.5,296,614,1.054,1.548152335,1268,0,0.0
MD-VF,1000,6,0.0,0.2,random,CHI_1.0e-5,1,10000,0.5,2025,2497,1.2688,1.517650147,1393,0,0.0
MD-VF,1000,6,0.0,0.2,random,CHI_1.0e-5,1,20000,0.5,4249,4805,1.3086,1.550606268,1373,0,0.0
MD-VF,1000,6,0.2,0.2,random,CHI_1.0e-5,1,2000,0.5,196,570,1.117,1.710726411,1327,0,0.0
MD-VF,1000,6,0.2,0.2,random,CHI_1.0e-5,1,10000,0.5,1958,2355,1.1682,1.757705758,1379,0,0.0
