wareh,capacity,buffer,CHIM,CHI,GS,BS,RND
2.0,10000.0,0.0,1.309923e6,1.288968e6,1.444857e6,1.444857e6,1.550539e6
2.0,10000.0,0.0,1.283013e6,1.269856e6,1.396256e6,1.396256e6,1.546143e6
2.0,10000.0,0.0,1.261346e6,1.247252e6,1.345335e6,1.345335e6,1.532442e6
3.0,10000.0,0.0,1.449271e6,1.422891e6,1.735991e6,1.735991e6,1.864994e6
3.0,10000.0,0.0,1.432593e6,1.41035e6,1.754746e6,1.754746e6,1.861729e6
3.0,10000.0,0.0,1.41014e6,1.39259e6,1.765467e6,1.765467e6,1.851889e6
4.0,10000.0,0.0,1.512199e6,1.497604e6,1.927547e6,1.927547e6,2.063978e6
4.0,10000.0,0.0,1.510199e6,1.49229e6,1.894925e6,1.894925e6,2.061496e6
4.0,10000.0,0.0,1.507506e6,1.480932e6,1.859325e6,1.859325e6,2.053193e6
2.0,12000.0,2000.0,1.186343e6,1.166217e6,1.266392e6,1.278554e6,1.445148e6
2.0,12000.0,2000.0,1.168806e6,1.163948e6,1.216637e6,1.231532e6,1.43647e6
2.0,12000.0,2000.0,1.136094e6,1.132102e6,1.16182e6,1.176435e6,1.41015e6
3.0,12000.0,2000.0,1.327703e6,1.321007e6,1.509981e6,1.578074e6,1.740566e6
3.0,12000.0,2000.0,1.321472e6,1.316455e6,1.533112e6,1.530913e6,1.73761e6
3.0,12000.0,2000.0,1.308096e6,1.301979e6,1.549316e6,1.479739e6,1.728366e6
4.0,12000.0,2000.0,1.424627e6,1.41045e6,1.70171e6,1.790136e6,1.9332e6
4.0,12000.0,2000.0,1.416487e6,1.404854e6,1.675036e6,1.748418e6,1.931377e6
4.0,12000.0,2000.0,1.400818e6,1.394253e6,1.646614e6,1.703355e6,1.925427e6
2.0,20000.0,0.0,1.253083e6,1.244219e6,1.469265e6,1.469265e6,1.550847e6
2.0,20000.0,0.0,1.241928e6,1.234423e6,1.419088e6,1.419088e6,1.546316e6
2.0,20000.0,0.0,1.225636e6,1.219303e6,1.369854e6,1.369854e6,1.532729e6
3.0,20000.0,0.0,1.36213e6,1.344002e6,1.760652e6,1.760652e6,1.865594e6
3.0,20000.0,0.0,1.360046e6,1.327506e6,1.712428e6,1.712428e6,1.862255e6
3.0,20000.0,0.0,1.345501e6,1.32943e6,1.663126e6,1.663126e6,1.852078e6
4.0,20000.0,0.0,1.41861e6,1.411515e6,1.953486e6,1.953486e6,2.064554e6
4.0,20000.0,0.0,1.414819e6,1.399941e6,1.907946e6,1.907946e6,2.061859e6
4.0,20000.0,0.0,1.415353e6,1.393896e6,1.867867e6,1.867867e6,2.053733e6
2.0,24000.0,4000.0,1.139421e6,1.128905e6,1.27259e6,1.296435e6,1.445477e6
2.0,24000.0,4000.0,1.146125e6,1.136746e6,1.224331e6,1.251509e6,1.436902e6
2.0,24000.0,4000.0,1.120524e6,1.107761e6,1.173014e6,1.194797e6,1.410073e6
3.0,24000.0,4000.0,1.273368e6,1.26443e6,1.517493e6,1.602656e6,1.740907e6
3.0,24000.0,4000.0,1.290492e6,1.269472e6,1.471343e6,1.55676e6,1.737912e6
3.0,24000.0,4000.0,1.255664e6,1.247923e6,1.438041e6,1.504852e6,1.728323e6
4.0,24000.0,4000.0,1.354852e6,1.34031e6,1.71455e6,1.81285e6,1.933625e6
4.0,24000.0,4000.0,1.336163e6,1.328262e6,1.677932e6,1.773633e6,1.931764e6
4.0,24000.0,4000.0,1.326992e6,1.316814e6,1.639817e6,1.728813e6,1.925548e6
2.0,30000.0,0.0,1.248359e6,1.233738e6,1.473433e6,1.473433e6,1.550893e6
2.0,30000.0,0.0,1.228943e6,1.222338e6,1.425053e6,1.425053e6,1.546332e6
2.0,30000.0,0.0,1.219126e6,1.207256e6,1.375777e6,1.375777e6,1.532793e6
