wareh,capacity,buffer,CHIM,CHI,GS,BS,RND
2.0,10000.0,0.0,1.550197e6,1.550697e6,1.549644e6,1.549644e6,1.550647e6
2.0,10000.0,0.0,1.545365e6,1.546197e6,1.545361e6,1.545361e6,1.546103e6
2.0,10000.0,0.0,1.531635e6,1.532486e6,1.531991e6,1.531991e6,1.532536e6
3.0,10000.0,0.0,1.865697e6,1.864887e6,1.864841e6,1.864841e6,1.865147e6
3.0,10000.0,0.0,1.862107e6,1.861404e6,1.861369e6,1.861369e6,1.861802e6
3.0,10000.0,0.0,1.851626e6,1.851804e6,1.851292e6,1.851292e6,1.851914e6
4.0,10000.0,0.0,2.064258e6,2.064335e6,2.06348e6,2.06348e6,2.064334e6
4.0,10000.0,0.0,2.061412e6,2.061625e6,2.060759e6,2.060759e6,2.061639e6
4.0,10000.0,0.0,2.053538e6,2.05458e6,2.053183e6,2.053183e6,2.053681e6
2.0,12000.0,2000.0,1.444483e6,1.445558e6,1.445261e6,1.444997e6,1.445376e6
2.0,12000.0,2000.0,1.436641e6,1.436134e6,1.436444e6,1.436395e6,1.436643e6
2.0,12000.0,2000.0,1.410232e6,1.410151e6,1.409994e6,1.409766e6,1.410088e6
3.0,12000.0,2000.0,1.723548e6,1.732911e6,1.727229e6,1.774783e6,1.740676e6
3.0,12000.0,2000.0,1.714729e6,1.714729e6,1.716453e6,1.770081e6,1.737755e6
3.0,12000.0,2000.0,1.692415e6,1.692415e6,1.69147e6,1.753529e6,1.728141e6
4.0,12000.0,2000.0,1.919089e6,1.927815e6,1.919427e6,1.985612e6,1.933531e6
4.0,12000.0,2000.0,1.910368e6,1.910368e6,1.908489e6,1.981775e6,1.931636e6
4.0,12000.0,2000.0,1.889741e6,1.889741e6,1.886306e6,1.969933e6,1.925424e6
2.0,20000.0,0.0,1.550289e6,1.55095e6,1.550379e6,1.550379e6,1.550627e6
2.0,20000.0,0.0,1.546012e6,1.546075e6,1.546174e6,1.546174e6,1.546104e6
2.0,20000.0,0.0,1.532441e6,1.532922e6,1.532919e6,1.532919e6,1.532493e6
3.0,20000.0,0.0,1.864956e6,1.865087e6,1.864688e6,1.864688e6,1.865055e6
3.0,20000.0,0.0,1.861075e6,1.862204e6,1.861571e6,1.861571e6,1.861878e6
3.0,20000.0,0.0,1.851453e6,1.852315e6,1.851837e6,1.851837e6,1.851814e6
4.0,20000.0,0.0,2.064021e6,2.065368e6,2.063323e6,2.063323e6,2.064221e6
