wareh,capacity,buffer,QMKOPT,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,OPT,RND
2.0,20.0,0.0,0.1076523994811932,0.1076523994811932,0.1076523994811932,0.1076523994811932,0.1076523994811932,0.1076523994811932,0.1076523994811932,0.0479896238651103,0.0479896238651103,0.1076523994811932,0.0
2.0,20.0,0.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.07611548556430447,0.07611548556430447,0.16666666666666663,0.0
3.0,20.0,0.0,0.10978260869565215,0.10978260869565215,0.10978260869565215,0.10978260869565215,0.10869565217391308,0.10978260869565215,0.10978260869565215,0.03804347826086951,0.03804347826086951,0.09891304347826091,0.0
3.0,20.0,0.0,0.15502183406113534,0.11572052401746724,0.1353711790393013,0.1353711790393013,0.14082969432314407,0.11572052401746724,0.1353711790393013,0.05786026200873362,0.05786026200873362,0.15502183406113534,0.0
4.0,20.0,0.0,0.08349705304518662,0.08349705304518662,0.0766208251473477,0.0795677799607073,0.05402750491159136,0.08349705304518662,0.08251473477406679,0.02062868369351667,0.02062868369351667,0.07858546168958747,0.0
4.0,20.0,0.0,0.10848126232741617,0.1134122287968442,0.1124260355029586,0.10946745562130178,0.10749506903353057,0.1134122287968442,0.11637080867850103,0.021696252465483234,0.021696252465483234,0.1124260355029586,0.0
2.0,24.0,4.0,0.14345403899721454,0.14345403899721454,0.14345403899721454,0.14345403899721454,0.0,0.0,0.14345403899721454,0.14345403899721454,0.11142061281337046,0.1406685236768802,0.0
2.0,24.0,4.0,0.18246110325318243,0.18246110325318243,0.17821782178217827,0.17821782178217827,0.0,0.0,0.17821782178217827,0.18246110325318243,0.1669024045261669,0.17114568599717117,0.0
3.0,24.0,4.0,0.10955710955710951,0.10955710955710951,0.11072261072261069,0.11072261072261069,0.0,0.0,0.11188811188811187,0.07109557109557108,0.07808857808857805,0.12354312354312358,0.0
3.0,24.0,4.0,0.15284360189573465,0.15521327014218012,0.17654028436018954,0.1718009478672986,0.0,0.0,0.1800947867298578,0.1172985781990521,0.13862559241706163,0.17654028436018954,0.0
4.0,24.0,4.0,0.08736842105263154,0.10315789473684212,0.1010526315789474,0.1105263157894737,0.0,0.0,0.0915789473684211,0.0642105263157895,0.052631578947368474,0.11368421052631583,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
