wareh,capacity,buffer,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,400.0,0.0,0.31355593503615153,0.313646768157541,0.3136104349089852,0.31092177451585945,0.302601460596592,0.302601460596592,0.0
2.0,400.0,0.0,0.36288633507567336,0.3636330522519897,0.3629409729178429,0.36228531881180903,0.3514852386763072,0.3514852386763072,0.0
2.0,400.0,0.0,0.4123766190878069,0.41224819285950176,0.4123766190878069,0.41142259567754014,0.39874509228341837,0.39874509228341837,0.0
2.0,400.0,0.0,0.4594850119570658,0.4610051350499601,0.4594850119570658,0.4576868175666907,0.4440798620766364,0.4440798620766364,0.0
2.0,400.0,0.0,0.5052718627248294,0.5053470408029019,0.5052718627248294,0.5034299998120548,0.48935290469299153,0.48935290469299153,0.0
2.0,400.0,0.0,0.5472864051585169,0.5472864051585169,0.5472864051585169,0.5462117141321869,0.5294196668457818,0.5294196668457818,0.0
3.0,400.0,0.0,0.24052508508323112,0.24025883823767735,0.23866135716435533,0.2398536799944435,0.22636769846965943,0.22636769846965943,0.0
3.0,400.0,0.0,0.22138777973813728,0.26368511468102884,0.26233865725694117,0.2640333364286378,0.2522866561426317,0.2522866561426317,0.0
3.0,400.0,0.0,0.2033703160979694,0.2947689158700254,0.29336171004582146,0.29426883446142393,0.282860000465192,0.282860000465192,0.0
3.0,400.0,0.0,0.19074000327953333,0.31580735083979483,0.31280892033076435,0.314261285108576,0.27688631731827873,0.27688631731827873,0.0
3.0,400.0,0.0,0.17791056738090183,0.3419725149093652,0.3407231926077835,0.3404992574782547,0.29750371260872643,0.29750371260872643,0.0
3.0,400.0,0.0,0.3326427937259544,0.3721929564960047,0.3708434448061557,0.3710683634211305,0.3196093518792542,0.3196093518792542,0.0
4.0,400.0,0.0,0.19229610096063288,0.19437747221698998,0.19273874552646453,0.19246562441137693,0.1833113580711998,0.1833113580711998,0.0
4.0,400.0,0.0,0.21324417113106464,0.2139232626575115,0.20794348449407685,0.21229155662868782,0.19770052063683696,0.19770052063683696,0.0
4.0,400.0,0.0,0.2320298127270154,0.2325581395348837,0.22111420350016509,0.2304920043398273,0.21070805226661637,0.21070805226661637,0.0
4.0,400.0,0.0,0.251592477439903,0.2515166451808599,0.23619852885417458,0.2500947903238038,0.22490900128914837,0.22490900128914837,0.0
4.0,400.0,0.0,0.2724921063643626,0.27280594970898164,0.26959143302773236,0.27173127401377106,0.2584737703047133,0.2584737703047133,0.0
4.0,400.0,0.0,0.2872447560496053,0.2877147214256256,0.27127552439503944,0.28643910111928483,0.22198670669364973,0.22198670669364973,0.0
2.0,480.0,80.0,0.5144898504273504,0.5147569444444444,0.5144675925925926,0.5127537393162394,0.5148459757834758,0.5108173076923077,0.0
2.0,480.0,80.0,0.5606844589687727,0.5619553376906319,0.5604121278140886,0.5602078794480756,0.5606844589687727,0.5575072621641248,0.0
2.0,480.0,80.0,0.3849135842351801,0.6097330225903962,0.6098714724138727,0.6087407988554814,0.6097330225903962,0.6057179777095785,0.0
2.0,480.0,80.0,0.3226337835929778,0.6596931331482092,0.6571280651386078,0.6581399727020285,0.6594107403398126,0.6555043064903281,0.0
2.0,480.0,80.0,0.24873171090361001,0.6986986251010955,0.6977183050265912,0.6973261769967894,0.6986005930936451,0.6953900448496434,0.0
2.0,480.0,80.0,0.1744652406417112,0.7370423693953105,0.7370423693953105,0.7332116412998766,0.7369395310571781,0.7344971205265323,0.0
3.0,480.0,80.0,0.3238108144735059,0.3103266025206668,0.32461038081040794,0.31010977097167636,0.31059764195690476,0.2990784659167909,0.0
3.0,480.0,80.0,0.3415533533072136,0.34170247956292454,0.3125415181052832,0.3408212789609967,0.3340428127923214,0.3335683201605141,0.0
3.0,480.0,80.0,0.3607225075261201,0.37077549686014355,0.358052607919794,0.3705711678086391,0.36168966503657485,0.36465924725177423,0.0
3.0,480.0,80.0,0.38376353381911,0.40043637561236667,0.38099158810533396,0.39926996281201543,0.38860757756645126,0.3961686770134343,0.0
3.0,480.0,80.0,0.4099550639474594,0.43086069823712414,0.40886277220877987,0.42875907362599375,0.422868994123747,0.42978223297614937,0.0
3.0,480.0,80.0,0.4384873479658884,0.46031035928980846,0.43799804277925347,0.45762617083741086,0.4435341814623235,0.46088354536558085,0.0
4.0,480.0,80.0,0.24850147968792036,0.2268388485337638,0.24748991121872477,0.2252354048964218,0.2277966101694915,0.21236481033091203,0.0
4.0,480.0,80.0,0.2609223431339901,0.2527688556112967,0.250255132185328,0.251651645199755,0.2455499575674892,0.23966311809128893,0.0
4.0,480.0,80.0,0.26951473397291437,0.2772841413946301,0.2623892000944348,0.27786362758354255,0.27468718477024445,0.2672719077973086,0.0
4.0,480.0,80.0,0.31069258285566526,0.300435288540275,0.27289574623971036,0.3005430332284619,0.26542903934836015,0.29139550920139634,0.0
4.0,480.0,80.0,0.17545660866745916,0.32598076299578516,0.3061061277423538,0.32504052739652,0.32230627904463416,0.31760510104830864,0.0
4.0,480.0,80.0,0.22620554222125244,0.34733798821732487,0.3160266201178268,0.34551603753000215,0.34314859262491815,0.33937377263801005,0.0
2.0,800.0,0.0,0.31171529055888625,0.3112597262969915,0.309820143229404,0.3079067733294458,0.30473604606665816,0.30473604606665816,0.0
2.0,800.0,0.0,0.36234341666210823,0.3627080940138213,0.36174169903178166,0.35805845777947964,0.35638094196159953,0.35638094196159953,0.0
2.0,800.0,0.0,0.40886590729256755,0.4102644314815156,0.40857148114752595,0.406657711204755,0.4031061958301897,0.4031061958301897,0.0
2.0,800.0,0.0,0.4572813010545076,0.45802391207485516,0.4572813010545076,0.45431085697311746,0.4504864102183277,0.4504864102183277,0.0
2.0,800.0,0.0,0.5029063752139806,0.502943998194097,0.5029063752139806,0.4976579694877631,0.4950055493895672,0.4950055493895672,0.0
2.0,800.0,0.0,0.5433167840511104,0.5439903013508833,0.5433167840511104,0.5394103837124273,0.5348497094253934,0.5348497094253934,0.0
3.0,800.0,0.0,0.2353746071871703,0.23771698922736184,0.2338091538434779,0.23594280877117713,0.23173347866924865,0.23173347866924865,0.0
3.0,800.0,0.0,0.2172284209793779,0.2647706975341576,0.26167389640214345,0.2623582082627758,0.25808995801340784,0.25808995801340784,0.0
3.0,800.0,0.0,0.20372417806226362,0.2889962176316555,0.28754146057608376,0.2859703229560664,0.26537096304917074,0.26537096304917074,0.0
3.0,800.0,0.0,0.18869796652114024,0.31902972007564256,0.31765227744963,0.3164149137347372,0.31153549833072636,0.31153549833072636,0.0
3.0,800.0,0.0,0.3102994096479056,0.34323917491826794,0.3426041348166615,0.3409459745513559,0.335853893736623,0.335853893736623,0.0
3.0,800.0,0.0,0.32903003598617564,0.3656337961258447,0.36412546467297713,0.36399482179123266,0.35804463235905415,0.35804463235905415,0.0
4.0,800.0,0.0,0.18980962518486422,0.1920515453235242,0.1853540444050905,0.1901393193229024,0.18556128072042877,0.18556128072042877,0.0
4.0,800.0,0.0,0.2095393434276771,0.21109497859823134,0.2047875850885298,0.20927535685328003,0.2017988799426772,0.2017988799426772,0.0
4.0,800.0,0.0,0.23167091716255783,0.23106640219136676,0.22977236233116083,0.22965901577406256,0.21431000283366397,0.21431000283366397,0.0
4.0,800.0,0.0,0.2509462528387585,0.25209121877365637,0.24823996971990914,0.2502176381529144,0.2303747161241484,0.2303747161241484,0.0
4.0,800.0,0.0,0.2672457308304047,0.2694648418526243,0.2631598998066611,0.2670457251159557,0.2580930883739535,0.2580930883739535,0.0
4.0,800.0,0.0,0.28774887926667236,0.29047304982842503,0.28641069021879395,0.28792093214425674,0.2608608378975138,0.2608608378975138,0.0
2.0,960.0,160.0,0.5112261750658393,0.512252823282596,0.5117841360532072,0.5076775431861804,0.5116948622952283,0.5094183814667679,0.0
2.0,960.0,160.0,0.5607561163116719,0.5617510061954507,0.5610726721837833,0.5577714466603356,0.561411839189617,0.5588793922127255,0.0
2.0,960.0,160.0,0.3888075074387731,0.6118104829480431,0.611261158159762,0.608697642481117,0.6110551613641566,0.6084458686198215,0.0
2.0,960.0,160.0,0.32481171352388083,0.6584413154324742,0.657108106843804,0.6543013519202882,0.6574355615848809,0.6549094821537167,0.0
2.0,960.0,160.0,0.24431008209212013,0.6947844467384359,0.6950056530501892,0.6913926166248833,0.6932605810352455,0.6913188811876321,0.0
2.0,960.0,160.0,0.17563935181629675,0.7358113816143154,0.733533010777462,0.7335586104497862,0.7347105957043749,0.7334562117604895,0.0
3.0,960.0,160.0,0.3218540001892941,0.313024784001947,0.32039373166213714,0.31234873375789285,0.31033410403061157,0.3010722156870699,0.0
