wareh,capacity,buffer,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,1000.0,0.0,4.472025548,0.242201519,0.247257231,0.302801557,0.324140831,0.237953108,0.054132961
2.0,1000.0,0.0,4.583726005,0.233763095,0.237907721,0.30113535199999997,0.2299095,0.282700801,0.007156905
2.0,1000.0,0.0,4.5509184750000005,0.240336622,0.24556673,0.326298274,0.236217628,0.236208967,0.00753503
3.0,1000.0,0.0,11.920343788,0.23580501399999998,0.246925027,0.31086212,0.23353291799999998,0.23345581299999998,0.010497164
3.0,1000.0,0.0,8.381632721,0.263769366,0.274785316,0.34917103699999996,0.26176057399999997,0.261800873,0.009516585
3.0,1000.0,0.0,14.529277302,0.243551414,0.251667459,0.28392973,0.239592706,0.239779114,0.012791332
4.0,1000.0,0.0,12.609189588,0.28310889699999997,0.301174619,0.42998254599999997,0.28438861,0.28368816599999996,0.013133208
4.0,1000.0,0.0,18.678632315999998,0.283158295,0.29320435300000003,0.343163237,0.284232393,0.305990518,0.013591581
4.0,1000.0,0.0,26.439249737,0.232554933,0.24911381900000001,0.282482952,0.233882836,0.233045991,0.01366331
2.0,1100.0,100.0,5.058961237,0.226726089,0.23046752,0.297271929,0.221878851,0.219949469,0.045604109
2.0,1100.0,100.0,5.857626154,0.23108779299999999,0.235320772,0.271032614,0.225901543,0.22496587099999998,0.042670121
2.0,1100.0,100.0,5.543277016,0.234069632,0.236994751,0.27278684400000003,0.22936689700000001,0.228182519,0.040108602
3.0,1100.0,100.0,13.194650733,0.234660923,0.268243778,0.274643392,0.23149911,0.22967099800000002,0.071870889
3.0,1100.0,100.0,20.077878712,0.228143707,0.233588093,0.277574742,0.225535181,0.22358694099999998,0.070503181
3.0,1100.0,100.0,14.243939973000002,0.229140716,0.244289428,0.302335747,0.226250867,0.224927642,0.069341294
4.0,1100.0,100.0,27.570754124999997,0.24917677,0.265129294,0.336701834,0.248986032,0.24493499,0.117930608
4.0,1100.0,100.0,75.18984439699999,0.23895486700000002,0.249954762,0.285369934,0.23843182100000002,0.23505608,0.118924828
4.0,1100.0,100.0,38.933411689,0.24085782,0.260640761,0.28984642699999996,0.24124369699999998,0.23751162299999998,0.115395654
2.0,1200.0,200.0,4.184872451,0.23632691400000003,0.23915802800000002,0.281850803,0.231229221,0.229298091,0.040341406
2.0,1200.0,200.0,4.692367515,0.234940906,0.23787734100000002,0.299067896,0.23000329,0.22834042200000002,0.041268629
2.0,1200.0,200.0,5.273887942,0.23058773100000002,0.23271777100000002,0.284444534,0.252812906,0.224020633,0.042141514
3.0,1200.0,200.0,12.863982045,0.23272832200000002,0.23803533200000002,0.296140134,0.230017266,0.22736208500000002,0.069004476
3.0,1200.0,200.0,10.134855555,0.23867146,0.244986988,0.280903213,0.236148839,0.233098212,0.07023698
3.0,1200.0,200.0,14.724152725000001,0.24008339199999998,0.24833919999999998,0.290973174,0.23772063899999998,0.23492556399999998,0.067739713
4.0,1200.0,200.0,24.594827751999997,0.273252114,0.254879488,0.303464907,0.238585918,0.233060371,0.116975712
4.0,1200.0,200.0,76.00148511,0.279695538,0.260030066,0.305147417,0.250823219,0.245413748,0.123639138
4.0,1200.0,200.0,14.684352974,0.242820472,0.25096013500000003,0.287663346,0.272500166,0.239199376,0.112940887
2.0,2000.0,0.0,12.716212943,0.324652637,0.357773934,1.594020165,0.284649532,0.27115969500000003,0.016254112
2.0,2000.0,0.0,12.575717038,0.300823613,0.330248245,1.339102455,0.27939002,0.279194812,0.017218351
2.0,2000.0,0.0,11.753894161,0.294408355,0.309334283,1.188806051,0.27788549,0.277181833,0.018213599
3.0,2000.0,0.0,19.403643765,0.328421262,0.352355548,2.192621104,0.31512335,0.314564824,0.019567975
3.0,2000.0,0.0,23.475911683,0.308742038,0.364878295,0.769247345,0.294308006,0.30818442,0.022000082
3.0,2000.0,0.0,22.298801861,0.289189088,0.32134189,1.825714778,0.280800018,0.27552667000000003,0.021445747
4.0,2000.0,0.0,243.314039361,0.29667218100000003,0.39098673500000003,2.003339789,0.29285364,0.302923318,0.024913755
4.0,2000.0,0.0,29.811847688,0.314029425,0.38797631,0.827036595,0.310681549,0.323201425,0.022760806
4.0,2000.0,0.0,34.389721846,0.30674421300000004,0.350148428,0.74037066,0.306837383,0.321079702,0.024591086
2.0,2200.0,200.0,18.813259459,0.29316519,0.31078367100000004,1.9702673720000001,0.26869926,0.263341192,0.049900848
2.0,2200.0,200.0,24.927650106999998,0.321004702,0.340217187,1.7993298149999999,0.295296772,0.29142102999999997,0.049499816
2.0,2200.0,200.0,12.512813729,0.31030805499999997,0.349859437,1.41796872,0.296654784,0.28261451699999995,0.05126151
3.0,2200.0,200.0,22.909631665,0.319440317,0.357716525,1.3509822980000001,0.303540158,0.298104984,0.081170717
3.0,2200.0,200.0,19.36249176,0.317709986,0.348899326,0.939858933,0.302687811,0.305760021,0.081546259
3.0,2200.0,200.0,33.311991971,0.30904532100000004,0.42202432,0.9433896660000001,0.293702779,0.29881982300000004,0.081028032
4.0,2200.0,200.0,39.378517879,0.31980197,0.373921557,2.097708487,0.33202264400000003,0.300581801,0.128799542
4.0,2200.0,200.0,207.61565888500002,0.29848382500000004,0.369867659,2.293047168,0.314884892,0.280814217,0.143494934
4.0,2200.0,200.0,42.576060643000005,0.33079079200000006,0.445774126,0.708346534,0.32559384900000005,0.31437442800000004,0.12922824
2.0,2400.0,400.0,13.154178749,0.30574817600000004,0.31258487,1.173652473,0.280272118,0.271776885,0.052925432
2.0,2400.0,400.0,10.778016102,0.291124379,0.297336965,0.592645578,0.267273264,0.258226211,0.050235747
2.0,2400.0,400.0,11.621544878,0.328493275,0.307495765,0.772065428,0.28717160199999997,0.26962770999999996,0.051707318
3.0,2400.0,400.0,43.379015636999995,0.31786409000000004,0.335000454,1.200694542,0.30255793500000006,0.305356155,0.080492281
3.0,2400.0,400.0,30.219158631,0.298287798,0.336926979,0.8711289179999999,0.284538212,0.284374083,0.081056186
3.0,2400.0,400.0,24.433922706,0.304137136,0.362244637,1.391481889,0.290522345,0.27872938399999997,0.093234188
4.0,2400.0,400.0,34.125096438,0.31673174800000004,0.385674258,1.391793601,0.31282387700000003,0.311347278,0.13590465
4.0,2400.0,400.0,35.901962149999996,0.308304937,0.495257949,1.044942166,0.305102045,0.30689126099999997,0.127233352
4.0,2400.0,400.0,43.655525089,0.32860267899999995,0.440740537,1.91005028,0.32614877499999995,0.320774421,0.130026526
2.0,3000.0,0.0,23.977797063,0.45373481299999996,0.555011786,2.546893615,0.400973194,0.38490747599999997,0.028222302
2.0,3000.0,0.0,23.154687669999998,0.367555293,0.436161782,5.406195155000001,0.33841414999999997,0.36027536699999996,0.030297588
2.0,3000.0,0.0,20.839486098,0.40587246499999996,0.456245612,4.7869925669999995,0.374435544,0.39669444,0.031669005
