wareh,capacity,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,1000.0,0.15740858361310225,0.15646493058706107,0.15719081753016967,0.14869794029579894,0.1541874603030578,0.1541874603030578,0.0
2.0,1000.0,0.041838833404361765,0.27096110730234024,0.2714984528155052,0.2636142970964813,0.03918916414978969,0.03918916414978969,0.0
2.0,1000.0,0.3832268542524777,0.38292356008648776,0.3832268542524777,0.3708407118607586,-0.06704757804932933,-0.06704757804932933,0.0
3.0,1000.0,0.1315055520588524,0.12853175038543935,0.13097430981816502,0.122370495267902,0.1236062109147183,0.1236062109147183,0.0
3.0,1000.0,0.19380035312964067,0.19261935664924404,0.19406344640497655,0.183264929081746,0.14996901345868266,0.14996901345868266,0.0
3.0,1000.0,0.2066772655007949,0.250070492245853,0.2515583285838558,0.24242733299337074,0.0479347271800102,0.0479347271800102,0.0
2.0,2000.0,0.15995573415092115,0.15709840987636403,0.15954754496884155,0.13493827272479886,0.15441343214535164,0.15441343214535164,0.0
2.0,2000.0,0.046654360867558836,0.27189663128749425,0.273502538071066,0.2658329487771112,0.2685832948777111,0.2685832948777111,0.0
2.0,2000.0,0.3864238475577448,0.38608042074690424,0.38643365975234023,0.3790548894165669,0.38407873304943385,0.38407873304943385,0.0
3.0,2000.0,0.1359643022716736,0.130012749188688,0.13500811312007419,0.12232267037552155,0.1285350023180343,0.1285350023180343,0.0
3.0,2000.0,0.19378200182366556,0.19023988216314794,0.19327347969418532,0.17816978794042693,0.18652241004418882,0.18652241004418882,0.0
3.0,2000.0,0.25000598745030417,0.24731762226373522,0.25042510897159553,0.23367222302054894,0.24163553192508502,0.24163553192508502,0.0
2.0,1200.0,0.16056594331468085,0.15997452345207225,0.16058414084891498,0.1544879668804877,0.15785451071379827,0.15785451071379827,0.0
2.0,1200.0,0.04385674017575858,0.27133882348606275,0.2722415667200943,0.2589583448479154,0.2691556587262109,0.2691556587262109,0.0
2.0,1200.0,0.38184563791294457,0.38119845853639406,0.3816299114540944,0.376256361479099,0.3776880007060139,0.3776880007060139,0.0
3.0,1200.0,0.13114905505720453,0.12481095371685196,0.13026010459598933,0.11949456816633763,0.12135328276706034,0.12135328276706034,0.0
3.0,1200.0,0.19176573426573426,0.19015151515151515,0.1913869463869464,0.18382284382284383,0.18614219114219113,0.18614219114219113,0.0
3.0,1200.0,0.17436384169930558,0.24422111156498547,0.2466720330634116,0.23922916116010284,0.045864670687459454,0.045864670687459454,0.0
2.0,2400.0,0.16095334041259382,0.15872972654087367,0.1608716566377143,0.1518138336010746,0.1576406095424801,0.1576406095424801,0.0
2.0,2400.0,0.0471837625006932,0.27337005748932475,0.27404477142909955,0.24911732628426714,0.27021831155147236,0.27021831155147236,0.0
2.0,2400.0,0.38117896889378267,0.38111998112391365,0.3814345825632152,0.35556844547563804,-0.0720535608950411,-0.0720535608950411,0.0
3.0,2400.0,0.13659154391991535,0.12817710230920037,0.1356026301636045,0.11467351388238288,0.12473614508694923,0.12473614508694923,0.0
3.0,2400.0,0.1927954613038839,0.18815997387800795,0.19256806003393526,0.1801484522136639,0.09056401345749054,0.09056401345749054,0.0
3.0,2400.0,0.2507223441115467,0.24755721804601422,0.24988310613962522,0.23956047908499084,0.2432591207183877,0.2432591207183877,0.0
