wareh,capacity,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,1000.0,292862.0,292966.0,292886.0,293822.0,293217.0,293217.0,310210.0
2.0,1000.0,303422.0,278691.0,278633.0,279484.0,303708.0,303708.0,307938.0
2.0,1000.0,263041.0,263072.0,263041.0,264307.0,309064.0,309064.0,302211.0
3.0,1000.0,350405.0,350920.0,350497.0,351987.0,351773.0,351773.0,373179.0
3.0,1000.0,337894.0,338096.0,337849.0,339696.0,345391.0,345391.0,371042.0
3.0,1000.0,332235.0,325002.0,324754.0,326276.0,358695.0,358695.0,366685.0
2.0,2000.0,292609.0,292924.0,292654.0,295367.0,293220.0,293220.0,310243.0
2.0,2000.0,303295.0,278890.0,278716.0,279547.0,279249.0,279249.0,308350.0
2.0,2000.0,262532.0,262567.0,262531.0,263283.0,262771.0,262771.0,301914.0
3.0,2000.0,349098.0,350125.0,349263.0,351452.0,350380.0,350380.0,372560.0
3.0,2000.0,337931.0,338537.0,338018.0,340602.0,339173.0,339173.0,371084.0
3.0,2000.0,325261.0,325710.0,325191.0,327989.0,326659.0,326659.0,367016.0
2.0,1200.0,292258.0,292323.0,292256.0,292926.0,292556.0,292556.0,309905.0
2.0,1200.0,303797.0,279102.0,279004.0,280446.0,279339.0,279339.0,308558.0
2.0,1200.0,263040.0,263106.0,263062.0,263610.0,263464.0,263464.0,301981.0
3.0,1200.0,350518.0,351616.0,350672.0,352537.0,352215.0,352215.0,373238.0
3.0,1200.0,338693.0,338970.0,338758.0,340056.0,339658.0,339658.0,371600.0
3.0,1200.0,337442.0,325813.0,325405.0,326644.0,358833.0,358833.0,366468.0
2.0,2400.0,292447.0,292692.0,292456.0,293454.0,292812.0,292812.0,310181.0
2.0,2400.0,303089.0,278617.0,278544.0,281241.0,278958.0,278958.0,308194.0
2.0,2400.0,262944.0,262950.0,262918.0,265549.0,309045.0,309045.0,301716.0
3.0,2400.0,349298.0,350753.0,349469.0,353088.0,351348.0,351348.0,372917.0
3.0,2400.0,338438.0,339233.0,338477.0,340607.0,355971.0,355971.0,371503.0
3.0,2400.0,324993.0,325521.0,325133.0,326855.0,326238.0,326238.0,366818.0
