wareh,capacity,buffer,QMK,CHIM,CHI,KLQ,GO,GP,GS,BS,RND
2.0,1000.0,0.0,1.331692e6,1.332884e6,1.331641e6,1.331692e6,1.464777e6,1.502502e6,1.336347e6,1.336347e6,1.550693e6
2.0,1000.0,0.0,1.388518e6,1.275287e6,1.274916e6,1.388518e6,1.420969e6,1.485073e6,1.392982e6,1.392982e6,1.546062e6
2.0,1000.0,0.0,1.443531e6,1.222695e6,1.222175e6,1.443531e6,1.359266e6,1.462805e6,1.447495e6,1.447495e6,1.533658e6
3.0,1000.0,0.0,1.603015e6,1.611832e6,1.603427e6,1.603015e6,1.738959e6,1.791537e6,1.61651e6,1.61651e6,1.864987e6
3.0,1000.0,0.0,1.550727e6,1.560038e6,1.552394e6,1.550727e6,1.707759e6,1.769389e6,1.561972e6,1.561972e6,1.862006e6
3.0,1000.0,0.0,1.499675e6,1.512342e6,1.499782e6,1.499675e6,1.668753e6,1.734006e6,1.509364e6,1.509364e6,1.851931e6
4.0,1000.0,0.0,1.793019e6,1.813143e6,1.796484e6,1.793019e6,1.938229e6,1.969427e6,1.816145e6,1.816145e6,2.063954e6
4.0,1000.0,0.0,1.820876e6,1.770137e6,1.749001e6,1.820876e6,1.905973e6,1.934697e6,1.829374e6,1.829374e6,2.061301e6
4.0,1000.0,0.0,1.726944e6,1.717734e6,1.703417e6,1.726944e6,1.869316e6,1.900257e6,1.837431e6,1.837431e6,2.052696e6
2.0,1200.0,200.0,1.179393e6,1.180304e6,1.179364e6,1.179393e6,1.268903e6,1.297199e6,1.179889e6,1.181725e6,1.444386e6
2.0,1200.0,200.0,1.136263e6,1.137547e6,1.136422e6,1.136263e6,1.219393e6,1.294705e6,1.225206e6,1.139473e6,1.436635e6
2.0,1200.0,200.0,1.26218e6,1.098102e6,1.097313e6,1.26218e6,1.170514e6,1.255152e6,1.266943e6,1.099506e6,1.409894e6
3.0,1200.0,200.0,1.432367e6,1.462765e6,1.457286e6,1.432367e6,1.53915e6,1.540166e6,1.463912e6,1.459947e6,1.739587e6
3.0,1200.0,200.0,1.400119e6,1.412849e6,1.400603e6,1.400119e6,1.513377e6,1.518376e6,1.413671e6,1.407255e6,1.738106e6
3.0,1200.0,200.0,1.360485e6,1.364038e6,1.358983e6,1.360485e6,1.479643e6,1.493986e6,1.363191e6,1.354648e6,1.727783e6
4.0,1200.0,200.0,1.628867e6,1.648629e6,1.648629e6,1.628867e6,1.735033e6,1.736092e6,1.667672e6,1.671874e6,1.932378e6
4.0,1200.0,200.0,1.607113e6,1.606728e6,1.606728e6,1.607113e6,1.705169e6,1.725347e6,1.688569e6,1.620491e6,1.931564e6
4.0,1200.0,200.0,1.577289e6,1.559708e6,1.559708e6,1.577289e6,1.67195e6,1.713131e6,1.75174e6,1.568303e6,1.924054e6
2.0,2000.0,0.0,1.361039e6,1.366515e6,1.361039e6,1.361039e6,1.486739e6,1.488829e6,1.36345e6,1.36345e6,1.550725e6
2.0,2000.0,0.0,1.413243e6,1.310613e6,1.307126e6,1.413243e6,1.44189e6,1.465558e6,1.310953e6,1.310953e6,1.546018e6
2.0,2000.0,0.0,1.461438e6,1.256957e6,1.254471e6,1.461438e6,1.392745e6,1.442603e6,1.257554e6,1.257554e6,1.532549e6
3.0,2000.0,0.0,1.62202e6,1.644507e6,1.626828e6,1.62202e6,1.771758e6,1.77085e6,1.643721e6,1.643721e6,1.865716e6
3.0,2000.0,0.0,1.579205e6,1.596465e6,1.57926e6,1.579205e6,1.740204e6,1.752559e6,1.628081e6,1.628081e6,1.862507e6
3.0,2000.0,0.0,1.531049e6,1.550523e6,1.531396e6,1.531049e6,1.694845e6,1.728345e6,1.611551e6,1.611551e6,1.852159e6
4.0,2000.0,0.0,1.793894e6,1.835979e6,1.802525e6,1.793894e6,1.962878e6,1.963501e6,1.843948e6,1.843948e6,2.06513e6
4.0,2000.0,0.0,1.794388e6,1.791963e6,1.760125e6,1.794388e6,1.929907e6,1.934483e6,1.815179e6,1.815179e6,2.06224e6
4.0,2000.0,0.0,1.743456e6,1.748627e6,1.716759e6,1.743456e6,1.896774e6,1.893943e6,1.78716e6,1.78716e6,2.054624e6
2.0,2400.0,400.0,1.204014e6,1.208794e6,1.204557e6,1.204014e6,1.292217e6,1.295248e6,1.208365e6,1.209471e6,1.445488e6
2.0,2400.0,400.0,1.161455e6,1.16353e6,1.161126e6,1.161455e6,1.251748e6,1.286856e6,1.16255e6,1.163802e6,1.43707e6
2.0,2400.0,400.0,1.119081e6,1.120318e6,1.11881e6,1.119081e6,1.195737e6,1.276025e6,1.120149e6,1.120846e6,1.409048e6
3.0,2400.0,400.0,1.454467e6,1.482143e6,1.457873e6,1.454467e6,1.553869e6,1.548032e6,1.48793e6,1.489866e6,1.741018e6
3.0,2400.0,400.0,1.427934e6,1.437831e6,1.428011e6,1.427934e6,1.529437e6,1.525094e6,1.479132e6,1.439383e6,1.73803e6
3.0,2400.0,400.0,1.387948e6,1.394057e6,1.384997e6,1.387948e6,1.497077e6,1.497492e6,1.469539e6,1.387597e6,1.729106e6
4.0,2400.0,400.0,1.643772e6,1.654944e6,1.654944e6,1.643772e6,1.752914e6,1.744586e6,1.682429e6,1.70336e6,1.933855e6
4.0,2400.0,400.0,1.605231e6,1.623493e6,1.623493e6,1.605231e6,1.731755e6,1.728851e6,1.640865e6,1.654773e6,1.932107e6
4.0,2400.0,400.0,1.597939e6,1.578587e6,1.578587e6,1.597939e6,1.701165e6,1.71543e6,1.609426e6,1.602154e6,1.924914e6
2.0,3000.0,0.0,1.377852e6,1.386455e6,1.378049e6,1.377852e6,1.496357e6,1.479773e6,1.381689e6,1.381689e6,1.550532e6
2.0,3000.0,0.0,1.325328e6,1.332342e6,1.325516e6,1.325328e6,1.456812e6,1.453441e6,1.431963e6,1.431963e6,1.546292e6
2.0,3000.0,0.0,1.273678e6,1.278687e6,1.274028e6,1.273678e6,1.409997e6,1.425892e6,1.479621e6,1.479621e6,1.532406e6
3.0,3000.0,0.0,1.611365e6,1.665638e6,1.63412e6,1.611365e6,1.786085e6,1.757796e6,1.663718e6,1.663718e6,1.865069e6
3.0,3000.0,0.0,1.623637e6,1.623425e6,1.594686e6,1.623637e6,1.754065e6,1.730938e6,1.613149e6,1.613149e6,1.861551e6
3.0,3000.0,0.0,1.637278e6,1.57132e6,1.546191e6,1.637278e6,1.713394e6,1.707621e6,1.562245e6,1.562245e6,1.851587e6
4.0,3000.0,0.0,1.761886e6,1.832686e6,1.780352e6,1.761886e6,1.976526e6,1.946966e6,1.861911e6,1.861911e6,2.064124e6
4.0,3000.0,0.0,1.739007e6,1.798348e6,1.7509e6,1.739007e6,1.949533e6,1.920798e6,1.831012e6,1.831012e6,2.061145e6
4.0,3000.0,0.0,1.70557e6,1.749597e6,1.722356e6,1.70557e6,1.912037e6,1.885976e6,1.799588e6,1.799588e6,2.053048e6
2.0,3600.0,600.0,1.216028e6,1.224217e6,1.217197e6,1.216028e6,1.300956e6,1.292174e6,1.222716e6,1.224271e6,1.444997e6
2.0,3600.0,600.0,1.174296e6,1.178321e6,1.173936e6,1.174296e6,1.265738e6,1.277377e6,1.264171e6,1.177868e6,1.436655e6
2.0,3600.0,600.0,1.130325e6,1.132231e6,1.130585e6,1.130325e6,1.21543e6,1.263247e6,1.296028e6,1.131648e6,1.409409e6
3.0,3600.0,600.0,1.459376e6,1.481706e6,1.459366e6,1.459376e6,1.56309e6,1.550246e6,1.49942e6,1.510261e6,1.740735e6
3.0,3600.0,600.0,1.43147e6,1.446409e6,1.427008e6,1.43147e6,1.538479e6,1.52733e6,1.451758e6,1.458677e6,1.737484e6
3.0,3600.0,600.0,1.401457e6,1.408185e6,1.392609e6,1.401457e6,1.50866e6,1.494954e6,1.401938e6,1.40599e6,1.727893e6
4.0,3600.0,600.0,1.615527e6,1.647335e6,1.647335e6,1.615527e6,1.768531e6,1.742308e6,1.69815e6,1.721685e6,1.932378e6
4.0,3600.0,600.0,1.583705e6,1.617085e6,1.606123e6,1.583705e6,1.745344e6,1.725536e6,1.67078e6,1.67358e6,1.930687e6
4.0,3600.0,600.0,1.566913e6,1.582662e6,1.575958e6,1.566913e6,1.718578e6,1.703491e6,1.641512e6,1.624134e6,1.925192e6
