wareh,capacity,buffer,CHI,CHILOC,GS,BS,RND
2.0,10000.0,0.0,10.3717945,13.7005632,10.3522479,9.6420186,24.3119528
2.0,10000.0,0.0,10.2867987,27.9819842,9.344956,9.1674383,15.1840647
2.0,10000.0,0.0,11.0412158,49.1010851,9.78155,9.9057836,1.7459695
3.0,10000.0,0.0,10.6195145,16.7877698,9.9772542,10.0629818,1.8517147
3.0,10000.0,0.0,10.2577352,21.1961596,9.8705635,10.1255448,2.479104
3.0,10000.0,0.0,9.8541294,18.1311591,9.8084812,10.2125789,2.257846
4.0,10000.0,0.0,10.2828729,23.5924374,11.5632912,11.5720702,2.4150392
4.0,10000.0,0.0,10.4983896,23.4604867,11.6172913,11.6525775,2.3125544
4.0,10000.0,0.0,10.4652305,30.2744621,10.8976018,11.2249504,2.3701876
2.0,11000.0,1000.0,10.651328,15.9467561,9.0143238,8.982143,3.9812295
2.0,11000.0,1000.0,10.8405934,18.4930909,9.6720687,9.6330589,5.2989237
2.0,11000.0,1000.0,11.7621707,20.2233639,10.1271605,9.7630854,5.8540397
3.0,11000.0,1000.0,12.0259777,63.0590284,10.9306434,9.723169,9.3214832
3.0,11000.0,1000.0,11.1266171,33.964185,10.0390924,9.6945218,9.2134888
3.0,11000.0,1000.0,11.0693456,36.8253556,10.1130726,10.4105132,12.1752159
4.0,11000.0,1000.0,12.0519302,56.3161727,12.0140025,10.7153503,40.9835306
4.0,11000.0,1000.0,11.4215497,48.5186298,11.5005819,10.0792871,46.3287536
4.0,11000.0,1000.0,12.2033889,46.4443168,12.5430038,10.8214553,46.2685152
2.0,12000.0,2000.0,11.5818504,15.7920591,9.3066552,8.784413,4.5891553
2.0,12000.0,2000.0,10.8030846,15.7954283,9.2853102,8.7648787,4.8921286
2.0,12000.0,2000.0,11.6284338,17.4955807,10.3087486,9.7152485,5.6321752
3.0,12000.0,2000.0,12.4228653,82.0886691,10.1009533,9.8960228,11.6210659
3.0,12000.0,2000.0,10.9499037,36.9834897,10.1275325,9.596639,10.2024609
3.0,12000.0,2000.0,11.7372575,42.2669077,11.5192655,10.9847421,11.011539
4.0,12000.0,2000.0,12.0883121,72.8347712,11.9785017,10.4792054,40.2353842
4.0,12000.0,2000.0,10.8304135,57.461907,11.2239804,10.0837772,43.9211955
4.0,12000.0,2000.0,11.1229966,55.1831843,12.0993779,11.0037805,41.5925449
2.0,15000.0,0.0,14.8855512,18.5371879,14.1861651,14.2961791,9.0753316
2.0,15000.0,0.0,13.904386,20.8252132,13.9306129,13.2946066,2.7715719
2.0,15000.0,0.0,13.6338348,55.3734071,13.9065646,14.3511476,3.2886814
3.0,15000.0,0.0,14.7144385,20.4720358,16.4993905,16.4184213,7.3548542
3.0,15000.0,0.0,13.5858158,20.4203724,16.1007062,15.259352,3.605234
3.0,15000.0,0.0,13.6648459,77.7318745,16.0479608,16.4492286,4.1079131
4.0,15000.0,0.0,14.8573992,25.103847,18.2582494,17.5479861,4.494991
4.0,15000.0,0.0,13.6093133,25.5479057,17.3762417,17.322446,4.4748554
4.0,15000.0,0.0,13.6630285,25.3717601,18.4245473,18.581096,5.6130038
2.0,16500.0,1500.0,16.6529503,29.417081,14.5563295,13.694891,16.4462569
2.0,16500.0,1500.0,15.6937013,30.3672553,13.6827115,12.9026348,20.4651229
2.0,16500.0,1500.0,15.3410769,36.3286934,14.299898,13.9766771,7.5204688
3.0,16500.0,1500.0,16.8885781,83.9689703,15.8352219,13.9235462,18.3006946
3.0,16500.0,1500.0,15.5986749,39.6467735,16.2187845,15.1926495,16.9047489
3.0,16500.0,1500.0,17.2217231,38.5960597,16.4434476,14.1946868,17.1772636
4.0,16500.0,1500.0,15.832789,81.6647462,18.2928756,16.3990664,47.7492083
4.0,16500.0,1500.0,16.9445503,74.7773963,17.5060967,15.3705454,48.1502646
4.0,16500.0,1500.0,16.9539677,72.8758724,19.2379618,15.8322012,53.2133276
2.0,18000.0,3000.0,15.5526699,26.8100403,13.5140564,12.0914212,6.4078965
2.0,18000.0,3000.0,15.9694458,26.2895911,14.798075,13.0979943,6.9854544
2.0,18000.0,3000.0,16.6550799,26.4097292,14.4543904,12.558701,6.7270858
3.0,18000.0,3000.0,15.7378296,35.8630157,15.5126049,13.6869822,17.1419971
3.0,18000.0,3000.0,15.9183394,43.8994397,16.727245,15.0030581,16.9499255
3.0,18000.0,3000.0,17.1617917,39.5006622,16.8408723,14.1415339,17.5315861
4.0,18000.0,3000.0,16.0373454,156.0662144,19.1823108,15.6866665,48.5983797
4.0,18000.0,3000.0,15.6969339,82.7384148,19.4605447,16.5702281,49.0480299
4.0,18000.0,3000.0,16.2927279,49.5081823,18.1320278,14.8550412,51.5277342
2.0,20000.0,0.0,19.9167381,28.5862975,19.5173992,19.4375212,15.6283806
2.0,20000.0,0.0,20.6223906,102.0494825,19.2413184,19.2158968,45.8579442
2.0,20000.0,0.0,20.2903017,106.7548499,19.6272023,18.9827002,65.1986808
3.0,20000.0,0.0,20.4433044,36.1367703,23.3848413,24.6112477,18.5220059
3.0,20000.0,0.0,18.7673952,140.4558633,23.866639,23.7994588,16.6498627
3.0,20000.0,0.0,18.9084307,104.1250327,22.3592378,24.7182043,22.3262787
