wareh,capacity,QMKOPT,QMK,CHISOL,CHI,KLINK,GP,GS,BS,OPT,RND
2.0,10.0,1.7439111,0.511612899,0.160396099,0.1513678,0.008936,0.1496742,0.168126901,0.0,1.684049799,0.0368583
3.0,10.0,2.0562625,0.8133423,0.00029749999999999997,0.00037349999999999997,0.027184,0.000102099,0.0001105,0.0,2.6360857,0.0834892
4.0,10.0,5.0591162,3.190724701,0.000236999,0.000275398,0.0324891,0.0001221,0.000143,0.0,7.813215,0.0664293
2.0,12.0,1.6391684,0.598172999,0.00029609899999999997,0.000327999,0.0,0.000113099,0.000130601,0.0001468,5.8439324,0.916275
3.0,12.0,7.034508198999999,4.332258899,0.000337401,0.00046630200000000004,0.0,0.000117301,0.0001239,0.0001238,55.671293,1.4734609
4.0,12.0,112.706334001,57.445502298,0.00022319999999999998,0.000282799,0.0,8.32e-5,9.41e-5,9.21e-5,706.688456601,2.5948218
