wareh,capacity,buffer,QMK,CHI,CHILOC,KLINK,KLINKQMK,GP,GS,BS,RND
2.0,100.0,0.0,0.25570445490764215,0.25570445490764215,0.25805867439333574,0.20173850054328146,0.25570445490764215,0.13419051068453458,0.22021006881564653,0.22021006881564653,0.0
2.0,100.0,0.0,0.3469425119004028,0.3469425119004028,0.34675942878066646,0.23416331014280478,0.34675942878066646,0.1871109483705602,0.2995239838886855,0.2995239838886855,0.0
2.0,100.0,0.0,0.4264264264264265,0.4264264264264265,0.4264264264264265,0.36373873873873874,0.4264264264264265,0.26745495495495497,0.37668918918918914,0.37668918918918914,0.0
3.0,100.0,0.0,0.21412955931423316,0.205730065585088,0.20492463467955357,0.12737314463237837,0.21343918996663214,0.11609711195489592,0.15510298009435053,0.15510298009435053,0.0
3.0,100.0,0.0,0.17494800092442797,0.25814652183961173,0.25733764733071407,0.1663970418303674,0.16963253986595794,0.16131268777443952,0.19736538017101923,0.19736538017101923,0.0
3.0,100.0,0.0,0.27979154603358425,0.3031847133757962,0.3039953676896352,0.20185292414591782,0.2765489287782281,0.1891140706427331,0.229183555298205,0.229183555298205,0.0
4.0,100.0,0.0,0.18377066019236155,0.16014567186478668,0.1604258100662994,0.1112148660005603,0.17975534597067888,0.10990755439350075,0.11803156223737044,0.11803156223737044,0.0
4.0,100.0,0.0,0.21724040896726382,0.20026263952724888,0.1301941656505018,0.16114810993340212,0.21770940812306538,0.13666635400056282,0.14154394522089864,0.14154394522089864,0.0
4.0,100.0,0.0,0.23618282654427236,0.22566456301396065,0.19783897494740865,0.15194109772423026,0.23503537961369292,0.14658634538152615,0.15710460891183786,0.15710460891183786,0.0
2.0,110.0,10.0,0.34223541048466866,0.34203758654797234,0.34203758654797234,0.0,0.0,0.2073194856577646,0.34104846686449064,0.3236399604352127,0.0
2.0,110.0,10.0,0.4434114793856103,0.4393694421988682,0.4426030719482619,0.0,0.0,0.30072756669361356,0.4393694421988682,0.4205739692805174,0.0
